time,mean_G
572,38.572
573,38.668
574,38.778
575,38.862
576,38.966
577,39.048
578,39.052
579,39.132
580,39.166
581,39.216
582,39.282
583,39.28
584,39.228
585,39.24
586,39.284
587,39.304
588,39.32
589,39.414
590,39.454
591,39.496
592,39.538
593,39.624
594,39.622
595,39.686
596,39.72
597,39.794
598,39.886
599,39.964
600,40.012
601,40.086
602,40.094
603,40.102
604,40.122
605,40.16
606,40.254
607,40.234
608,40.27
609,40.332
610,40.328
611,40.402
612,40.446
613,40.508
614,40.516
615,40.564
616,40.576
617,40.642
618,40.708
619,40.764
620,40.83
621,40.908
622,40.954
623,40.892
624,40.93
625,40.906
626,40.946
627,40.96
628,41.066
629,41.106
630,41.136
631,41.21
632,41.288
633,41.258
634,41.364
635,41.412
636,41.49
637,41.508
638,41.62
639,41.578
640,41.758
641,41.81
642,41.874
643,41.972
644,42.012
645,42.044
646,42.076
647,42.102
648,42.208
649,42.268
650,42.268
651,42.402
652,42.488
653,42.51
654,42.61
655,42.608
656,42.568
657,42.52
658,42.57
659,42.646
660,42.624
661,42.706
662,42.784
663,42.848
664,42.91
665,42.926
666,42.966
667,43.034
668,43.084
669,43.088
670,43.172
671,43.214
672,43.218
673,43.16
674,43.186
675,43.21
676,43.198
677,43.166
678,43.186
679,43.246
680,43.28
681,43.336
682,43.298
683,43.336
684,43.402
685,43.514
686,43.512
687,43.588
688,43.602
689,43.634
690,43.62
691,43.614
692,43.644
693,43.642
694,43.68
695,43.68
696,43.68
697,43.714
698,43.808
699,43.856
700,43.84
701,43.814
702,43.846
703,43.84
704,43.854
705,43.892
706,43.898
707,43.968
708,44.002
709,44.082
710,44.152
711,44.158
712,44.076
713,44.06
714,44.054
715,44.062
716,44.106
717,44.188
718,44.176
719,44.194
720,44.15
721,44.194
722,44.222
723,44.22
724,44.27
725,44.246
726,44.35
727,44.386
728,44.424
729,44.548
730,44.57
731,44.562
732,44.546
733,44.608
734,44.63
735,44.694
736,44.688
737,44.716
738,44.702
739,44.674
740,44.664
741,44.74
742,44.714
743,44.768
744,44.712
745,44.696
746,44.712
747,44.794
748,44.816
749,44.82
750,44.78
751,44.844
752,44.84
753,44.718
754,44.726
755,44.76
756,44.81
757,44.766
758,44.762
759,44.724
760,44.756
761,44.808
762,44.8
763,44.828
764,44.862
765,44.892
766,44.862
767,44.972
768,44.988
769,44.968
770,45.03
771,45.102
772,45.164
773,45.174
774,45.184
775,45.172
776,45.202
777,45.268
778,45.252
779,45.286
780,45.296
781,45.408
782,45.464
783,45.53
784,45.486
785,45.514
786,45.482
787,45.556
788,45.534
789,45.602
790,45.63
791,45.7
792,45.68
793,45.642
794,45.64
795,45.724
796,45.778
797,45.776
798,45.812
799,45.812
800,45.776
801,45.822
802,45.882
803,45.992
804,46.028
805,46.066
806,46.058
807,46.104
808,46.154
809,46.162
810,46.204
811,46.236
812,46.288
813,46.318
814,46.306
815,46.356
816,46.418
817,46.512
818,46.578
819,46.588
820,46.532
821,46.552
822,46.556
823,46.526
824,46.56
825,46.578
826,46.608
827,46.584
828,46.636
829,46.646
830,46.65
831,46.636
832,46.648
833,46.698
834,46.682
835,46.664
836,46.662
837,46.688
838,46.668
839,46.724
840,46.686
841,46.8
842,46.848
843,46.894
844,46.854
845,46.89
846,46.838
847,46.868
848,46.906
849,46.832
850,46.852
851,46.84
852,46.844
853,46.878
854,46.876
855,46.994
856,47.04
857,47.098
858,47.126
859,47.154
860,47.172
861,47.248
862,47.254
863,47.246
864,47.252
865,47.212
866,47.136
867,47.12
868,47.126
869,47.152
870,47.142
871,47.172
872,47.27
873,47.312
874,47.252
875,47.328
876,47.32
877,47.28
878,47.31
879,47.372
880,47.35
881,47.346
882,47.382
883,47.348
884,47.358
885,47.374
886,47.346
887,47.386
888,47.456
889,47.45
890,47.414
891,47.432
892,47.408
893,47.43
894,47.518
895,47.522
896,47.56
897,47.518
898,47.506
899,47.48
900,47.484
901,47.472
902,47.5
903,47.538
904,47.592
905,47.632
906,47.67
907,47.71
908,47.684
909,47.742
910,47.834
911,47.85
912,47.906
913,47.842
914,47.86
915,47.914
916,48.008
917,48.046
918,48.0
919,48.026
920,48.034
921,47.99
922,47.998
923,48.014
924,48.01
925,47.998
926,47.996
927,48.006
928,48.034
929,48.06
930,48.09
931,48.118
932,48.226
933,48.248
934,48.254
935,48.308
936,48.302
937,48.316
938,48.24
939,48.162
940,48.068
941,48.084
942,48.074
943,48.078
944,48.076
945,48.082
946,47.982
947,47.964
948,47.992
949,48.042
950,48.048
951,47.986
952,47.968
953,48.028
954,48.04
955,48.08
956,48.046
957,48.006
958,47.978
959,47.992
960,48.08
961,48.104
962,48.156
963,48.108
964,48.15
965,48.11
966,48.122
967,48.116
968,48.144
969,48.174
970,48.21
971,48.21
972,48.184
973,48.21
974,48.186
975,48.186
976,48.238
977,48.242
978,48.312
979,48.396
980,48.338
981,48.32
982,48.344
983,48.372
984,48.47
985,48.452
986,48.424
987,48.474
988,48.432
989,48.462
990,48.502
991,48.54
992,48.468
993,48.44
994,48.428
995,48.394
996,48.384
997,48.384
998,48.314
999,48.278
1000,48.292
1001,48.336
1002,48.312
1003,48.34
1004,48.31
1005,48.312
1006,48.262
1007,48.206
1008,48.222
1009,48.138
1010,48.14
1011,48.134
1012,48.144
1013,48.184
1014,48.178
1015,48.25
1016,48.244
1017,48.286
1018,48.326
1019,48.3
1020,48.254
1021,48.232
1022,48.212
1023,48.242
1024,48.258
1025,48.24
1026,48.176
1027,48.176
1028,48.134
1029,48.208
1030,48.156
1031,48.2
1032,48.242
1033,48.238
1034,48.302
1035,48.318
1036,48.354
1037,48.348
1038,48.31
1039,48.352
1040,48.268
1041,48.272
1042,48.288
1043,48.236
1044,48.258
1045,48.22
1046,48.244
1047,48.212
1048,48.21
1049,48.248
1050,48.218
1051,48.232
1052,48.246
1053,48.178
1054,48.152
1055,48.216
1056,48.174
1057,48.234
1058,48.192
1059,48.168
1060,48.156
1061,48.17
1062,48.204
1063,48.196
1064,48.25
1065,48.274
1066,48.234
1067,48.24
1068,48.242
1069,48.272
1070,48.304
1071,48.266
1072,48.254
1073,48.28
1074,48.27
1075,48.29
1076,48.262
1077,48.268
1078,48.292
1079,48.376
1080,48.382
1081,48.382
1082,48.416
1083,48.426
1084,48.502
1085,48.514
1086,48.528
1087,48.524
1088,48.448
1089,48.408
1090,48.39
1091,48.346
1092,48.352
1093,48.342
1094,48.346
1095,48.37
1096,48.42
1097,48.392
1098,48.362
1099,48.364
1100,48.386
1101,48.424
1102,48.474
1103,48.434
1104,48.46
1105,48.42
1106,48.412
1107,48.382
1108,48.406
1109,48.402
1110,48.33
1111,48.346
1112,48.376
1113,48.406
1114,48.434
1115,48.42
1116,48.424
1117,48.51
1118,48.476
1119,48.484
1120,48.49
1121,48.494
1122,48.494
1123,48.444
1124,48.424
1125,48.402
1126,48.36
1127,48.356
1128,48.354
1129,48.422
1130,48.504
1131,48.5
1132,48.528
1133,48.528
1134,48.488
1135,48.45
1136,48.484
1137,48.468
1138,48.48
1139,48.524
1140,48.476
1141,48.506
1142,48.468
1143,48.484
1144,48.472
1145,48.494
1146,48.528
1147,48.63
1148,48.732
1149,48.78
1150,48.77
1151,48.722
1152,48.698
1153,48.73
1154,48.702
1155,48.774
1156,48.752
1157,48.754
1158,48.764
1159,48.828
1160,48.834
1161,48.814
1162,48.806
1163,48.83
1164,48.888
1165,48.85
1166,48.79
1167,48.816
1168,48.822
1169,48.854
1170,48.92
1171,48.944
1172,48.952
1173,48.996
1174,48.96
1175,48.942
1176,48.948
1177,48.92
1178,48.92
1179,48.926
1180,48.888
1181,48.894
1182,48.926
1183,48.926
1184,48.91
1185,48.936
1186,48.974
1187,48.94
1188,48.912
1189,48.896
1190,48.89
1191,48.976
1192,48.93
1193,48.944
1194,48.922
1195,48.926
1196,48.834
1197,48.792
1198,48.736
1199,48.746
1200,48.756
1201,48.762
1202,48.754
1203,48.71
1204,48.68
1205,48.672
1206,48.676
1207,48.686
1208,48.724
1209,48.75
1210,48.794
1211,48.848
1212,48.884
1213,48.856
1214,48.84
1215,48.858
1216,48.818
1217,48.848
1218,48.84
1219,48.878
1220,48.848
1221,48.832
1222,48.738
1223,48.75
1224,48.768
1225,48.678
1226,48.662
1227,48.674
1228,48.688
1229,48.712
1230,48.78
1231,48.87
1232,48.844
1233,48.802
1234,48.82
1235,48.884
1236,48.924
1237,48.882
1238,48.84
1239,48.816
1240,48.826
1241,48.774
1242,48.794
1243,48.78
1244,48.72
1245,48.776
1246,48.82
1247,48.854
1248,48.828
1249,48.84
1250,48.802
1251,48.764
1252,48.758
1253,48.692
1254,48.646
1255,48.672
1256,48.7
1257,48.764
1258,48.744
1259,48.734
1260,48.726
1261,48.694
1262,48.712
1263,48.738
1264,48.69
1265,48.668
1266,48.634
1267,48.75
1268,48.776
1269,48.762
1270,48.766
1271,48.776
1272,48.712
1273,48.76
1274,48.776
1275,48.786
1276,48.788
1277,48.774
1278,48.832
1279,48.884
1280,48.86
1281,48.766
1282,48.734
1283,48.738
1284,48.742
1285,48.652
1286,48.618
1287,48.61
1288,48.612
1289,48.662
1290,48.662
1291,48.692
1292,48.682
1293,48.64
1294,48.642
1295,48.646
1296,48.664
1297,48.614
1298,48.592
1299,48.528
1300,48.534
1301,48.532
1302,48.564
1303,48.592
1304,48.578
1305,48.594
1306,48.552
1307,48.564
1308,48.626
1309,48.602
1310,48.59
1311,48.674
1312,48.628
1313,48.56
1314,48.572
1315,48.504
1316,48.478
1317,48.462
1318,48.48
1319,48.492
1320,48.49
1321,48.462
1322,48.464
1323,48.378
1324,48.422
1325,48.398
1326,48.394
1327,48.45
1328,48.484
1329,48.49
1330,48.572
1331,48.53
1332,48.526
1333,48.514
1334,48.52
1335,48.528
1336,48.524
1337,48.536
1338,48.548
1339,48.564
1340,48.544
1341,48.53
1342,48.562
1343,48.566
1344,48.542
1345,48.48
1346,48.514
1347,48.456
1348,48.502
1349,48.51
1350,48.502
1351,48.44
1352,48.426
1353,48.38
1354,48.352
1355,48.388
1356,48.434
1357,48.428
1358,48.496
1359,48.48
1360,48.492
1361,48.444
1362,48.456
1363,48.454
1364,48.494
1365,48.526
1366,48.454
1367,48.5
1368,48.514
1369,48.45
1370,48.5
1371,48.59
1372,48.558
1373,48.54
1374,48.48
1375,48.524
1376,48.516
1377,48.432
1378,48.49
1379,48.432
1380,48.44
1381,48.428
1382,48.35
1383,48.332
1384,48.286
1385,48.28
1386,48.284
1387,48.286
1388,48.226
1389,48.244
1390,48.284
1391,48.206
1392,48.25
1393,48.232
1394,48.224
1395,48.202
1396,48.306
1397,48.324
1398,48.366
1399,48.39
1400,48.442
1401,48.374
1402,48.352
1403,48.46
1404,48.468
1405,48.492
1406,48.462
1407,48.52
1408,48.514
1409,48.536
1410,48.534
1411,48.496
1412,48.554
1413,48.556
1414,48.622
1415,48.584
1416,48.61
1417,48.704
1418,48.76
1419,48.756
1420,48.672
1421,48.698
1422,48.756
1423,48.764
1424,48.784
1425,48.884
1426,48.852
1427,48.87
1428,48.832
1429,48.814
1430,48.856
1431,48.878
1432,48.934
1433,48.908
1434,48.91
1435,48.952
1436,48.896
1437,48.848
1438,48.8
1439,48.796
1440,48.764
1441,48.688
1442,48.74
1443,48.724
1444,48.672
1445,48.67
1446,48.65
1447,48.782
1448,48.786
1449,48.784
1450,48.764
1451,48.804
1452,48.794
1453,48.84
1454,48.826
1455,48.852
1456,48.854
1457,48.784
1458,48.762
1459,48.75
1460,48.766
1461,48.724
1462,48.654
1463,48.654
1464,48.656
1465,48.644
1466,48.654
1467,48.688
1468,48.7
1469,48.702
1470,48.718
1471,48.77
1472,48.85
1473,48.818
1474,48.76
1475,48.712
1476,48.74
1477,48.744
1478,48.704
1479,48.668
1480,48.654
1481,48.688
1482,48.664
1483,48.688
1484,48.772
1485,48.682
1486,48.656
1487,48.648
1488,48.628
1489,48.626
1490,48.668
1491,48.644
1492,48.624
1493,48.686
1494,48.638
1495,48.604
1496,48.614
1497,48.506
1498,48.502
1499,48.482
1500,48.498
1501,48.482
1502,48.514
1503,48.532
1504,48.47
1505,48.476
1506,48.474
1507,48.43
1508,48.408
1509,48.44
1510,48.408
1511,48.38
1512,48.418
1513,48.378
1514,48.33
1515,48.344
1516,48.332
1517,48.41
1518,48.422
1519,48.392
1520,48.428
1521,48.438
1522,48.422
1523,48.482
1524,48.46
1525,48.48
1526,48.466
1527,48.542
1528,48.456
1529,48.422
1530,48.384
1531,48.33
1532,48.392
1533,48.454
1534,48.482
1535,48.506
1536,48.482
1537,48.572
1538,48.576
1539,48.616
1540,48.594
1541,48.576
1542,48.622
1543,48.652
1544,48.69
1545,48.59
1546,48.586
1547,48.642
1548,48.664
1549,48.698
1550,48.734
1551,48.748
1552,48.832
1553,48.834
1554,48.85
1555,48.79
1556,48.834
1557,48.876
1558,48.9
1559,48.93
1560,48.992
1561,48.93
1562,48.972
1563,49.02
1564,49.054
1565,49.07
1566,49.058
1567,48.988
1568,49.088
1569,49.076
1570,49.074
1571,49.118
1572,49.092
1573,49.158
1574,49.16
1575,49.134
1576,49.21
1577,49.266
1578,49.246
1579,49.258
1580,49.238
1581,49.198
1582,49.186
1583,49.166
1584,49.174
1585,49.2
1586,49.204
1587,49.196
1588,49.16
1589,49.16
1590,49.202
1591,49.15
1592,49.116
1593,49.102
1594,49.056
1595,49.072
1596,48.97
1597,48.938
1598,48.928
1599,48.954
1600,49.004
1601,49.06
1602,49.018
1603,49.018
1604,49.04
1605,49.052
1606,49.098
1607,49.034
1608,49.07
1609,49.074
1610,49.068
1611,49.028
1612,49.02
1613,49.01
1614,48.966
1615,48.968
1616,48.948
1617,48.952
1618,48.896
1619,48.9
1620,48.89
1621,48.902
1622,48.944
1623,48.92
1624,48.902
1625,48.92
1626,48.96
1627,48.988
1628,48.906
1629,48.928
1630,48.932
1631,48.93
1632,48.938
1633,49.026
1634,48.972
1635,48.896
1636,48.79
1637,48.808
1638,48.862
1639,48.91
1640,48.902
1641,48.92
1642,48.894
1643,48.954
1644,48.942
1645,48.912
1646,48.88
1647,48.87
1648,48.946
1649,49.008
1650,49.042
1651,49.094
1652,49.084
1653,49.086
1654,49.062
1655,48.984
1656,48.974
1657,48.952
1658,48.968
1659,48.972
1660,49.072
1661,49.086
1662,49.112
1663,49.12
1664,49.126
1665,49.062
1666,49.068
1667,49.094
1668,49.094
1669,49.172
1670,49.144
1671,49.172
1672,49.24
1673,49.216
1674,49.182
1675,49.164
1676,49.092
1677,49.072
1678,49.028
1679,49.084
1680,49.088
1681,49.11
1682,49.01
1683,49.03
1684,49.084
1685,49.072
1686,49.092
1687,49.148
1688,49.202
1689,49.138
1690,49.182
1691,49.108
1692,49.03
1693,49.12
1694,49.14
1695,49.13
1696,49.104
1697,49.094
1698,49.086
1699,49.142
1700,49.232
1701,49.23
1702,49.222
1703,49.178
1704,49.164
1705,49.184
1706,49.188
1707,49.228
1708,49.244
1709,49.186
1710,49.272
1711,49.214
1712,49.286
1713,49.26
1714,49.234
1715,49.202
1716,49.2
1717,49.24
1718,49.22
1719,49.224
1720,49.17
1721,49.144
1722,49.172
1723,49.226
1724,49.238
1725,49.238
1726,49.248
1727,49.194
1728,49.198
1729,49.25
1730,49.26
1731,49.242
1732,49.258
1733,49.258
1734,49.296
1735,49.288
1736,49.28
1737,49.362
1738,49.334
1739,49.344
1740,49.294
1741,49.328
1742,49.36
1743,49.41
1744,49.422
1745,49.468
1746,49.504
1747,49.526
1748,49.594
1749,49.482
1750,49.454
1751,49.426
1752,49.4
1753,49.386
1754,49.358
1755,49.36
1756,49.354
1757,49.276
1758,49.242
1759,49.3
1760,49.234
1761,49.3
1762,49.22
1763,49.178
1764,49.2
1765,49.208
1766,49.172
1767,49.19
1768,49.186
1769,49.068
1770,49.092
1771,49.044
1772,48.996
1773,48.902
1774,48.866
1775,48.856
1776,48.842
1777,48.896
1778,48.918
1779,48.932
1780,48.894
1781,48.952
1782,48.864
1783,48.884
1784,48.924
1785,48.978
1786,49.034
1787,48.972
1788,48.93
1789,48.946
1790,48.988
1791,48.946
1792,48.9
1793,48.924
1794,48.95
1795,48.978
1796,48.91
1797,48.894
1798,48.826
1799,48.916
1800,48.952
1801,48.936
1802,48.966
1803,48.972
1804,48.938
1805,48.962
1806,48.948
1807,48.956
1808,48.92
1809,48.926
1810,49.016
1811,48.988
1812,48.974
1813,49.03
1814,49.044
1815,49.064
1816,49.18
1817,49.082
1818,49.166
1819,49.2
1820,49.16
1821,49.132
1822,49.146
1823,49.148
1824,49.178
1825,49.274
1826,49.284
1827,49.306
1828,49.266
1829,49.304
1830,49.386
1831,49.31
1832,49.268
1833,49.258
1834,49.286
1835,49.298
1836,49.294
1837,49.332
1838,49.378
1839,49.41
1840,49.37
1841,49.4
1842,49.384
1843,49.398
1844,49.318
1845,49.294
1846,49.292
1847,49.232
1848,49.18
1849,49.116
1850,49.164
1851,49.106
1852,49.12
1853,49.102
1854,49.118
1855,49.044
1856,49.122
1857,49.108
1858,49.128
1859,49.13
1860,49.18
1861,49.104
1862,49.106
1863,49.086
1864,49.072
1865,49.058
1866,49.042
1867,49.088
1868,49.088
1869,49.1
1870,49.1
1871,49.034
1872,49.054
1873,48.984
1874,48.98
1875,49.082
1876,49.048
1877,49.052
1878,49.004
1879,48.976
1880,49.006
1881,48.982
1882,48.878
1883,48.908
1884,48.848
1885,48.928
1886,48.862
1887,48.82
1888,48.716
1889,48.77
1890,48.758
1891,48.788
1892,48.77
1893,48.836
1894,48.864
1895,48.856
1896,48.834
1897,48.812
1898,48.79
1899,48.85
1900,48.806
1901,48.82
1902,48.768
1903,48.82
1904,48.866
1905,48.878
1906,48.848
1907,48.79
1908,48.748
1909,48.754
1910,48.882
1911,48.908
1912,48.936
1913,48.848
1914,48.8
1915,48.772
1916,48.882
1917,48.818
1918,48.826
1919,48.806
1920,48.882
1921,48.87
1922,48.78
1923,48.756
1924,48.806
1925,48.742
1926,48.724
1927,48.734
1928,48.722
1929,48.714
1930,48.674
1931,48.716
1932,48.67
1933,48.666
1934,48.648
1935,48.646
1936,48.744
1937,48.71
1938,48.734
1939,48.72
1940,48.78
1941,48.654
1942,48.644
1943,48.624
1944,48.594
1945,48.618
1946,48.624
1947,48.554
1948,48.512
1949,48.564
1950,48.566
1951,48.6
1952,48.662
1953,48.648
1954,48.638
1955,48.64
1956,48.662
1957,48.686
1958,48.704
1959,48.732
1960,48.616
1961,48.556
1962,48.526
1963,48.668
1964,48.604
1965,48.56
1966,48.544
1967,48.578
1968,48.564
1969,48.588
1970,48.568
1971,48.56
1972,48.538
1973,48.546
1974,48.532
1975,48.536
1976,48.568
1977,48.51
1978,48.556
1979,48.636
1980,48.618
1981,48.604
1982,48.634
1983,48.576
1984,48.652
1985,48.712
1986,48.798
1987,48.8
1988,48.81
1989,48.858
1990,48.822
1991,48.868
1992,48.874
1993,48.86
1994,48.868
1995,48.876
1996,48.856
1997,48.788
1998,48.836
1999,48.824
2000,48.76
2001,48.82
2002,48.886
2003,48.832
2004,48.846
2005,48.732
2006,48.736
2007,48.718
2008,48.698
2009,48.692
2010,48.698
2011,48.716
2012,48.698
2013,48.662
2014,48.666
2015,48.74
2016,48.806
2017,48.838
2018,48.89
2019,48.898
2020,48.924
2021,48.978
2022,48.986
2023,48.924
2024,48.878
2025,48.928
2026,48.974
2027,48.958
2028,48.906
2029,48.966
2030,49.03
2031,49.046
2032,48.978
2033,48.978
2034,48.878
2035,48.864
2036,48.872
2037,48.88
2038,48.94
2039,48.944
2040,48.896
2041,48.928
2042,48.984
2043,48.964
2044,48.98
2045,48.956
2046,49.018
2047,49.082
2048,49.088
2049,49.002
2050,48.982
2051,48.964
2052,48.934
2053,48.974
2054,48.96
2055,48.952
2056,48.94
2057,48.998
2058,48.912
2059,48.96
2060,49.014
2061,48.986
2062,48.928
2063,49.008
2064,48.942
2065,48.846
2066,48.82
2067,48.808
2068,48.734
2069,48.694
2070,48.632
2071,48.718
2072,48.772
2073,48.772
2074,48.76
2075,48.76
2076,48.772
2077,48.708
2078,48.716
2079,48.816
2080,48.814
2081,48.806
2082,48.722
2083,48.688
2084,48.716
2085,48.67
2086,48.676
2087,48.76
2088,48.76
2089,48.71
2090,48.704
2091,48.666
2092,48.696
2093,48.716
2094,48.728
2095,48.694
2096,48.714
2097,48.736
2098,48.738
2099,48.854
2100,48.886
2101,48.904
2102,48.926
2103,48.922
2104,48.916
2105,48.896
2106,48.898
2107,48.914
2108,48.9
2109,48.89
2110,48.92
2111,48.95
2112,48.952
2113,48.924
2114,48.962
2115,48.988
2116,48.922
2117,49.0
2118,49.028
2119,49.032
2120,49.06
2121,49.018
2122,49.01
2123,49.036
2124,48.984
2125,49.018
2126,49.016
2127,49.096
2128,49.112
2129,49.098
2130,49.1
2131,49.08
2132,49.034
2133,48.972
2134,49.002
2135,48.908
2136,48.926
2137,48.92
2138,48.96
2139,48.98
