time,mean_G
572,4.87
573,4.878
574,4.874
575,4.888
576,4.914
577,4.93
578,4.936
579,4.946
580,4.958
581,4.97
582,4.982
583,5.024
584,5.034
585,5.068
586,5.068
587,5.074
588,5.084
589,5.122
590,5.106
591,5.116
592,5.122
593,5.14
594,5.164
595,5.168
596,5.178
597,5.182
598,5.174
599,5.198
600,5.208
601,5.204
602,5.21
603,5.234
604,5.266
605,5.278
606,5.286
607,5.294
608,5.3
609,5.318
610,5.322
611,5.322
612,5.3
613,5.346
614,5.334
615,5.36
616,5.37
617,5.368
618,5.362
619,5.368
620,5.368
621,5.396
622,5.422
623,5.42
624,5.404
625,5.44
626,5.444
627,5.45
628,5.504
629,5.512
630,5.51
631,5.5
632,5.502
633,5.492
634,5.516
635,5.516
636,5.502
637,5.534
638,5.548
639,5.566
640,5.578
641,5.612
642,5.64
643,5.62
644,5.638
645,5.648
646,5.65
647,5.66
648,5.676
649,5.652
650,5.682
651,5.686
652,5.69
653,5.702
654,5.704
655,5.694
656,5.716
657,5.722
658,5.714
659,5.712
660,5.736
661,5.74
662,5.748
663,5.754
664,5.76
665,5.774
666,5.808
667,5.822
668,5.818
669,5.818
670,5.844
671,5.896
672,5.896
673,5.906
674,5.902
675,5.93
676,5.972
677,5.988
678,5.978
679,5.962
680,5.984
681,5.99
682,6.0
683,6.004
684,6.02
685,6.024
686,6.07
687,6.088
688,6.104
689,6.104
690,6.1
691,6.108
692,6.084
693,6.096
694,6.094
695,6.098
696,6.114
697,6.118
698,6.094
699,6.106
700,6.124
701,6.164
702,6.202
703,6.208
704,6.22
705,6.26
706,6.272
707,6.256
708,6.258
709,6.266
710,6.302
711,6.33
712,6.314
713,6.31
714,6.304
715,6.31
716,6.3
717,6.32
718,6.326
719,6.324
720,6.326
721,6.298
722,6.278
723,6.298
724,6.276
725,6.282
726,6.278
727,6.276
728,6.268
729,6.286
730,6.296
731,6.292
732,6.318
733,6.364
734,6.352
735,6.342
736,6.376
737,6.38
738,6.412
739,6.422
740,6.434
741,6.466
742,6.514
743,6.536
744,6.52
745,6.544
746,6.516
747,6.518
748,6.522
749,6.528
750,6.51
751,6.508
752,6.548
753,6.578
754,6.576
755,6.57
756,6.6
757,6.608
758,6.602
759,6.612
760,6.602
761,6.61
762,6.608
763,6.604
764,6.638
765,6.636
766,6.628
767,6.618
768,6.63
769,6.626
770,6.664
771,6.686
772,6.68
773,6.672
774,6.656
775,6.676
776,6.696
777,6.702
778,6.678
779,6.676
780,6.646
781,6.64
782,6.638
783,6.632
784,6.624
785,6.638
786,6.658
787,6.67
788,6.684
789,6.692
790,6.68
791,6.68
792,6.666
793,6.65
794,6.648
795,6.676
796,6.674
797,6.682
798,6.714
799,6.738
800,6.738
801,6.708
802,6.706
803,6.734
804,6.754
805,6.766
806,6.776
807,6.776
808,6.792
809,6.796
810,6.824
811,6.838
812,6.842
813,6.818
814,6.832
815,6.828
816,6.842
817,6.836
818,6.858
819,6.87
820,6.872
821,6.874
822,6.9
823,6.924
824,6.942
825,6.948
826,6.936
827,6.932
828,6.908
829,6.932
830,6.934
831,6.936
832,6.938
833,6.95
834,6.978
835,6.94
836,6.94
837,6.936
838,6.964
839,6.96
840,6.96
841,6.97
842,6.964
843,6.96
844,6.974
845,7.01
846,7.026
847,7.03
848,7.052
849,7.046
850,7.04
851,7.046
852,7.046
853,7.012
854,7.016
855,7.024
856,7.026
857,7.036
858,7.072
859,7.062
860,7.066
861,7.08
862,7.096
863,7.104
864,7.11
865,7.116
866,7.118
867,7.144
868,7.158
869,7.198
870,7.188
871,7.204
872,7.176
873,7.198
874,7.208
875,7.214
876,7.16
877,7.118
878,7.13
879,7.094
880,7.1
881,7.112
882,7.12
883,7.118
884,7.096
885,7.138
886,7.158
887,7.166
888,7.162
889,7.136
890,7.122
891,7.132
892,7.126
893,7.148
894,7.118
895,7.104
896,7.11
897,7.116
898,7.13
899,7.144
900,7.17
901,7.198
902,7.194
903,7.182
904,7.174
905,7.188
906,7.168
907,7.18
908,7.188
909,7.19
910,7.204
911,7.18
912,7.21
913,7.218
914,7.238
915,7.24
916,7.262
917,7.258
918,7.266
919,7.264
920,7.252
921,7.244
922,7.264
923,7.276
924,7.304
925,7.284
926,7.32
927,7.32
928,7.314
929,7.298
930,7.31
931,7.302
932,7.298
933,7.31
934,7.29
935,7.272
936,7.296
937,7.298
938,7.272
939,7.294
940,7.306
941,7.33
942,7.358
943,7.364
944,7.32
945,7.35
946,7.382
947,7.4
948,7.406
949,7.444
950,7.434
951,7.434
952,7.45
953,7.464
954,7.448
955,7.508
956,7.5
957,7.478
958,7.49
959,7.472
960,7.466
961,7.476
962,7.454
963,7.456
964,7.456
965,7.486
966,7.51
967,7.528
968,7.516
969,7.476
970,7.468
971,7.464
972,7.5
973,7.508
974,7.522
975,7.538
976,7.526
977,7.536
978,7.538
979,7.55
980,7.552
981,7.568
982,7.56
983,7.53
984,7.538
985,7.516
986,7.508
987,7.51
988,7.476
989,7.468
990,7.46
991,7.462
992,7.46
993,7.492
994,7.5
995,7.494
996,7.5
997,7.518
998,7.536
999,7.524
1000,7.53
1001,7.518
1002,7.5
1003,7.51
1004,7.532
1005,7.544
1006,7.546
1007,7.572
1008,7.56
1009,7.568
1010,7.578
1011,7.576
1012,7.6
1013,7.618
1014,7.624
1015,7.662
1016,7.658
1017,7.682
1018,7.698
1019,7.706
1020,7.728
1021,7.716
1022,7.726
1023,7.752
1024,7.824
1025,7.814
1026,7.812
1027,7.81
1028,7.824
1029,7.852
1030,7.856
1031,7.864
1032,7.882
1033,7.86
1034,7.872
1035,7.91
1036,7.892
1037,7.918
1038,7.918
1039,7.924
1040,7.9
1041,7.888
1042,7.904
1043,7.908
1044,7.914
1045,7.904
1046,7.884
1047,7.896
1048,7.906
1049,7.904
1050,7.902
1051,7.924
1052,7.912
1053,7.924
1054,7.916
1055,7.93
1056,7.948
1057,7.968
1058,7.988
1059,7.96
1060,7.95
1061,7.956
1062,7.932
1063,7.932
1064,7.926
1065,7.912
1066,7.918
1067,7.936
1068,7.958
1069,7.97
1070,7.982
1071,7.968
1072,7.94
1073,7.92
1074,7.92
1075,7.966
1076,7.99
1077,7.982
1078,7.974
1079,7.976
1080,8.0
1081,8.004
1082,7.976
1083,7.98
1084,7.97
1085,7.962
1086,7.974
1087,7.962
1088,7.974
1089,7.99
1090,8.01
1091,8.026
1092,8.036
1093,8.05
1094,8.052
1095,8.038
1096,8.044
1097,8.036
1098,8.018
1099,8.042
1100,8.054
1101,8.09
1102,8.092
1103,8.104
1104,8.102
1105,8.092
1106,8.088
1107,8.118
1108,8.108
1109,8.09
1110,8.102
1111,8.11
1112,8.138
1113,8.14
1114,8.17
1115,8.152
1116,8.142
1117,8.114
1118,8.136
1119,8.132
1120,8.12
1121,8.17
1122,8.146
1123,8.138
1124,8.14
1125,8.148
1126,8.112
1127,8.102
1128,8.112
1129,8.096
1130,8.088
1131,8.11
1132,8.106
1133,8.118
1134,8.134
1135,8.15
1136,8.164
1137,8.156
1138,8.188
1139,8.172
1140,8.174
1141,8.164
1142,8.148
1143,8.136
1144,8.134
1145,8.148
1146,8.15
1147,8.16
1148,8.138
1149,8.138
1150,8.144
1151,8.138
1152,8.15
1153,8.178
1154,8.164
1155,8.17
1156,8.19
1157,8.18
1158,8.194
1159,8.172
1160,8.172
1161,8.176
1162,8.182
1163,8.184
1164,8.188
1165,8.186
1166,8.168
1167,8.178
1168,8.182
1169,8.192
1170,8.182
1171,8.22
1172,8.23
1173,8.25
1174,8.228
1175,8.21
1176,8.21
1177,8.21
1178,8.21
1179,8.216
1180,8.22
1181,8.224
1182,8.222
1183,8.176
1184,8.178
1185,8.192
1186,8.176
1187,8.178
1188,8.194
1189,8.21
1190,8.192
1191,8.236
1192,8.198
1193,8.194
1194,8.228
1195,8.248
1196,8.244
1197,8.248
1198,8.246
1199,8.232
1200,8.244
1201,8.246
1202,8.198
1203,8.156
1204,8.154
1205,8.172
1206,8.158
1207,8.164
1208,8.166
1209,8.172
1210,8.162
1211,8.164
1212,8.156
1213,8.166
1214,8.166
1215,8.2
1216,8.228
1217,8.248
1218,8.282
1219,8.246
1220,8.256
1221,8.258
1222,8.278
1223,8.262
1224,8.254
1225,8.268
1226,8.24
1227,8.222
1228,8.234
1229,8.238
1230,8.212
1231,8.216
1232,8.208
1233,8.228
1234,8.212
1235,8.236
1236,8.196
1237,8.198
1238,8.152
1239,8.14
1240,8.116
1241,8.132
1242,8.104
1243,8.096
1244,8.094
1245,8.078
1246,8.078
1247,8.056
1248,8.08
1249,8.108
1250,8.118
1251,8.138
1252,8.148
1253,8.164
1254,8.166
1255,8.166
1256,8.17
1257,8.166
1258,8.198
1259,8.218
1260,8.222
1261,8.22
1262,8.248
1263,8.25
1264,8.258
1265,8.264
1266,8.27
1267,8.266
1268,8.26
1269,8.254
1270,8.278
1271,8.282
1272,8.256
1273,8.234
1274,8.242
1275,8.262
1276,8.284
1277,8.29
1278,8.282
1279,8.304
1280,8.326
1281,8.318
1282,8.332
1283,8.302
1284,8.336
1285,8.306
1286,8.334
1287,8.324
1288,8.322
1289,8.31
1290,8.306
1291,8.318
1292,8.298
1293,8.284
1294,8.304
1295,8.322
1296,8.334
1297,8.324
1298,8.324
1299,8.326
1300,8.35
1301,8.352
1302,8.34
1303,8.366
1304,8.392
1305,8.418
1306,8.414
1307,8.408
1308,8.406
1309,8.364
1310,8.37
1311,8.35
1312,8.316
1313,8.354
1314,8.338
1315,8.332
1316,8.324
1317,8.308
1318,8.322
1319,8.336
1320,8.316
1321,8.318
1322,8.292
1323,8.296
1324,8.298
1325,8.304
1326,8.312
1327,8.326
1328,8.33
1329,8.32
1330,8.304
1331,8.298
1332,8.29
1333,8.304
1334,8.298
1335,8.31
1336,8.318
1337,8.33
1338,8.292
1339,8.304
1340,8.326
1341,8.314
1342,8.306
1343,8.316
1344,8.302
1345,8.342
1346,8.316
1347,8.346
1348,8.36
1349,8.348
1350,8.358
1351,8.378
1352,8.37
1353,8.342
1354,8.37
1355,8.368
1356,8.358
1357,8.344
1358,8.328
1359,8.328
1360,8.33
1361,8.318
1362,8.35
1363,8.346
1364,8.318
1365,8.284
1366,8.308
1367,8.302
1368,8.304
1369,8.318
1370,8.332
1371,8.306
1372,8.288
1373,8.29
1374,8.28
1375,8.294
1376,8.282
1377,8.306
1378,8.306
1379,8.272
1380,8.282
1381,8.276
1382,8.296
1383,8.346
1384,8.358
1385,8.324
1386,8.318
1387,8.322
1388,8.356
1389,8.348
1390,8.37
1391,8.386
1392,8.384
1393,8.39
1394,8.408
1395,8.408
1396,8.366
1397,8.37
1398,8.394
1399,8.392
1400,8.414
1401,8.436
1402,8.442
1403,8.398
1404,8.39
1405,8.372
1406,8.382
1407,8.396
1408,8.41
1409,8.408
1410,8.408
1411,8.386
1412,8.39
1413,8.394
1414,8.41
1415,8.404
1416,8.386
1417,8.388
1418,8.386
1419,8.372
1420,8.392
1421,8.376
1422,8.376
1423,8.394
1424,8.4
1425,8.414
1426,8.42
1427,8.402
1428,8.414
1429,8.412
1430,8.404
1431,8.402
1432,8.42
1433,8.434
1434,8.426
1435,8.404
1436,8.414
1437,8.386
1438,8.398
1439,8.378
1440,8.386
1441,8.392
1442,8.39
1443,8.37
1444,8.382
1445,8.37
1446,8.368
1447,8.376
1448,8.352
1449,8.376
1450,8.376
1451,8.34
1452,8.352
1453,8.35
1454,8.334
1455,8.328
1456,8.33
1457,8.334
1458,8.318
1459,8.338
1460,8.32
1461,8.308
1462,8.324
1463,8.342
1464,8.336
1465,8.33
1466,8.332
1467,8.346
1468,8.348
1469,8.318
1470,8.318
1471,8.292
1472,8.282
1473,8.306
1474,8.302
1475,8.316
1476,8.31
1477,8.324
1478,8.376
1479,8.348
1480,8.338
1481,8.344
1482,8.364
1483,8.372
1484,8.368
1485,8.37
1486,8.376
1487,8.43
1488,8.462
1489,8.472
1490,8.482
1491,8.49
1492,8.476
1493,8.452
1494,8.452
1495,8.452
1496,8.458
1497,8.448
1498,8.42
1499,8.402
1500,8.382
1501,8.376
1502,8.416
1503,8.398
1504,8.39
1505,8.38
1506,8.376
1507,8.37
1508,8.364
1509,8.348
1510,8.344
1511,8.338
1512,8.35
1513,8.358
1514,8.36
1515,8.378
1516,8.38
1517,8.344
1518,8.29
1519,8.28
1520,8.29
1521,8.3
1522,8.308
1523,8.3
1524,8.28
1525,8.296
1526,8.29
1527,8.286
1528,8.292
1529,8.26
1530,8.242
1531,8.244
1532,8.252
1533,8.258
1534,8.256
1535,8.256
1536,8.282
1537,8.3
1538,8.316
1539,8.318
1540,8.284
1541,8.276
1542,8.288
1543,8.288
1544,8.294
1545,8.28
1546,8.27
1547,8.276
1548,8.276
1549,8.292
1550,8.306
1551,8.304
1552,8.306
1553,8.334
1554,8.316
1555,8.322
1556,8.37
1557,8.346
1558,8.35
1559,8.36
1560,8.36
1561,8.352
1562,8.35
1563,8.368
1564,8.366
1565,8.346
1566,8.352
1567,8.366
1568,8.36
1569,8.364
1570,8.352
1571,8.364
1572,8.38
1573,8.382
1574,8.398
1575,8.402
1576,8.386
1577,8.388
1578,8.402
1579,8.416
1580,8.432
1581,8.438
1582,8.472
1583,8.494
1584,8.476
1585,8.488
1586,8.486
1587,8.47
1588,8.428
1589,8.426
1590,8.42
1591,8.438
1592,8.45
1593,8.442
1594,8.476
1595,8.498
1596,8.478
1597,8.464
1598,8.48
1599,8.538
1600,8.562
1601,8.558
1602,8.568
1603,8.558
1604,8.546
1605,8.558
1606,8.528
1607,8.512
1608,8.518
1609,8.562
1610,8.562
1611,8.56
1612,8.534
1613,8.526
1614,8.516
1615,8.498
1616,8.54
1617,8.526
1618,8.528
1619,8.518
1620,8.506
1621,8.47
1622,8.466
1623,8.476
1624,8.466
1625,8.478
1626,8.51
1627,8.508
1628,8.536
1629,8.53
1630,8.542
1631,8.558
1632,8.544
1633,8.56
1634,8.55
1635,8.568
1636,8.58
1637,8.598
1638,8.58
1639,8.55
1640,8.548
1641,8.536
1642,8.508
1643,8.548
1644,8.524
1645,8.542
1646,8.542
1647,8.536
1648,8.508
1649,8.486
1650,8.468
1651,8.468
1652,8.462
1653,8.442
1654,8.46
1655,8.458
1656,8.478
1657,8.482
1658,8.49
1659,8.484
1660,8.492
1661,8.47
1662,8.486
1663,8.466
1664,8.472
1665,8.494
1666,8.484
1667,8.492
1668,8.492
1669,8.5
1670,8.496
1671,8.482
1672,8.472
1673,8.452
1674,8.404
1675,8.386
1676,8.398
1677,8.422
1678,8.412
1679,8.412
1680,8.4
1681,8.434
1682,8.454
1683,8.452
1684,8.428
1685,8.42
1686,8.404
1687,8.424
1688,8.434
1689,8.444
1690,8.444
1691,8.416
1692,8.42
1693,8.42
1694,8.382
1695,8.37
1696,8.368
1697,8.366
1698,8.368
1699,8.358
1700,8.342
1701,8.326
1702,8.336
1703,8.354
1704,8.366
1705,8.4
1706,8.414
1707,8.42
1708,8.404
1709,8.422
1710,8.456
1711,8.442
1712,8.424
1713,8.408
1714,8.442
1715,8.442
1716,8.42
1717,8.38
1718,8.398
1719,8.392
1720,8.352
1721,8.412
1722,8.4
1723,8.412
1724,8.428
1725,8.402
1726,8.382
1727,8.37
1728,8.392
1729,8.39
1730,8.402
1731,8.422
1732,8.44
1733,8.46
1734,8.436
1735,8.462
1736,8.474
1737,8.476
1738,8.472
1739,8.462
1740,8.484
1741,8.5
1742,8.484
1743,8.484
1744,8.514
1745,8.53
1746,8.526
1747,8.558
1748,8.576
1749,8.57
1750,8.58
1751,8.596
1752,8.586
1753,8.58
1754,8.582
1755,8.578
1756,8.594
1757,8.584
1758,8.596
1759,8.608
1760,8.59
1761,8.582
1762,8.574
1763,8.572
1764,8.576
1765,8.568
1766,8.576
1767,8.574
1768,8.57
1769,8.572
1770,8.596
1771,8.596
1772,8.588
1773,8.58
1774,8.582
1775,8.586
1776,8.592
1777,8.592
1778,8.57
1779,8.554
1780,8.584
1781,8.608
1782,8.642
1783,8.632
1784,8.606
1785,8.594
1786,8.586
1787,8.596
1788,8.59
1789,8.594
1790,8.592
1791,8.57
1792,8.566
1793,8.592
1794,8.61
1795,8.626
1796,8.632
1797,8.646
1798,8.67
1799,8.69
1800,8.696
1801,8.692
1802,8.716
1803,8.708
1804,8.71
1805,8.712
1806,8.694
1807,8.682
1808,8.692
1809,8.712
1810,8.682
1811,8.714
1812,8.676
1813,8.664
1814,8.636
1815,8.616
1816,8.608
1817,8.6
1818,8.602
1819,8.6
1820,8.56
1821,8.54
1822,8.548
1823,8.576
1824,8.556
1825,8.558
1826,8.552
1827,8.568
1828,8.578
1829,8.58
1830,8.612
1831,8.582
1832,8.568
1833,8.544
1834,8.534
1835,8.544
1836,8.53
1837,8.54
1838,8.504
1839,8.524
1840,8.5
1841,8.48
1842,8.504
1843,8.512
1844,8.498
1845,8.486
1846,8.508
1847,8.504
1848,8.524
1849,8.514
1850,8.48
1851,8.466
1852,8.45
1853,8.444
1854,8.456
1855,8.462
1856,8.504
1857,8.516
1858,8.52
1859,8.54
1860,8.564
1861,8.562
1862,8.562
1863,8.55
1864,8.582
1865,8.58
1866,8.618
1867,8.65
1868,8.626
1869,8.628
1870,8.656
1871,8.682
1872,8.658
1873,8.674
1874,8.692
1875,8.66
1876,8.65
1877,8.658
1878,8.662
1879,8.698
1880,8.716
1881,8.728
1882,8.714
1883,8.708
1884,8.688
1885,8.722
1886,8.734
1887,8.726
1888,8.706
1889,8.696
1890,8.692
1891,8.698
1892,8.702
1893,8.702
1894,8.716
1895,8.704
1896,8.686
1897,8.644
1898,8.612
1899,8.582
1900,8.538
1901,8.546
1902,8.54
1903,8.538
1904,8.528
1905,8.524
1906,8.514
1907,8.492
1908,8.492
1909,8.512
1910,8.496
1911,8.514
1912,8.526
1913,8.55
1914,8.558
1915,8.548
1916,8.54
1917,8.536
1918,8.528
1919,8.524
1920,8.538
1921,8.544
1922,8.554
1923,8.556
1924,8.556
1925,8.552
1926,8.532
1927,8.512
1928,8.554
1929,8.572
1930,8.56
1931,8.584
1932,8.594
1933,8.588
1934,8.604
1935,8.596
1936,8.602
1937,8.628
1938,8.622
1939,8.628
1940,8.642
1941,8.63
1942,8.61
1943,8.604
1944,8.59
1945,8.582
1946,8.566
1947,8.54
1948,8.528
1949,8.53
1950,8.52
1951,8.514
1952,8.524
1953,8.528
1954,8.546
1955,8.532
1956,8.522
1957,8.53
1958,8.5
1959,8.512
1960,8.484
1961,8.476
1962,8.498
1963,8.466
1964,8.49
1965,8.512
1966,8.498
1967,8.496
1968,8.538
1969,8.526
1970,8.522
1971,8.524
1972,8.54
1973,8.526
1974,8.516
1975,8.52
1976,8.544
1977,8.562
1978,8.536
1979,8.56
1980,8.562
1981,8.582
1982,8.572
1983,8.592
1984,8.598
1985,8.594
1986,8.596
1987,8.6
1988,8.584
1989,8.566
1990,8.566
1991,8.544
1992,8.54
1993,8.54
1994,8.512
1995,8.536
1996,8.572
1997,8.538
1998,8.572
1999,8.57
2000,8.544
2001,8.526
2002,8.518
2003,8.508
2004,8.492
2005,8.478
2006,8.478
2007,8.478
2008,8.46
2009,8.482
2010,8.468
2011,8.49
2012,8.49
2013,8.476
2014,8.466
2015,8.468
2016,8.456
2017,8.458
2018,8.474
2019,8.498
2020,8.498
2021,8.504
2022,8.534
2023,8.564
2024,8.584
2025,8.574
2026,8.582
2027,8.59
2028,8.626
2029,8.63
2030,8.632
2031,8.646
2032,8.66
2033,8.658
2034,8.662
2035,8.674
2036,8.662
2037,8.676
2038,8.668
2039,8.656
2040,8.632
2041,8.64
2042,8.642
2043,8.632
2044,8.636
2045,8.624
2046,8.65
2047,8.63
2048,8.628
2049,8.632
2050,8.6
2051,8.588
2052,8.582
2053,8.59
2054,8.564
2055,8.546
2056,8.588
2057,8.6
2058,8.608
2059,8.598
2060,8.604
2061,8.626
2062,8.608
2063,8.624
2064,8.628
2065,8.6
2066,8.602
2067,8.616
2068,8.6
2069,8.584
2070,8.596
2071,8.562
2072,8.532
2073,8.558
2074,8.554
2075,8.562
2076,8.558
2077,8.554
2078,8.556
2079,8.562
2080,8.56
2081,8.55
2082,8.572
2083,8.61
2084,8.638
2085,8.656
2086,8.67
2087,8.654
2088,8.64
2089,8.648
2090,8.658
2091,8.642
2092,8.662
2093,8.684
2094,8.686
2095,8.672
2096,8.682
2097,8.678
2098,8.686
2099,8.672
2100,8.69
2101,8.682
2102,8.676
2103,8.69
2104,8.662
2105,8.644
2106,8.664
2107,8.654
2108,8.68
2109,8.682
2110,8.682
2111,8.676
2112,8.674
2113,8.696
2114,8.684
2115,8.704
2116,8.686
2117,8.694
2118,8.678
2119,8.696
2120,8.666
2121,8.634
2122,8.628
2123,8.608
2124,8.582
2125,8.586
2126,8.634
2127,8.64
2128,8.618
2129,8.592
2130,8.586
2131,8.602
2132,8.616
2133,8.588
2134,8.554
2135,8.55
2136,8.526
2137,8.526
2138,8.528
2139,8.526
