mean_total,sd_total,CV_total,CV2_total,mean_pLasGFP,sd_pLasGFP,CV_pLasGFP,CV2_pLasGFP,mean_pLuxGFP,sd_pLuxGFP,CV_pLuxGFP,CV2_pLuxGFP,N,T_end,window_start,window_end,copies
71.96545854145853,3.4282357117376625,0.04763723849216764,0.002269306491159658,35.96747652347652,2.434174742352059,0.06767710658720347,0.004580190756015699,35.997982017982025,2.4044865013914962,0.06679503590480117,0.004461576821523677,500,6000,3000,4000,40
