time,GLas_mean,GLux_mean,G_total_mean
996,32.562,32.73,65.292
997,32.62,32.734,65.354
998,32.714,32.712,65.426
999,32.716,32.714,65.43
1000,32.702,32.698,65.4
1001,32.74,32.748,65.488
1002,32.81,32.722,65.532
1003,32.886,32.732,65.618
1004,32.94,32.78,65.72
1005,32.912,32.77,65.682
1006,32.93,32.814,65.744
1007,32.938,32.846,65.784
1008,32.988,32.85,65.838
1009,32.99,32.92,65.91
1010,32.952,32.958,65.91
1011,32.962,32.964,65.926
1012,33.018,33.01,66.028
1013,33.012,33.004,66.016
1014,33.038,32.978,66.016
1015,33.062,32.954,66.016
1016,33.07,33.024,66.094
1017,33.11,33.01,66.12
1018,33.09,32.994,66.084
1019,33.108,32.992,66.1
1020,33.112,32.976,66.088
1021,33.232,32.894,66.126
1022,33.23,32.892,66.122
1023,33.248,32.808,66.056
1024,33.214,32.832,66.046
1025,33.208,32.846,66.054
1026,33.266,32.866,66.132
1027,33.308,32.884,66.192
1028,33.296,32.886,66.182
1029,33.308,32.908,66.216
1030,33.312,32.948,66.26
1031,33.292,32.952,66.244
1032,33.284,32.878,66.162
1033,33.322,32.88,66.202
1034,33.344,32.848,66.192
1035,33.32,32.898,66.218
1036,33.308,32.852,66.16
1037,33.392,32.816,66.208
1038,33.342,32.872,66.214
1039,33.306,32.854,66.16
1040,33.26,32.922,66.182
1041,33.28,32.936,66.216
1042,33.248,32.95,66.198
1043,33.244,32.962,66.206
1044,33.312,32.972,66.284
1045,33.314,33.022,66.336
1046,33.324,33.006,66.33
1047,33.338,33.018,66.356
1048,33.33,32.986,66.316
1049,33.344,33.034,66.378
1050,33.362,33.05,66.412
1051,33.382,33.038,66.42
1052,33.402,33.072,66.474
1053,33.478,33.072,66.55
1054,33.484,33.086,66.57
1055,33.45,33.074,66.524
1056,33.442,33.084,66.526
1057,33.404,33.124,66.528
1058,33.396,33.118,66.514
1059,33.44,33.138,66.578
1060,33.436,33.184,66.62
1061,33.458,33.258,66.716
1062,33.504,33.216,66.72
1063,33.524,33.318,66.842
1064,33.494,33.33,66.824
1065,33.514,33.312,66.826
1066,33.566,33.354,66.92
1067,33.58,33.326,66.906
1068,33.504,33.372,66.876
1069,33.576,33.326,66.902
1070,33.512,33.334,66.846
1071,33.492,33.35,66.842
1072,33.466,33.37,66.836
1073,33.484,33.468,66.952
1074,33.538,33.44,66.978
1075,33.57,33.414,66.984
1076,33.554,33.414,66.968
1077,33.646,33.406,67.052
1078,33.684,33.394,67.078
1079,33.694,33.386,67.08
1080,33.736,33.414,67.15
1081,33.82,33.434,67.254
1082,33.886,33.482,67.368
1083,33.89,33.468,67.358
1084,33.888,33.462,67.35
1085,33.9,33.476,67.376
1086,33.872,33.476,67.348
1087,33.886,33.454,67.34
1088,33.864,33.438,67.302
1089,33.944,33.436,67.38
1090,33.926,33.5,67.426
1091,33.924,33.51,67.434
1092,33.958,33.494,67.452
1093,33.902,33.488,67.39
1094,33.894,33.512,67.406
1095,33.918,33.454,67.372
1096,33.944,33.466,67.41
1097,33.92,33.448,67.368
1098,33.944,33.466,67.41
1099,33.938,33.462,67.4
1100,33.928,33.502,67.43
1101,34.006,33.49,67.496
1102,34.006,33.468,67.474
1103,34.03,33.482,67.512
1104,34.06,33.488,67.548
1105,34.044,33.452,67.496
1106,34.038,33.424,67.462
1107,34.03,33.45,67.48
1108,33.972,33.46,67.432
1109,33.988,33.444,67.432
1110,34.038,33.5,67.538
1111,34.004,33.522,67.526
1112,34.022,33.546,67.568
1113,33.988,33.554,67.542
1114,33.998,33.524,67.522
1115,33.974,33.518,67.492
1116,33.92,33.568,67.488
1117,33.944,33.596,67.54
1118,33.952,33.612,67.564
1119,33.938,33.682,67.62
1120,33.96,33.746,67.706
1121,33.984,33.7,67.684
1122,33.976,33.732,67.708
1123,34.032,33.778,67.81
1124,34.05,33.776,67.826
1125,34.002,33.84,67.842
1126,34.018,33.848,67.866
1127,34.018,33.832,67.85
1128,34.036,33.802,67.838
1129,34.004,33.748,67.752
1130,33.982,33.79,67.772
1131,34.012,33.812,67.824
1132,34.062,33.75,67.812
1133,34.112,33.814,67.926
1134,34.15,33.854,68.004
1135,34.176,33.87,68.046
1136,34.222,33.868,68.09
1137,34.258,33.856,68.114
1138,34.27,33.838,68.108
1139,34.198,33.832,68.03
1140,34.21,33.868,68.078
1141,34.196,33.854,68.05
1142,34.264,33.856,68.12
1143,34.282,33.892,68.174
1144,34.314,33.892,68.206
1145,34.288,33.926,68.214
1146,34.246,33.984,68.23
1147,34.264,33.936,68.2
1148,34.292,33.94,68.232
1149,34.312,33.974,68.286
1150,34.276,34.0,68.276
1151,34.316,33.96,68.276
1152,34.29,34.0,68.29
1153,34.276,33.97,68.246
1154,34.264,34.016,68.28
1155,34.274,34.06,68.334
1156,34.24,34.08,68.32
1157,34.28,34.094,68.374
1158,34.248,34.12,68.368
1159,34.25,34.092,68.342
1160,34.246,34.126,68.372
1161,34.246,34.168,68.414
1162,34.202,34.214,68.416
1163,34.24,34.202,68.442
1164,34.198,34.174,68.372
1165,34.232,34.22,68.452
1166,34.192,34.198,68.39
1167,34.222,34.212,68.434
1168,34.258,34.14,68.398
1169,34.294,34.182,68.476
1170,34.282,34.18,68.462
1171,34.298,34.162,68.46
1172,34.33,34.174,68.504
1173,34.328,34.12,68.448
1174,34.302,34.118,68.42
1175,34.332,34.168,68.5
1176,34.384,34.16,68.544
1177,34.39,34.202,68.592
1178,34.478,34.19,68.668
1179,34.474,34.21,68.684
1180,34.512,34.286,68.798
1181,34.528,34.286,68.814
1182,34.544,34.294,68.838
1183,34.516,34.334,68.85
1184,34.514,34.298,68.812
1185,34.538,34.224,68.762
1186,34.606,34.23,68.836
1187,34.666,34.228,68.894
1188,34.714,34.246,68.96
1189,34.758,34.202,68.96
1190,34.762,34.176,68.938
1191,34.816,34.216,69.032
1192,34.85,34.152,69.002
1193,34.872,34.208,69.08
1194,34.912,34.214,69.126
1195,34.932,34.226,69.158
1196,34.946,34.208,69.154
1197,34.974,34.186,69.16
1198,34.958,34.22,69.178
1199,35.002,34.232,69.234
1200,34.964,34.272,69.236
1201,34.972,34.168,69.14
1202,34.94,34.222,69.162
1203,34.94,34.258,69.198
1204,34.862,34.22,69.082
1205,34.822,34.18,69.002
1206,34.874,34.19,69.064
1207,34.868,34.304,69.172
1208,34.88,34.274,69.154
1209,34.91,34.324,69.234
1210,35.016,34.286,69.302
1211,35.06,34.236,69.296
1212,35.03,34.304,69.334
1213,35.0,34.32,69.32
1214,35.034,34.344,69.378
1215,35.082,34.382,69.464
1216,35.066,34.398,69.464
1217,35.082,34.46,69.542
1218,35.062,34.514,69.576
1219,35.03,34.498,69.528
1220,34.98,34.5,69.48
1221,34.922,34.486,69.408
1222,34.932,34.452,69.384
1223,34.916,34.478,69.394
1224,34.912,34.486,69.398
1225,34.914,34.48,69.394
1226,34.896,34.488,69.384
1227,34.914,34.486,69.4
1228,34.86,34.53,69.39
1229,34.896,34.616,69.512
1230,34.95,34.564,69.514
1231,34.992,34.578,69.57
1232,34.96,34.582,69.542
1233,34.946,34.67,69.616
1234,34.882,34.672,69.554
1235,34.93,34.696,69.626
1236,34.922,34.706,69.628
1237,34.936,34.714,69.65
1238,34.988,34.734,69.722
1239,34.998,34.748,69.746
1240,34.938,34.74,69.678
1241,34.938,34.758,69.696
1242,34.956,34.752,69.708
1243,34.99,34.748,69.738
1244,34.926,34.734,69.66
1245,34.964,34.716,69.68
1246,34.994,34.726,69.72
1247,35.012,34.716,69.728
1248,35.048,34.726,69.774
1249,35.07,34.706,69.776
1250,35.076,34.694,69.77
1251,35.022,34.7,69.722
1252,35.04,34.736,69.776
1253,35.048,34.784,69.832
1254,35.06,34.798,69.858
1255,35.092,34.776,69.868
1256,35.086,34.812,69.898
1257,35.076,34.786,69.862
1258,35.07,34.828,69.898
1259,35.022,34.844,69.866
1260,35.0,34.842,69.842
1261,34.976,34.824,69.8
1262,35.026,34.892,69.918
1263,34.986,34.856,69.842
1264,35.05,34.822,69.872
1265,35.03,34.752,69.782
1266,35.068,34.744,69.812
1267,35.034,34.742,69.776
1268,35.052,34.674,69.726
1269,35.094,34.694,69.788
1270,35.156,34.728,69.884
1271,35.162,34.828,69.99
1272,35.202,34.766,69.968
1273,35.174,34.78,69.954
1274,35.202,34.794,69.996
1275,35.226,34.756,69.982
1276,35.228,34.768,69.996
1277,35.2,34.832,70.032
1278,35.104,34.734,69.838
1279,35.13,34.82,69.95
1280,35.142,34.854,69.996
1281,35.182,34.886,70.068
1282,35.22,34.9,70.12
1283,35.242,34.916,70.158
1284,35.222,34.928,70.15
1285,35.278,34.96,70.238
1286,35.29,35.038,70.328
1287,35.328,35.092,70.42
1288,35.324,35.046,70.37
1289,35.254,35.038,70.292
1290,35.25,35.026,70.276
1291,35.21,34.964,70.174
1292,35.232,34.94,70.172
1293,35.266,34.914,70.18
1294,35.26,34.898,70.158
1295,35.336,34.902,70.238
1296,35.312,34.962,70.274
1297,35.268,35.006,70.274
1298,35.286,34.962,70.248
1299,35.294,35.002,70.296
1300,35.304,34.996,70.3
1301,35.29,34.986,70.276
1302,35.264,35.068,70.332
1303,35.25,35.058,70.308
1304,35.25,35.056,70.306
1305,35.214,35.078,70.292
1306,35.17,34.976,70.146
1307,35.164,35.026,70.19
1308,35.18,34.964,70.144
1309,35.242,34.96,70.202
1310,35.216,34.912,70.128
1311,35.256,34.884,70.14
1312,35.234,34.92,70.154
1313,35.272,34.996,70.268
1314,35.318,34.968,70.286
1315,35.348,34.952,70.3
1316,35.388,34.912,70.3
1317,35.372,34.888,70.26
1318,35.374,34.84,70.214
1319,35.384,34.844,70.228
1320,35.396,34.874,70.27
1321,35.366,34.856,70.222
1322,35.362,34.872,70.234
1323,35.366,34.864,70.23
1324,35.36,34.858,70.218
1325,35.338,34.92,70.258
1326,35.324,34.966,70.29
1327,35.364,34.954,70.318
1328,35.318,34.978,70.296
1329,35.314,34.926,70.24
1330,35.268,34.91,70.178
1331,35.312,34.95,70.262
1332,35.348,34.926,70.274
1333,35.334,34.91,70.244
1334,35.344,34.91,70.254
1335,35.366,34.958,70.324
1336,35.29,34.974,70.264
1337,35.334,34.986,70.32
1338,35.332,34.956,70.288
1339,35.376,34.89,70.266
1340,35.402,34.876,70.278
1341,35.398,34.88,70.278
1342,35.384,34.864,70.248
1343,35.442,34.876,70.318
1344,35.486,34.938,70.424
1345,35.458,34.99,70.448
1346,35.476,34.928,70.404
1347,35.454,35.022,70.476
1348,35.418,34.986,70.404
1349,35.442,34.986,70.428
1350,35.432,35.028,70.46
1351,35.48,34.992,70.472
1352,35.46,35.002,70.462
1353,35.484,34.974,70.458
1354,35.514,35.024,70.538
1355,35.542,35.08,70.622
1356,35.482,35.12,70.602
1357,35.5,35.12,70.62
1358,35.512,35.204,70.716
1359,35.552,35.234,70.786
1360,35.55,35.256,70.806
1361,35.57,35.26,70.83
1362,35.468,35.264,70.732
1363,35.472,35.244,70.716
1364,35.466,35.22,70.686
1365,35.49,35.254,70.744
1366,35.442,35.288,70.73
1367,35.428,35.304,70.732
1368,35.422,35.278,70.7
1369,35.504,35.34,70.844
1370,35.45,35.334,70.784
1371,35.436,35.332,70.768
1372,35.452,35.356,70.808
1373,35.444,35.354,70.798
1374,35.428,35.362,70.79
1375,35.4,35.374,70.774
1376,35.418,35.466,70.884
1377,35.298,35.432,70.73
1378,35.278,35.428,70.706
1379,35.278,35.402,70.68
1380,35.294,35.406,70.7
1381,35.296,35.378,70.674
1382,35.26,35.344,70.604
1383,35.284,35.364,70.648
1384,35.336,35.342,70.678
1385,35.366,35.35,70.716
1386,35.374,35.372,70.746
1387,35.388,35.426,70.814
1388,35.36,35.5,70.86
1389,35.366,35.48,70.846
1390,35.334,35.49,70.824
1391,35.356,35.446,70.802
1392,35.354,35.464,70.818
1393,35.338,35.44,70.778
1394,35.436,35.392,70.828
1395,35.436,35.314,70.75
1396,35.45,35.282,70.732
1397,35.414,35.232,70.646
1398,35.328,35.208,70.536
1399,35.372,35.294,70.666
1400,35.442,35.29,70.732
1401,35.514,35.272,70.786
1402,35.572,35.322,70.894
1403,35.55,35.282,70.832
1404,35.498,35.266,70.764
1405,35.53,35.314,70.844
1406,35.57,35.298,70.868
1407,35.57,35.328,70.898
1408,35.57,35.268,70.838
1409,35.54,35.25,70.79
1410,35.472,35.17,70.642
1411,35.492,35.266,70.758
1412,35.506,35.3,70.806
1413,35.512,35.222,70.734
1414,35.542,35.212,70.754
1415,35.518,35.248,70.766
1416,35.436,35.228,70.664
1417,35.46,35.208,70.668
1418,35.488,35.18,70.668
1419,35.41,35.19,70.6
1420,35.382,35.226,70.608
1421,35.378,35.176,70.554
1422,35.398,35.274,70.672
1423,35.37,35.328,70.698
1424,35.438,35.334,70.772
1425,35.478,35.362,70.84
1426,35.51,35.41,70.92
1427,35.432,35.432,70.864
1428,35.422,35.44,70.862
1429,35.382,35.464,70.846
1430,35.336,35.476,70.812
1431,35.338,35.444,70.782
1432,35.37,35.404,70.774
1433,35.318,35.442,70.76
1434,35.37,35.362,70.732
1435,35.444,35.372,70.816
1436,35.412,35.402,70.814
1437,35.4,35.396,70.796
1438,35.326,35.42,70.746
1439,35.362,35.458,70.82
1440,35.41,35.464,70.874
1441,35.472,35.404,70.876
1442,35.5,35.442,70.942
1443,35.508,35.468,70.976
1444,35.574,35.452,71.026
1445,35.614,35.448,71.062
1446,35.702,35.478,71.18
1447,35.634,35.448,71.082
1448,35.694,35.452,71.146
1449,35.786,35.398,71.184
1450,35.74,35.396,71.136
1451,35.768,35.388,71.156
1452,35.694,35.332,71.026
1453,35.748,35.302,71.05
1454,35.694,35.29,70.984
1455,35.692,35.346,71.038
1456,35.706,35.348,71.054
1457,35.684,35.344,71.028
1458,35.64,35.378,71.018
1459,35.692,35.424,71.116
1460,35.648,35.44,71.088
1461,35.634,35.41,71.044
1462,35.63,35.488,71.118
1463,35.584,35.566,71.15
1464,35.604,35.548,71.152
1465,35.6,35.602,71.202
1466,35.608,35.594,71.202
1467,35.558,35.62,71.178
1468,35.614,35.644,71.258
1469,35.552,35.626,71.178
1470,35.502,35.554,71.056
1471,35.45,35.522,70.972
1472,35.434,35.576,71.01
1473,35.518,35.484,71.002
1474,35.532,35.47,71.002
1475,35.624,35.51,71.134
1476,35.62,35.506,71.126
1477,35.606,35.52,71.126
1478,35.59,35.526,71.116
1479,35.63,35.528,71.158
1480,35.644,35.504,71.148
1481,35.662,35.506,71.168
1482,35.646,35.442,71.088
1483,35.678,35.468,71.146
1484,35.64,35.486,71.126
1485,35.684,35.43,71.114
1486,35.692,35.45,71.142
1487,35.708,35.486,71.194
1488,35.68,35.494,71.174
1489,35.65,35.482,71.132
1490,35.696,35.536,71.232
1491,35.704,35.466,71.17
1492,35.722,35.462,71.184
1493,35.808,35.478,71.286
1494,35.832,35.446,71.278
1495,35.928,35.444,71.372
1496,35.908,35.47,71.378
1497,35.892,35.464,71.356
1498,35.912,35.426,71.338
1499,35.88,35.436,71.316
1500,35.888,35.422,71.31
1501,35.896,35.436,71.332
1502,35.796,35.424,71.22
1503,35.85,35.438,71.288
1504,35.832,35.486,71.318
1505,35.818,35.47,71.288
1506,35.85,35.468,71.318
1507,35.942,35.432,71.374
1508,35.986,35.482,71.468
1509,36.024,35.474,71.498
1510,35.968,35.426,71.394
1511,35.944,35.45,71.394
1512,35.964,35.436,71.4
1513,35.984,35.364,71.348
1514,35.992,35.402,71.394
1515,36.012,35.388,71.4
1516,36.04,35.378,71.418
1517,36.126,35.394,71.52
1518,36.114,35.406,71.52
1519,36.152,35.426,71.578
1520,36.182,35.374,71.556
1521,36.136,35.322,71.458
1522,36.068,35.338,71.406
1523,36.044,35.362,71.406
1524,36.06,35.376,71.436
1525,36.094,35.394,71.488
1526,36.128,35.424,71.552
1527,36.024,35.468,71.492
1528,36.036,35.488,71.524
1529,36.024,35.484,71.508
1530,36.0,35.476,71.476
1531,36.028,35.518,71.546
1532,35.988,35.5,71.488
1533,35.928,35.47,71.398
1534,35.926,35.442,71.368
1535,35.92,35.446,71.366
1536,35.926,35.364,71.29
1537,35.944,35.444,71.388
1538,35.85,35.468,71.318
1539,35.824,35.476,71.3
1540,35.796,35.432,71.228
1541,35.81,35.442,71.252
1542,35.774,35.442,71.216
1543,35.764,35.456,71.22
1544,35.778,35.442,71.22
1545,35.774,35.45,71.224
1546,35.74,35.41,71.15
1547,35.778,35.406,71.184
1548,35.772,35.44,71.212
1549,35.832,35.44,71.272
1550,35.832,35.474,71.306
1551,35.886,35.494,71.38
1552,35.92,35.442,71.362
1553,35.924,35.438,71.362
1554,35.942,35.44,71.382
1555,35.95,35.504,71.454
1556,35.908,35.524,71.432
1557,35.884,35.482,71.366
1558,35.862,35.552,71.414
1559,35.878,35.504,71.382
1560,35.882,35.558,71.44
1561,35.908,35.596,71.504
1562,35.916,35.574,71.49
1563,35.89,35.54,71.43
1564,35.88,35.474,71.354
1565,35.868,35.42,71.288
1566,35.938,35.358,71.296
1567,35.936,35.396,71.332
1568,35.978,35.356,71.334
1569,36.0,35.312,71.312
1570,35.986,35.332,71.318
1571,35.942,35.378,71.32
1572,35.972,35.384,71.356
1573,35.94,35.484,71.424
1574,35.886,35.512,71.398
1575,35.848,35.514,71.362
1576,35.808,35.524,71.332
1577,35.854,35.512,71.366
1578,35.824,35.532,71.356
1579,35.838,35.56,71.398
1580,35.818,35.636,71.454
1581,35.818,35.596,71.414
1582,35.78,35.6,71.38
1583,35.83,35.626,71.456
1584,35.814,35.65,71.464
1585,35.746,35.678,71.424
1586,35.746,35.68,71.426
1587,35.734,35.694,71.428
1588,35.692,35.77,71.462
1589,35.686,35.78,71.466
1590,35.684,35.786,71.47
1591,35.662,35.774,71.436
1592,35.662,35.75,71.412
1593,35.608,35.79,71.398
1594,35.636,35.844,71.48
1595,35.612,35.842,71.454
1596,35.592,35.888,71.48
1597,35.55,35.912,71.462
1598,35.54,35.908,71.448
1599,35.582,35.928,71.51
1600,35.606,35.98,71.586
1601,35.674,35.906,71.58
1602,35.718,35.854,71.572
1603,35.744,35.874,71.618
1604,35.774,35.842,71.616
1605,35.824,35.86,71.684
1606,35.872,35.944,71.816
1607,35.902,35.93,71.832
1608,35.858,35.876,71.734
1609,35.846,35.846,71.692
1610,35.844,35.834,71.678
1611,35.812,35.868,71.68
1612,35.822,35.84,71.662
1613,35.8,35.826,71.626
1614,35.838,35.804,71.642
1615,35.826,35.792,71.618
1616,35.788,35.768,71.556
1617,35.73,35.726,71.456
1618,35.74,35.68,71.42
1619,35.78,35.656,71.436
1620,35.718,35.66,71.378
1621,35.738,35.614,71.352
1622,35.706,35.654,71.36
1623,35.762,35.634,71.396
1624,35.762,35.634,71.396
1625,35.768,35.628,71.396
1626,35.774,35.55,71.324
1627,35.814,35.538,71.352
1628,35.834,35.542,71.376
1629,35.846,35.504,71.35
1630,35.89,35.5,71.39
1631,35.834,35.48,71.314
1632,35.78,35.474,71.254
1633,35.734,35.472,71.206
1634,35.71,35.522,71.232
1635,35.722,35.554,71.276
1636,35.75,35.606,71.356
1637,35.768,35.578,71.346
1638,35.732,35.6,71.332
1639,35.684,35.6,71.284
1640,35.678,35.654,71.332
1641,35.678,35.644,71.322
1642,35.678,35.744,71.422
1643,35.708,35.72,71.428
1644,35.726,35.734,71.46
1645,35.658,35.704,71.362
1646,35.64,35.7,71.34
1647,35.574,35.696,71.27
1648,35.602,35.65,71.252
1649,35.586,35.638,71.224
1650,35.564,35.592,71.156
1651,35.606,35.64,71.246
1652,35.586,35.626,71.212
1653,35.58,35.594,71.174
1654,35.532,35.602,71.134
1655,35.528,35.634,71.162
1656,35.51,35.648,71.158
1657,35.478,35.656,71.134
1658,35.504,35.684,71.188
1659,35.51,35.66,71.17
1660,35.504,35.656,71.16
1661,35.482,35.614,71.096
1662,35.526,35.648,71.174
1663,35.526,35.706,71.232
1664,35.5,35.672,71.172
1665,35.536,35.668,71.204
1666,35.536,35.682,71.218
1667,35.524,35.666,71.19
1668,35.49,35.766,71.256
1669,35.592,35.79,71.382
1670,35.606,35.822,71.428
1671,35.622,35.83,71.452
1672,35.624,35.858,71.482
1673,35.626,35.88,71.506
1674,35.64,35.872,71.512
1675,35.634,35.884,71.518
1676,35.602,35.882,71.484
1677,35.624,35.908,71.532
1678,35.62,35.95,71.57
1679,35.56,35.9,71.46
1680,35.588,35.874,71.462
1681,35.638,35.834,71.472
1682,35.572,35.866,71.438
1683,35.528,35.862,71.39
1684,35.482,35.894,71.376
1685,35.514,35.882,71.396
1686,35.56,35.906,71.466
1687,35.606,35.866,71.472
1688,35.586,35.888,71.474
1689,35.61,35.83,71.44
1690,35.58,35.9,71.48
1691,35.486,35.906,71.392
1692,35.486,35.888,71.374
1693,35.448,35.87,71.318
1694,35.452,35.884,71.336
1695,35.476,35.856,71.332
1696,35.478,35.832,71.31
1697,35.436,35.754,71.19
1698,35.474,35.764,71.238
1699,35.494,35.67,71.164
1700,35.552,35.65,71.202
1701,35.594,35.716,71.31
1702,35.61,35.75,71.36
1703,35.614,35.736,71.35
1704,35.564,35.734,71.298
1705,35.534,35.738,71.272
1706,35.57,35.774,71.344
1707,35.55,35.834,71.384
1708,35.572,35.816,71.388
1709,35.556,35.798,71.354
1710,35.562,35.82,71.382
1711,35.564,35.806,71.37
1712,35.574,35.776,71.35
1713,35.588,35.76,71.348
1714,35.508,35.712,71.22
1715,35.508,35.69,71.198
1716,35.486,35.63,71.116
1717,35.474,35.608,71.082
1718,35.512,35.664,71.176
1719,35.546,35.626,71.172
1720,35.488,35.676,71.164
1721,35.466,35.65,71.116
1722,35.494,35.61,71.104
1723,35.472,35.574,71.046
1724,35.486,35.6,71.086
1725,35.494,35.612,71.106
1726,35.488,35.654,71.142
1727,35.552,35.694,71.246
1728,35.682,35.672,71.354
1729,35.686,35.698,71.384
1730,35.73,35.706,71.436
1731,35.808,35.698,71.506
1732,35.818,35.69,71.508
1733,35.792,35.664,71.456
1734,35.788,35.668,71.456
1735,35.824,35.636,71.46
1736,35.852,35.674,71.526
1737,35.886,35.692,71.578
1738,35.776,35.7,71.476
1739,35.742,35.716,71.458
1740,35.744,35.728,71.472
1741,35.73,35.634,71.364
1742,35.74,35.652,71.392
1743,35.79,35.666,71.456
1744,35.798,35.638,71.436
1745,35.846,35.664,71.51
1746,35.814,35.636,71.45
1747,35.854,35.614,71.468
1748,35.808,35.68,71.488
1749,35.752,35.724,71.476
1750,35.754,35.732,71.486
1751,35.786,35.738,71.524
1752,35.774,35.714,71.488
1753,35.808,35.736,71.544
1754,35.84,35.714,71.554
1755,35.878,35.782,71.66
1756,35.924,35.796,71.72
1757,35.936,35.798,71.734
1758,35.866,35.754,71.62
1759,35.848,35.742,71.59
1760,35.844,35.696,71.54
1761,35.894,35.734,71.628
1762,35.846,35.762,71.608
1763,35.794,35.766,71.56
1764,35.758,35.764,71.522
1765,35.716,35.768,71.484
1766,35.67,35.754,71.424
1767,35.594,35.778,71.372
1768,35.598,35.774,71.372
1769,35.57,35.698,71.268
1770,35.55,35.748,71.298
1771,35.532,35.812,71.344
1772,35.498,35.782,71.28
1773,35.484,35.748,71.232
1774,35.496,35.718,71.214
1775,35.5,35.698,71.198
1776,35.506,35.722,71.228
1777,35.416,35.762,71.178
1778,35.402,35.778,71.18
1779,35.386,35.734,71.12
1780,35.448,35.696,71.144
1781,35.476,35.744,71.22
1782,35.454,35.714,71.168
1783,35.428,35.672,71.1
1784,35.39,35.716,71.106
1785,35.412,35.654,71.066
1786,35.454,35.578,71.032
1787,35.412,35.57,70.982
1788,35.452,35.564,71.016
1789,35.534,35.542,71.076
1790,35.548,35.578,71.126
1791,35.574,35.582,71.156
1792,35.504,35.558,71.062
1793,35.576,35.542,71.118
1794,35.582,35.564,71.146
1795,35.618,35.604,71.222
1796,35.648,35.544,71.192
1797,35.668,35.546,71.214
1798,35.728,35.512,71.24
1799,35.774,35.576,71.35
1800,35.784,35.586,71.37
1801,35.76,35.524,71.284
1802,35.736,35.518,71.254
1803,35.746,35.488,71.234
1804,35.814,35.518,71.332
1805,35.874,35.486,71.36
1806,35.812,35.432,71.244
1807,35.798,35.368,71.166
1808,35.818,35.38,71.198
1809,35.772,35.43,71.202
1810,35.738,35.464,71.202
1811,35.764,35.468,71.232
1812,35.762,35.484,71.246
1813,35.772,35.516,71.288
1814,35.758,35.518,71.276
1815,35.74,35.466,71.206
1816,35.686,35.488,71.174
1817,35.644,35.52,71.164
1818,35.602,35.482,71.084
1819,35.63,35.488,71.118
1820,35.68,35.512,71.192
1821,35.762,35.562,71.324
1822,35.778,35.5,71.278
1823,35.72,35.546,71.266
1824,35.712,35.524,71.236
1825,35.776,35.532,71.308
1826,35.784,35.45,71.234
1827,35.75,35.526,71.276
1828,35.698,35.512,71.21
1829,35.74,35.532,71.272
1830,35.774,35.588,71.362
1831,35.776,35.526,71.302
1832,35.794,35.586,71.38
1833,35.722,35.564,71.286
1834,35.714,35.52,71.234
1835,35.728,35.576,71.304
1836,35.77,35.51,71.28
1837,35.778,35.59,71.368
1838,35.772,35.598,71.37
1839,35.786,35.646,71.432
1840,35.794,35.59,71.384
1841,35.78,35.582,71.362
1842,35.724,35.578,71.302
1843,35.662,35.592,71.254
1844,35.688,35.602,71.29
1845,35.744,35.622,71.366
1846,35.73,35.618,71.348
1847,35.652,35.662,71.314
1848,35.718,35.68,71.398
1849,35.718,35.62,71.338
1850,35.708,35.596,71.304
1851,35.668,35.666,71.334
1852,35.628,35.672,71.3
1853,35.634,35.71,71.344
1854,35.602,35.728,71.33
1855,35.602,35.764,71.366
1856,35.586,35.776,71.362
1857,35.612,35.758,71.37
1858,35.61,35.77,71.38
1859,35.6,35.786,71.386
1860,35.628,35.744,71.372
1861,35.674,35.762,71.436
1862,35.646,35.728,71.374
1863,35.73,35.77,71.5
1864,35.796,35.766,71.562
1865,35.782,35.728,71.51
1866,35.786,35.698,71.484
1867,35.768,35.71,71.478
1868,35.79,35.748,71.538
1869,35.76,35.726,71.486
1870,35.78,35.706,71.486
1871,35.748,35.724,71.472
1872,35.704,35.808,71.512
1873,35.728,35.73,71.458
1874,35.744,35.756,71.5
1875,35.696,35.748,71.444
1876,35.686,35.726,71.412
1877,35.642,35.7,71.342
1878,35.634,35.718,71.352
1879,35.672,35.776,71.448
1880,35.736,35.8,71.536
1881,35.694,35.806,71.5
1882,35.716,35.836,71.552
1883,35.678,35.812,71.49
1884,35.638,35.872,71.51
1885,35.688,35.894,71.582
1886,35.704,35.89,71.594
1887,35.716,35.892,71.608
1888,35.764,35.884,71.648
1889,35.792,35.874,71.666
1890,35.794,35.92,71.714
1891,35.794,35.92,71.714
1892,35.806,35.958,71.764
1893,35.828,35.942,71.77
1894,35.818,35.948,71.766
1895,35.834,35.884,71.718
1896,35.812,35.888,71.7
1897,35.834,35.886,71.72
1898,35.84,35.91,71.75
1899,35.942,35.902,71.844
1900,36.0,35.914,71.914
1901,35.918,35.898,71.816
1902,35.918,35.88,71.798
1903,35.844,35.896,71.74
1904,35.816,35.94,71.756
1905,35.76,35.888,71.648
1906,35.738,35.888,71.626
1907,35.722,35.926,71.648
1908,35.684,35.82,71.504
1909,35.694,35.802,71.496
1910,35.732,35.75,71.482
1911,35.73,35.8,71.53
1912,35.732,35.854,71.586
1913,35.768,35.842,71.61
1914,35.722,35.858,71.58
1915,35.75,35.852,71.602
1916,35.782,35.788,71.57
1917,35.74,35.76,71.5
1918,35.778,35.736,71.514
1919,35.782,35.744,71.526
1920,35.766,35.772,71.538
1921,35.68,35.772,71.452
1922,35.708,35.79,71.498
1923,35.724,35.808,71.532
1924,35.77,35.898,71.668
1925,35.786,35.93,71.716
1926,35.808,35.914,71.722
1927,35.826,35.894,71.72
