time,GLas_mean,GLux_mean,G_total_mean
207,5.24,5.452,10.692
208,5.282,5.484,10.766
209,5.336,5.536,10.872
210,5.38,5.588,10.968
211,5.384,5.582,10.966
212,5.424,5.596,11.02
213,5.454,5.644,11.098
214,5.5,5.702,11.202
215,5.534,5.734,11.268
216,5.58,5.772,11.352
217,5.608,5.814,11.422
218,5.62,5.852,11.472
219,5.63,5.898,11.528
220,5.676,5.942,11.618
221,5.736,5.952,11.688
222,5.752,5.976,11.728
223,5.756,6.01,11.766
224,5.812,6.04,11.852
225,5.846,6.062,11.908
226,5.884,6.094,11.978
227,5.914,6.102,12.016
228,5.958,6.116,12.074
229,5.994,6.154,12.148
230,6.054,6.166,12.22
231,6.082,6.196,12.278
232,6.108,6.226,12.334
233,6.146,6.246,12.392
234,6.166,6.28,12.446
235,6.2,6.312,12.512
236,6.234,6.332,12.566
237,6.262,6.39,12.652
238,6.292,6.406,12.698
239,6.298,6.442,12.74
240,6.304,6.454,12.758
241,6.336,6.514,12.85
242,6.356,6.558,12.914
243,6.406,6.582,12.988
244,6.44,6.626,13.066
245,6.47,6.666,13.136
246,6.528,6.726,13.254
247,6.554,6.76,13.314
248,6.584,6.836,13.42
249,6.628,6.862,13.49
250,6.662,6.91,13.572
251,6.668,6.922,13.59
252,6.682,6.932,13.614
253,6.706,6.978,13.684
254,6.728,7.012,13.74
255,6.762,7.066,13.828
256,6.772,7.122,13.894
257,6.82,7.164,13.984
258,6.834,7.21,14.044
259,6.846,7.262,14.108
260,6.882,7.296,14.178
261,6.904,7.314,14.218
262,6.94,7.336,14.276
263,6.998,7.388,14.386
264,7.048,7.474,14.522
265,7.086,7.496,14.582
266,7.134,7.494,14.628
267,7.172,7.542,14.714
268,7.196,7.58,14.776
269,7.252,7.598,14.85
270,7.284,7.612,14.896
271,7.292,7.674,14.966
272,7.322,7.694,15.016
273,7.376,7.734,15.11
274,7.434,7.772,15.206
275,7.462,7.754,15.216
276,7.466,7.776,15.242
277,7.496,7.824,15.32
278,7.514,7.86,15.374
279,7.542,7.896,15.438
280,7.562,7.918,15.48
281,7.594,7.994,15.588
282,7.64,7.986,15.626
283,7.682,8.036,15.718
284,7.722,8.07,15.792
285,7.762,8.118,15.88
286,7.778,8.136,15.914
287,7.854,8.184,16.038
288,7.902,8.222,16.124
289,7.936,8.244,16.18
290,7.986,8.272,16.258
291,8.006,8.26,16.266
292,8.036,8.3,16.336
293,8.05,8.366,16.416
294,8.108,8.418,16.526
295,8.146,8.422,16.568
296,8.182,8.454,16.636
297,8.212,8.46,16.672
298,8.236,8.498,16.734
299,8.282,8.508,16.79
300,8.266,8.524,16.79
301,8.296,8.588,16.884
302,8.342,8.622,16.964
303,8.36,8.666,17.026
304,8.404,8.722,17.126
305,8.41,8.748,17.158
306,8.45,8.786,17.236
307,8.464,8.856,17.32
308,8.49,8.892,17.382
309,8.522,8.94,17.462
310,8.556,8.984,17.54
311,8.632,9.002,17.634
312,8.624,9.084,17.708
313,8.648,9.124,17.772
314,8.666,9.17,17.836
315,8.666,9.248,17.914
316,8.668,9.308,17.976
317,8.676,9.348,18.024
318,8.708,9.406,18.114
319,8.742,9.426,18.168
320,8.818,9.462,18.28
321,8.866,9.45,18.316
322,8.908,9.478,18.386
323,8.924,9.562,18.486
324,8.988,9.578,18.566
325,9.026,9.612,18.638
326,9.046,9.616,18.662
327,9.076,9.678,18.754
328,9.122,9.7,18.822
329,9.14,9.736,18.876
330,9.154,9.798,18.952
331,9.182,9.786,18.968
332,9.194,9.818,19.012
333,9.26,9.874,19.134
334,9.312,9.908,19.22
335,9.326,9.992,19.318
336,9.344,10.024,19.368
337,9.366,10.042,19.408
338,9.422,10.088,19.51
339,9.458,10.104,19.562
340,9.49,10.12,19.61
341,9.556,10.11,19.666
342,9.57,10.154,19.724
343,9.642,10.218,19.86
344,9.648,10.214,19.862
345,9.66,10.256,19.916
346,9.682,10.292,19.974
347,9.748,10.334,20.082
348,9.856,10.36,20.216
349,9.856,10.406,20.262
350,9.882,10.428,20.31
351,9.91,10.462,20.372
352,9.942,10.48,20.422
353,9.96,10.538,20.498
354,9.998,10.58,20.578
355,10.05,10.63,20.68
356,10.11,10.672,20.782
357,10.168,10.652,20.82
358,10.24,10.698,20.938
359,10.294,10.706,21.0
360,10.356,10.758,21.114
361,10.372,10.772,21.144
362,10.372,10.792,21.164
363,10.382,10.846,21.228
364,10.422,10.872,21.294
365,10.442,10.864,21.306
366,10.47,10.874,21.344
367,10.508,10.912,21.42
368,10.54,10.956,21.496
369,10.574,10.984,21.558
370,10.634,11.004,21.638
371,10.638,11.052,21.69
372,10.706,11.062,21.768
373,10.742,11.066,21.808
374,10.79,11.176,21.966
375,10.874,11.176,22.05
376,10.896,11.204,22.1
377,10.928,11.192,22.12
378,10.994,11.23,22.224
379,11.028,11.278,22.306
380,11.088,11.332,22.42
381,11.132,11.356,22.488
382,11.182,11.376,22.558
383,11.212,11.442,22.654
384,11.274,11.472,22.746
385,11.284,11.49,22.774
386,11.314,11.478,22.792
387,11.352,11.53,22.882
388,11.382,11.546,22.928
389,11.442,11.548,22.99
390,11.498,11.554,23.052
391,11.55,11.612,23.162
392,11.622,11.672,23.294
393,11.67,11.694,23.364
394,11.72,11.73,23.45
395,11.744,11.766,23.51
396,11.776,11.828,23.604
397,11.79,11.824,23.614
398,11.824,11.89,23.714
399,11.912,11.934,23.846
400,11.942,12.008,23.95
401,12.0,12.04,24.04
402,12.022,12.074,24.096
403,12.048,12.08,24.128
404,12.08,12.118,24.198
405,12.154,12.152,24.306
406,12.206,12.182,24.388
407,12.268,12.194,24.462
408,12.29,12.206,24.496
409,12.31,12.274,24.584
410,12.376,12.31,24.686
411,12.422,12.348,24.77
412,12.47,12.384,24.854
413,12.534,12.432,24.966
414,12.572,12.518,25.09
415,12.628,12.514,25.142
416,12.676,12.512,25.188
417,12.742,12.566,25.308
418,12.77,12.664,25.434
419,12.804,12.676,25.48
420,12.868,12.71,25.578
421,12.92,12.738,25.658
422,12.958,12.782,25.74
423,13.022,12.8,25.822
424,13.032,12.814,25.846
425,13.042,12.9,25.942
426,13.04,12.944,25.984
427,13.118,12.988,26.106
428,13.144,13.08,26.224
429,13.162,13.142,26.304
430,13.254,13.138,26.392
431,13.33,13.2,26.53
432,13.466,13.252,26.718
433,13.51,13.266,26.776
434,13.578,13.308,26.886
435,13.616,13.344,26.96
436,13.672,13.412,27.084
437,13.702,13.432,27.134
438,13.75,13.46,27.21
439,13.77,13.484,27.254
440,13.822,13.566,27.388
441,13.87,13.616,27.486
442,13.884,13.64,27.524
443,13.924,13.652,27.576
444,13.988,13.658,27.646
445,13.998,13.684,27.682
446,14.02,13.734,27.754
447,14.066,13.74,27.806
448,14.146,13.79,27.936
449,14.182,13.798,27.98
450,14.232,13.878,28.11
451,14.254,13.914,28.168
452,14.268,13.948,28.216
453,14.348,13.974,28.322
454,14.434,14.052,28.486
455,14.512,14.084,28.596
456,14.564,14.126,28.69
457,14.606,14.186,28.792
458,14.682,14.232,28.914
459,14.722,14.358,29.08
460,14.776,14.386,29.162
461,14.822,14.42,29.242
462,14.862,14.496,29.358
463,14.896,14.566,29.462
464,14.934,14.612,29.546
465,14.988,14.642,29.63
466,15.008,14.66,29.668
467,15.018,14.684,29.702
468,15.036,14.694,29.73
469,15.088,14.706,29.794
470,15.136,14.752,29.888
471,15.24,14.788,30.028
472,15.29,14.804,30.094
473,15.342,14.844,30.186
474,15.378,14.864,30.242
475,15.452,14.916,30.368
476,15.514,14.93,30.444
477,15.58,14.932,30.512
478,15.58,14.958,30.538
479,15.558,15.0,30.558
480,15.614,15.064,30.678
481,15.68,15.132,30.812
482,15.722,15.19,30.912
483,15.71,15.248,30.958
484,15.826,15.304,31.13
485,15.906,15.356,31.262
486,15.996,15.384,31.38
487,16.004,15.466,31.47
488,16.042,15.522,31.564
489,16.086,15.532,31.618
490,16.17,15.6,31.77
491,16.178,15.63,31.808
492,16.234,15.69,31.924
493,16.286,15.712,31.998
494,16.306,15.746,32.052
495,16.352,15.774,32.126
496,16.372,15.834,32.206
497,16.418,15.878,32.296
498,16.48,15.898,32.378
499,16.56,15.88,32.44
500,16.604,15.956,32.56
501,16.644,16.006,32.65
502,16.632,16.014,32.646
503,16.732,16.018,32.75
504,16.774,16.06,32.834
505,16.836,16.102,32.938
506,16.88,16.154,33.034
507,16.944,16.172,33.116
508,17.014,16.242,33.256
509,17.052,16.256,33.308
510,17.098,16.312,33.41
511,17.152,16.352,33.504
512,17.168,16.378,33.546
513,17.242,16.376,33.618
514,17.27,16.412,33.682
515,17.32,16.498,33.818
516,17.334,16.558,33.892
517,17.34,16.612,33.952
518,17.402,16.68,34.082
519,17.454,16.742,34.196
520,17.532,16.768,34.3
521,17.58,16.812,34.392
522,17.588,16.83,34.418
523,17.646,16.868,34.514
524,17.692,16.928,34.62
525,17.706,16.93,34.636
526,17.768,16.954,34.722
527,17.822,16.988,34.81
528,17.884,17.03,34.914
529,17.922,17.118,35.04
530,17.966,17.118,35.084
531,18.014,17.128,35.142
532,18.064,17.212,35.276
533,18.094,17.234,35.328
534,18.144,17.27,35.414
535,18.22,17.34,35.56
536,18.286,17.412,35.698
537,18.286,17.502,35.788
538,18.36,17.522,35.882
539,18.438,17.566,36.004
540,18.51,17.58,36.09
541,18.536,17.638,36.174
542,18.578,17.684,36.262
543,18.624,17.742,36.366
544,18.644,17.782,36.426
545,18.708,17.846,36.554
546,18.764,17.878,36.642
547,18.814,17.838,36.652
548,18.896,17.884,36.78
549,18.948,17.894,36.842
550,19.006,17.86,36.866
551,19.08,17.868,36.948
552,19.174,17.924,37.098
553,19.252,17.946,37.198
554,19.254,17.986,37.24
555,19.262,18.04,37.302
556,19.306,18.094,37.4
557,19.324,18.178,37.502
558,19.326,18.19,37.516
559,19.372,18.192,37.564
560,19.418,18.252,37.67
561,19.51,18.284,37.794
562,19.548,18.342,37.89
563,19.616,18.374,37.99
564,19.634,18.468,38.102
565,19.646,18.522,38.168
566,19.722,18.592,38.314
567,19.79,18.598,38.388
568,19.816,18.642,38.458
569,19.896,18.686,38.582
570,19.92,18.756,38.676
571,19.944,18.808,38.752
572,19.994,18.898,38.892
573,20.038,18.92,38.958
574,20.072,18.964,39.036
575,20.116,19.016,39.132
576,20.17,19.07,39.24
577,20.184,19.106,39.29
578,20.22,19.148,39.368
579,20.25,19.258,39.508
580,20.304,19.328,39.632
581,20.35,19.408,39.758
582,20.406,19.464,39.87
583,20.464,19.526,39.99
584,20.51,19.594,40.104
585,20.562,19.576,40.138
586,20.606,19.562,40.168
587,20.688,19.642,40.33
588,20.7,19.664,40.364
589,20.72,19.676,40.396
590,20.78,19.766,40.546
591,20.83,19.784,40.614
592,20.844,19.832,40.676
593,20.89,19.888,40.778
594,20.966,19.956,40.922
595,20.992,19.95,40.942
596,21.054,19.95,41.004
597,21.042,19.98,41.022
598,21.094,20.072,41.166
599,21.118,20.144,41.262
600,21.224,20.164,41.388
601,21.204,20.246,41.45
602,21.208,20.272,41.48
603,21.234,20.336,41.57
604,21.248,20.4,41.648
605,21.316,20.442,41.758
606,21.326,20.486,41.812
607,21.36,20.522,41.882
608,21.352,20.544,41.896
609,21.33,20.562,41.892
610,21.362,20.59,41.952
611,21.422,20.668,42.09
612,21.474,20.772,42.246
613,21.546,20.838,42.384
614,21.57,20.826,42.396
615,21.616,20.91,42.526
616,21.65,20.94,42.59
617,21.694,20.956,42.65
618,21.732,21.006,42.738
619,21.818,21.062,42.88
620,21.856,21.112,42.968
621,21.892,21.128,43.02
622,21.964,21.21,43.174
623,22.022,21.248,43.27
624,22.064,21.254,43.318
625,22.15,21.264,43.414
626,22.206,21.29,43.496
627,22.282,21.31,43.592
628,22.292,21.376,43.668
629,22.334,21.424,43.758
630,22.348,21.506,43.854
631,22.416,21.532,43.948
632,22.42,21.61,44.03
633,22.478,21.632,44.11
634,22.518,21.672,44.19
635,22.578,21.7,44.278
636,22.618,21.814,44.432
637,22.682,21.85,44.532
638,22.698,21.912,44.61
639,22.756,21.988,44.744
640,22.806,22.008,44.814
641,22.85,22.034,44.884
642,22.866,22.068,44.934
643,22.924,22.142,45.066
644,22.944,22.194,45.138
645,23.03,22.236,45.266
646,23.104,22.27,45.374
647,23.164,22.29,45.454
648,23.24,22.318,45.558
649,23.284,22.392,45.676
650,23.29,22.384,45.674
651,23.346,22.488,45.834
652,23.392,22.548,45.94
653,23.416,22.61,46.026
654,23.4,22.662,46.062
655,23.422,22.628,46.05
656,23.486,22.7,46.186
657,23.532,22.7,46.232
658,23.642,22.782,46.424
659,23.648,22.84,46.488
660,23.642,22.872,46.514
661,23.728,22.856,46.584
662,23.848,22.836,46.684
663,23.906,22.862,46.768
664,23.946,22.89,46.836
665,24.004,22.872,46.876
666,24.044,22.9,46.944
667,24.112,22.984,47.096
668,24.202,23.048,47.25
669,24.234,23.112,47.346
670,24.288,23.17,47.458
671,24.35,23.246,47.596
672,24.378,23.326,47.704
673,24.412,23.322,47.734
674,24.434,23.328,47.762
675,24.48,23.388,47.868
676,24.542,23.482,48.024
677,24.596,23.542,48.138
678,24.602,23.602,48.204
679,24.674,23.624,48.298
680,24.682,23.686,48.368
681,24.696,23.738,48.434
682,24.8,23.732,48.532
683,24.852,23.744,48.596
684,24.888,23.802,48.69
685,24.906,23.898,48.804
686,24.924,23.966,48.89
687,24.918,24.018,48.936
688,24.964,24.084,49.048
689,25.036,24.162,49.198
690,25.064,24.252,49.316
691,25.122,24.278,49.4
692,25.136,24.28,49.416
693,25.152,24.264,49.416
694,25.202,24.304,49.506
695,25.298,24.282,49.58
696,25.322,24.324,49.646
697,25.33,24.308,49.638
698,25.31,24.298,49.608
699,25.35,24.328,49.678
700,25.358,24.414,49.772
701,25.384,24.452,49.836
702,25.382,24.446,49.828
703,25.422,24.518,49.94
704,25.486,24.608,50.094
705,25.504,24.606,50.11
706,25.578,24.628,50.206
707,25.632,24.674,50.306
708,25.672,24.754,50.426
709,25.724,24.832,50.556
710,25.724,24.862,50.586
711,25.774,24.87,50.644
712,25.78,24.97,50.75
713,25.804,24.98,50.784
714,25.858,25.024,50.882
715,25.922,25.044,50.966
716,25.966,25.086,51.052
717,25.98,25.126,51.106
718,26.0,25.192,51.192
719,25.984,25.16,51.144
720,26.004,25.24,51.244
721,26.056,25.318,51.374
722,26.07,25.34,51.41
723,26.08,25.39,51.47
724,26.15,25.412,51.562
725,26.27,25.404,51.674
726,26.3,25.444,51.744
727,26.366,25.488,51.854
728,26.428,25.53,51.958
729,26.476,25.62,52.096
730,26.474,25.698,52.172
731,26.546,25.718,52.264
732,26.602,25.708,52.31
733,26.624,25.75,52.374
734,26.652,25.754,52.406
735,26.634,25.804,52.438
736,26.666,25.86,52.526
737,26.702,25.854,52.556
738,26.804,25.902,52.706
739,26.876,25.996,52.872
740,26.862,26.008,52.87
741,26.942,26.07,53.012
742,26.972,26.148,53.12
743,27.026,26.248,53.274
744,27.07,26.344,53.414
745,27.114,26.304,53.418
746,27.154,26.338,53.492
747,27.15,26.36,53.51
748,27.152,26.428,53.58
749,27.182,26.464,53.646
750,27.206,26.486,53.692
751,27.224,26.546,53.77
752,27.226,26.542,53.768
753,27.26,26.538,53.798
754,27.278,26.564,53.842
755,27.312,26.542,53.854
756,27.366,26.568,53.934
757,27.416,26.576,53.992
758,27.472,26.632,54.104
759,27.508,26.708,54.216
760,27.536,26.75,54.286
761,27.568,26.712,54.28
762,27.616,26.75,54.366
763,27.622,26.766,54.388
764,27.652,26.82,54.472
765,27.732,26.838,54.57
766,27.772,26.872,54.644
767,27.742,26.862,54.604
768,27.774,26.922,54.696
769,27.832,26.938,54.77
770,27.868,27.028,54.896
771,27.852,27.07,54.922
772,27.808,27.072,54.88
773,27.856,27.092,54.948
774,27.87,27.09,54.96
775,27.89,27.182,55.072
776,27.888,27.18,55.068
777,27.92,27.144,55.064
778,27.986,27.202,55.188
779,28.026,27.176,55.202
780,28.086,27.188,55.274
781,28.122,27.286,55.408
782,28.138,27.264,55.402
783,28.156,27.284,55.44
784,28.218,27.33,55.548
785,28.216,27.418,55.634
786,28.232,27.472,55.704
787,28.2,27.514,55.714
788,28.216,27.526,55.742
789,28.348,27.568,55.916
790,28.42,27.64,56.06
791,28.456,27.644,56.1
792,28.548,27.622,56.17
793,28.576,27.672,56.248
794,28.566,27.7,56.266
795,28.544,27.77,56.314
796,28.596,27.826,56.422
797,28.6,27.858,56.458
798,28.63,27.9,56.53
799,28.608,27.96,56.568
800,28.592,27.978,56.57
801,28.624,28.012,56.636
802,28.632,27.986,56.618
803,28.658,28.04,56.698
804,28.65,28.094,56.744
805,28.666,28.186,56.852
806,28.722,28.21,56.932
807,28.774,28.274,57.048
808,28.832,28.326,57.158
809,28.858,28.304,57.162
810,28.878,28.308,57.186
811,28.91,28.318,57.228
812,28.918,28.38,57.298
813,28.982,28.404,57.386
814,29.066,28.412,57.478
815,29.084,28.414,57.498
816,29.122,28.434,57.556
817,29.1,28.524,57.624
818,29.116,28.532,57.648
819,29.138,28.6,57.738
820,29.196,28.68,57.876
821,29.198,28.714,57.912
822,29.282,28.712,57.994
823,29.3,28.712,58.012
824,29.296,28.698,57.994
825,29.348,28.754,58.102
826,29.324,28.776,58.1
827,29.354,28.814,58.168
828,29.368,28.84,58.208
829,29.378,28.914,58.292
830,29.412,28.94,58.352
831,29.434,28.91,58.344
832,29.464,28.94,58.404
833,29.504,28.966,58.47
834,29.554,29.05,58.604
835,29.606,29.094,58.7
836,29.64,29.136,58.776
837,29.652,29.18,58.832
838,29.766,29.256,59.022
839,29.806,29.282,59.088
840,29.818,29.296,59.114
841,29.82,29.334,59.154
842,29.876,29.416,59.292
843,29.938,29.466,59.404
844,29.926,29.414,59.34
845,29.96,29.428,59.388
846,29.978,29.412,59.39
847,29.948,29.398,59.346
848,29.952,29.446,59.398
849,29.986,29.438,59.424
850,29.962,29.398,59.36
851,29.99,29.42,59.41
852,29.976,29.452,59.428
853,30.032,29.504,59.536
854,30.034,29.54,59.574
855,30.056,29.66,59.716
856,30.056,29.65,59.706
857,30.052,29.616,59.668
858,30.108,29.67,59.778
859,30.106,29.724,59.83
860,30.172,29.776,59.948
861,30.22,29.77,59.99
862,30.166,29.778,59.944
863,30.192,29.79,59.982
864,30.224,29.85,60.074
865,30.2,29.866,60.066
866,30.256,29.994,60.25
867,30.316,30.054,60.37
868,30.348,30.076,60.424
869,30.378,30.098,60.476
870,30.404,30.07,60.474
871,30.402,30.122,60.524
872,30.482,30.166,60.648
873,30.504,30.166,60.67
874,30.516,30.186,60.702
875,30.524,30.198,60.722
876,30.554,30.19,60.744
877,30.562,30.21,60.772
878,30.62,30.19,60.81
879,30.692,30.218,60.91
880,30.684,30.244,60.928
881,30.638,30.286,60.924
882,30.662,30.366,61.028
883,30.654,30.458,61.112
884,30.624,30.528,61.152
885,30.71,30.494,61.204
886,30.774,30.528,61.302
887,30.842,30.51,61.352
888,30.898,30.534,61.432
889,30.87,30.5,61.37
890,30.868,30.548,61.416
891,30.848,30.522,61.37
892,30.878,30.502,61.38
893,30.902,30.534,61.436
894,30.92,30.488,61.408
895,30.938,30.532,61.47
896,30.922,30.554,61.476
897,30.956,30.522,61.478
898,30.996,30.564,61.56
899,31.012,30.6,61.612
900,31.048,30.566,61.614
901,31.028,30.576,61.604
902,31.066,30.642,61.708
903,31.064,30.622,61.686
904,31.036,30.604,61.64
905,31.06,30.616,61.676
906,31.094,30.632,61.726
907,31.068,30.69,61.758
908,31.07,30.73,61.8
909,31.096,30.688,61.784
910,31.156,30.616,61.772
911,31.228,30.648,61.876
912,31.236,30.69,61.926
913,31.236,30.686,61.922
914,31.234,30.688,61.922
915,31.208,30.732,61.94
916,31.244,30.736,61.98
917,31.292,30.77,62.062
918,31.316,30.842,62.158
919,31.292,30.876,62.168
920,31.322,30.882,62.204
921,31.314,30.902,62.216
922,31.374,30.974,62.348
923,31.386,30.968,62.354
924,31.374,31.042,62.416
925,31.392,31.098,62.49
926,31.4,31.188,62.588
927,31.39,31.218,62.608
928,31.472,31.246,62.718
929,31.53,31.228,62.758
930,31.578,31.3,62.878
931,31.614,31.31,62.924
932,31.576,31.334,62.91
933,31.546,31.4,62.946
934,31.62,31.396,63.016
935,31.676,31.44,63.116
936,31.676,31.44,63.116
937,31.76,31.514,63.274
938,31.728,31.58,63.308
939,31.726,31.556,63.282
940,31.696,31.576,63.272
941,31.79,31.61,63.4
942,31.774,31.678,63.452
943,31.796,31.784,63.58
944,31.804,31.856,63.66
945,31.8,31.874,63.674
946,31.768,31.906,63.674
947,31.824,31.962,63.786
948,31.836,31.942,63.778
949,31.892,31.966,63.858
950,31.888,31.996,63.884
951,31.95,32.106,64.056
952,31.956,32.122,64.078
953,31.948,32.116,64.064
954,31.924,32.15,64.074
955,31.942,32.12,64.062
956,31.91,32.14,64.05
957,31.924,32.13,64.054
958,31.958,32.11,64.068
959,32.01,32.142,64.152
960,32.008,32.154,64.162
961,32.032,32.206,64.238
962,32.03,32.202,64.232
963,32.096,32.18,64.276
964,32.112,32.164,64.276
965,32.152,32.188,64.34
966,32.172,32.212,64.384
967,32.196,32.186,64.382
968,32.226,32.22,64.446
969,32.248,32.216,64.464
970,32.278,32.24,64.518
971,32.292,32.294,64.586
972,32.258,32.316,64.574
973,32.306,32.348,64.654
974,32.354,32.338,64.692
975,32.336,32.368,64.704
976,32.422,32.422,64.844
977,32.422,32.392,64.814
978,32.466,32.392,64.858
979,32.478,32.376,64.854
980,32.482,32.368,64.85
981,32.44,32.364,64.804
982,32.48,32.406,64.886
983,32.506,32.442,64.948
984,32.552,32.458,65.01
985,32.51,32.538,65.048
986,32.502,32.592,65.094
987,32.516,32.654,65.17
988,32.54,32.688,65.228
989,32.574,32.658,65.232
990,32.57,32.676,65.246
991,32.542,32.608,65.15
992,32.562,32.566,65.128
993,32.53,32.654,65.184
994,32.572,32.692,65.264
995,32.536,32.73,65.266
