time,GA_mean,GB_mean
426,7.978,9.462
427,8.002,9.476
428,8.018,9.516
429,8.04,9.572
430,8.086,9.568
431,8.114,9.588
432,8.138,9.63
433,8.146,9.654
434,8.184,9.708
435,8.21,9.776
436,8.24,9.786
437,8.256,9.808
438,8.268,9.842
439,8.288,9.872
440,8.352,9.874
441,8.364,9.906
442,8.398,9.93
443,8.412,9.952
444,8.428,9.996
445,8.46,10.008
446,8.494,10.044
447,8.52,10.084
448,8.554,10.06
449,8.56,10.102
450,8.62,10.138
451,8.664,10.182
452,8.714,10.162
453,8.728,10.158
454,8.738,10.2
455,8.766,10.218
456,8.786,10.262
457,8.83,10.296
458,8.808,10.312
459,8.832,10.354
460,8.846,10.416
461,8.866,10.448
462,8.918,10.462
463,8.97,10.478
464,9.01,10.504
465,9.038,10.556
466,9.062,10.608
467,9.09,10.62
468,9.112,10.674
469,9.154,10.674
470,9.192,10.672
471,9.232,10.666
472,9.256,10.702
473,9.268,10.694
474,9.288,10.736
475,9.3,10.78
476,9.31,10.836
477,9.33,10.892
478,9.338,10.924
479,9.37,10.942
480,9.412,10.948
481,9.432,10.988
482,9.466,11.014
483,9.518,11.04
484,9.516,11.058
485,9.524,11.044
486,9.508,11.108
487,9.526,11.126
488,9.522,11.188
489,9.534,11.22
490,9.572,11.222
491,9.57,11.24
492,9.586,11.248
493,9.574,11.3
494,9.602,11.306
495,9.614,11.356
496,9.632,11.37
497,9.664,11.418
498,9.662,11.378
499,9.698,11.386
500,9.724,11.406
501,9.754,11.422
502,9.804,11.48
503,9.824,11.472
504,9.856,11.504
505,9.868,11.51
506,9.926,11.506
507,9.952,11.496
508,9.954,11.478
509,10.0,11.498
510,10.002,11.51
511,9.998,11.582
512,10.048,11.604
513,10.054,11.632
514,10.058,11.656
515,10.112,11.674
516,10.142,11.676
517,10.152,11.718
518,10.182,11.716
519,10.208,11.75
520,10.216,11.772
521,10.2,11.778
522,10.21,11.782
523,10.26,11.818
524,10.292,11.876
525,10.272,11.878
526,10.312,11.868
527,10.37,11.874
528,10.376,11.894
529,10.388,11.94
530,10.408,11.932
531,10.454,11.956
532,10.458,11.988
533,10.476,11.988
534,10.482,11.994
535,10.478,12.024
536,10.488,12.048
537,10.552,12.064
538,10.582,12.108
539,10.614,12.124
540,10.686,12.124
541,10.702,12.15
542,10.72,12.232
543,10.762,12.276
544,10.788,12.288
545,10.822,12.332
546,10.86,12.368
547,10.852,12.37
548,10.87,12.366
549,10.906,12.41
550,10.916,12.412
551,10.91,12.45
552,10.948,12.422
553,11.028,12.44
554,11.084,12.474
555,11.114,12.508
556,11.14,12.552
557,11.154,12.568
558,11.194,12.608
559,11.24,12.594
560,11.268,12.578
561,11.29,12.606
562,11.336,12.634
563,11.336,12.67
564,11.388,12.692
565,11.456,12.714
566,11.436,12.726
567,11.462,12.75
568,11.472,12.794
569,11.502,12.834
570,11.532,12.818
571,11.522,12.824
572,11.524,12.868
573,11.562,12.9
574,11.568,12.954
575,11.608,12.97
576,11.616,13.026
577,11.624,13.062
578,11.664,13.072
579,11.698,13.144
580,11.748,13.144
581,11.764,13.152
582,11.79,13.198
583,11.8,13.216
584,11.794,13.22
585,11.836,13.206
586,11.862,13.224
587,11.9,13.19
588,11.948,13.19
589,11.932,13.21
590,11.948,13.226
591,11.974,13.22
592,11.956,13.22
593,11.978,13.246
594,11.972,13.254
595,11.988,13.244
596,11.994,13.28
597,12.02,13.28
598,12.004,13.278
599,12.036,13.26
600,12.052,13.284
601,12.074,13.294
602,12.104,13.336
603,12.126,13.326
604,12.126,13.348
605,12.168,13.362
606,12.168,13.376
607,12.17,13.366
608,12.196,13.376
609,12.236,13.394
610,12.222,13.38
611,12.22,13.414
612,12.254,13.424
613,12.298,13.42
614,12.308,13.388
615,12.314,13.406
616,12.33,13.44
617,12.37,13.466
618,12.392,13.48
619,12.396,13.526
620,12.434,13.55
621,12.476,13.54
622,12.456,13.582
623,12.476,13.608
624,12.532,13.66
625,12.542,13.688
626,12.564,13.708
627,12.608,13.738
628,12.594,13.746
629,12.566,13.75
630,12.594,13.752
631,12.634,13.75
632,12.628,13.782
633,12.656,13.784
634,12.678,13.84
635,12.696,13.81
636,12.734,13.822
637,12.74,13.828
638,12.828,13.81
639,12.788,13.792
640,12.792,13.814
641,12.786,13.798
642,12.806,13.826
643,12.808,13.828
644,12.856,13.804
645,12.892,13.812
646,12.894,13.77
647,12.874,13.79
648,12.904,13.848
649,12.884,13.856
650,12.926,13.886
651,12.936,13.876
652,12.988,13.894
653,12.99,13.904
654,12.998,13.88
655,13.006,13.906
656,13.0,13.9
657,13.028,13.94
658,13.042,14.0
659,13.072,13.99
660,13.064,14.018
661,13.098,14.044
662,13.126,14.036
663,13.148,14.056
664,13.166,14.076
665,13.12,14.11
666,13.154,14.112
667,13.16,14.096
668,13.18,14.12
669,13.182,14.116
670,13.16,14.162
671,13.206,14.2
672,13.226,14.218
673,13.264,14.194
674,13.296,14.178
675,13.298,14.158
676,13.342,14.166
677,13.35,14.204
678,13.362,14.204
679,13.344,14.228
680,13.334,14.276
681,13.34,14.298
682,13.354,14.308
683,13.404,14.3
684,13.438,14.31
685,13.412,14.324
686,13.4,14.364
687,13.406,14.378
688,13.446,14.34
689,13.494,14.33
690,13.504,14.31
691,13.524,14.324
692,13.53,14.356
693,13.554,14.428
694,13.56,14.45
695,13.604,14.51
696,13.624,14.524
697,13.642,14.524
698,13.668,14.522
699,13.66,14.56
700,13.664,14.558
701,13.694,14.566
702,13.752,14.606
703,13.798,14.632
704,13.802,14.622
705,13.818,14.624
706,13.84,14.638
707,13.842,14.662
708,13.796,14.654
709,13.84,14.686
710,13.874,14.66
711,13.886,14.672
712,13.938,14.682
713,13.956,14.732
714,13.956,14.75
715,14.014,14.766
716,14.0,14.784
717,14.004,14.818
718,14.032,14.85
719,14.074,14.878
720,14.128,14.858
721,14.114,14.888
722,14.132,14.9
723,14.154,14.936
724,14.192,14.882
725,14.206,14.916
726,14.222,14.902
727,14.224,14.84
728,14.226,14.84
729,14.234,14.838
730,14.278,14.828
731,14.292,14.838
732,14.264,14.854
733,14.228,14.872
734,14.27,14.922
735,14.252,14.96
736,14.262,14.976
737,14.27,14.948
738,14.274,14.922
739,14.264,14.866
740,14.292,14.894
741,14.31,14.84
742,14.302,14.888
743,14.336,14.89
744,14.352,14.908
745,14.428,14.944
746,14.456,14.978
747,14.49,14.95
748,14.536,14.998
749,14.554,14.978
750,14.608,15.008
751,14.594,14.986
752,14.628,15.012
753,14.65,15.004
754,14.668,14.982
755,14.708,15.012
756,14.718,15.028
757,14.724,15.0
758,14.754,14.998
759,14.72,15.004
760,14.696,15.038
761,14.718,15.03
762,14.726,15.02
763,14.668,15.028
764,14.69,15.006
765,14.69,15.028
766,14.742,15.028
767,14.754,15.066
768,14.754,15.072
769,14.744,15.082
770,14.738,15.07
771,14.736,15.07
772,14.738,15.124
773,14.756,15.162
774,14.772,15.15
775,14.782,15.19
776,14.814,15.208
777,14.774,15.19
778,14.776,15.184
779,14.818,15.146
780,14.834,15.16
781,14.806,15.202
782,14.802,15.194
783,14.802,15.194
784,14.784,15.228
785,14.794,15.208
786,14.772,15.18
787,14.806,15.202
788,14.818,15.234
789,14.784,15.294
790,14.794,15.33
791,14.822,15.384
792,14.838,15.39
793,14.84,15.396
794,14.864,15.416
795,14.816,15.452
796,14.802,15.46
797,14.836,15.47
798,14.842,15.444
799,14.82,15.448
800,14.838,15.442
801,14.87,15.428
802,14.844,15.454
803,14.874,15.458
804,14.874,15.48
805,14.878,15.472
806,14.916,15.544
807,14.904,15.556
808,14.892,15.558
809,14.862,15.584
810,14.822,15.606
811,14.796,15.62
812,14.844,15.644
813,14.876,15.642
814,14.876,15.666
815,14.814,15.668
816,14.804,15.684
817,14.844,15.702
818,14.848,15.68
819,14.9,15.666
820,14.894,15.648
821,14.948,15.59
822,14.986,15.572
823,14.976,15.56
824,15.036,15.558
825,15.064,15.576
826,15.082,15.552
827,15.104,15.564
828,15.086,15.54
829,15.064,15.536
830,15.066,15.516
831,15.06,15.496
832,15.108,15.498
833,15.104,15.476
834,15.128,15.498
835,15.156,15.46
836,15.162,15.462
837,15.16,15.482
838,15.236,15.466
839,15.244,15.486
840,15.264,15.464
841,15.288,15.51
842,15.28,15.532
843,15.314,15.51
844,15.286,15.552
845,15.252,15.528
846,15.274,15.556
847,15.266,15.568
848,15.278,15.598
849,15.258,15.536
850,15.27,15.518
851,15.264,15.51
852,15.288,15.486
853,15.278,15.528
854,15.27,15.51
855,15.254,15.514
856,15.252,15.53
857,15.25,15.566
858,15.22,15.588
859,15.236,15.592
860,15.196,15.598
861,15.162,15.586
862,15.134,15.602
863,15.122,15.594
864,15.138,15.656
865,15.14,15.632
866,15.164,15.65
867,15.214,15.674
868,15.212,15.682
869,15.216,15.718
870,15.214,15.74
871,15.266,15.722
872,15.264,15.728
873,15.32,15.718
874,15.32,15.694
875,15.354,15.708
876,15.39,15.7
877,15.378,15.734
878,15.412,15.706
879,15.456,15.706
880,15.442,15.718
881,15.456,15.69
882,15.476,15.65
883,15.482,15.604
884,15.466,15.59
885,15.482,15.58
886,15.49,15.588
887,15.482,15.588
888,15.464,15.554
889,15.478,15.54
890,15.51,15.576
891,15.554,15.59
892,15.578,15.544
893,15.56,15.574
894,15.516,15.606
895,15.512,15.616
896,15.536,15.626
897,15.52,15.618
898,15.5,15.656
899,15.538,15.644
900,15.556,15.646
901,15.558,15.656
902,15.586,15.636
903,15.534,15.62
904,15.57,15.622
905,15.572,15.65
906,15.606,15.63
907,15.65,15.65
908,15.622,15.658
909,15.622,15.612
910,15.624,15.608
911,15.586,15.634
912,15.57,15.626
913,15.562,15.662
914,15.592,15.66
915,15.564,15.616
916,15.572,15.586
917,15.556,15.578
918,15.568,15.646
919,15.586,15.67
920,15.57,15.676
921,15.548,15.696
922,15.516,15.69
923,15.566,15.712
924,15.582,15.738
925,15.558,15.734
926,15.614,15.762
927,15.606,15.79
928,15.606,15.784
929,15.632,15.79
930,15.626,15.772
931,15.632,15.816
932,15.584,15.804
933,15.588,15.782
934,15.596,15.744
935,15.602,15.732
936,15.568,15.722
937,15.562,15.73
938,15.57,15.738
939,15.586,15.738
940,15.646,15.72
941,15.67,15.752
942,15.738,15.79
943,15.772,15.852
944,15.836,15.908
945,15.87,15.9
946,15.804,15.914
947,15.816,15.906
948,15.838,15.92
949,15.812,15.886
950,15.826,15.894
951,15.812,15.878
952,15.84,15.866
953,15.824,15.868
954,15.828,15.868
955,15.796,15.842
956,15.812,15.852
957,15.788,15.874
958,15.764,15.83
959,15.758,15.78
960,15.784,15.776
961,15.792,15.814
962,15.782,15.808
963,15.776,15.836
964,15.776,15.82
965,15.768,15.818
966,15.754,15.82
967,15.742,15.804
968,15.744,15.806
969,15.778,15.804
970,15.766,15.804
971,15.778,15.82
972,15.762,15.8
973,15.8,15.788
974,15.82,15.778
975,15.844,15.788
976,15.816,15.792
977,15.814,15.752
978,15.802,15.722
979,15.826,15.726
980,15.828,15.728
981,15.848,15.73
982,15.834,15.718
983,15.846,15.706
984,15.832,15.702
985,15.832,15.696
986,15.826,15.726
987,15.792,15.74
988,15.782,15.762
989,15.776,15.764
990,15.806,15.772
991,15.818,15.812
992,15.864,15.808
993,15.832,15.816
994,15.824,15.808
995,15.872,15.766
996,15.862,15.734
997,15.816,15.736
998,15.812,15.722
999,15.792,15.726
1000,15.784,15.73
1001,15.744,15.726
1002,15.766,15.718
1003,15.786,15.716
1004,15.786,15.694
1005,15.804,15.71
1006,15.786,15.734
1007,15.828,15.786
1008,15.802,15.778
1009,15.806,15.746
1010,15.75,15.768
1011,15.712,15.712
1012,15.698,15.702
1013,15.7,15.694
1014,15.74,15.708
1015,15.75,15.708
1016,15.792,15.708
1017,15.784,15.718
1018,15.76,15.664
1019,15.732,15.64
1020,15.75,15.616
1021,15.798,15.614
1022,15.804,15.556
1023,15.808,15.57
1024,15.804,15.542
1025,15.852,15.512
1026,15.892,15.52
1027,15.902,15.55
1028,15.918,15.592
1029,15.928,15.608
1030,15.91,15.628
1031,15.894,15.658
1032,15.924,15.668
1033,15.916,15.68
1034,15.902,15.706
1035,15.916,15.762
1036,15.88,15.846
1037,15.868,15.866
1038,15.874,15.896
1039,15.87,15.908
1040,15.888,15.898
1041,15.93,15.878
1042,15.942,15.876
1043,15.95,15.836
1044,15.982,15.866
1045,15.982,15.868
1046,15.98,15.886
1047,15.954,15.89
1048,15.946,15.886
1049,15.936,15.922
1050,15.934,15.846
1051,15.938,15.862
1052,15.968,15.856
1053,15.956,15.868
1054,15.914,15.876
1055,15.916,15.906
1056,15.97,15.904
1057,15.922,15.96
1058,15.906,15.948
1059,15.846,15.936
1060,15.898,15.952
1061,15.926,15.94
1062,15.932,15.912
1063,15.908,15.882
1064,15.878,15.898
1065,15.86,15.9
1066,15.842,15.906
1067,15.886,15.928
1068,15.94,15.924
1069,15.936,15.9
1070,15.982,15.896
1071,15.962,15.898
1072,15.948,15.87
1073,15.944,15.9
1074,15.948,15.872
1075,15.924,15.902
1076,15.918,15.92
1077,15.93,15.92
1078,15.922,15.928
1079,15.964,15.934
1080,15.992,15.958
1081,16.024,15.968
1082,16.054,16.014
1083,16.038,16.03
1084,16.016,16.064
1085,16.0,16.066
1086,16.03,16.086
1087,16.01,16.092
1088,16.03,16.052
1089,16.042,16.054
1090,16.02,16.076
1091,16.05,16.04
1092,16.05,16.028
1093,16.044,16.018
1094,16.082,16.05
1095,16.104,16.064
1096,16.112,16.074
1097,16.12,16.088
1098,16.114,16.076
1099,16.12,16.1
1100,16.116,16.122
1101,16.102,16.098
1102,16.088,16.062
1103,16.084,16.044
1104,16.036,16.032
1105,16.03,16.034
1106,16.032,16.068
1107,16.028,16.118
1108,16.052,16.148
1109,16.018,16.138
1110,16.012,16.134
1111,16.024,16.14
1112,16.012,16.17
1113,16.014,16.172
1114,16.03,16.148
1115,16.032,16.176
1116,16.044,16.178
1117,16.034,16.172
1118,15.994,16.194
1119,16.002,16.194
1120,16.02,16.216
1121,16.054,16.202
1122,16.03,16.192
1123,16.044,16.192
1124,16.084,16.226
1125,16.122,16.204
1126,16.072,16.244
1127,16.076,16.276
1128,16.068,16.29
1129,16.088,16.33
1130,16.072,16.322
1131,16.092,16.336
1132,16.05,16.314
1133,16.074,16.228
1134,16.068,16.214
1135,16.082,16.264
1136,16.068,16.246
1137,16.052,16.24
1138,16.008,16.212
1139,16.042,16.202
1140,16.052,16.226
1141,16.094,16.22
1142,16.12,16.202
1143,16.12,16.174
1144,16.08,16.144
1145,16.148,16.124
1146,16.16,16.068
1147,16.164,16.048
1148,16.118,16.096
1149,16.112,16.146
1150,16.072,16.146
1151,16.048,16.158
1152,16.074,16.142
1153,16.036,16.124
1154,16.05,16.11
1155,16.022,16.138
1156,16.04,16.13
1157,16.068,16.148
1158,16.064,16.162
1159,16.07,16.174
1160,16.078,16.178
1161,16.112,16.192
1162,16.1,16.19
1163,16.122,16.188
1164,16.146,16.212
1165,16.212,16.2
1166,16.188,16.188
1167,16.22,16.166
1168,16.24,16.182
1169,16.274,16.168
1170,16.28,16.148
1171,16.296,16.166
1172,16.29,16.148
1173,16.268,16.164
1174,16.264,16.156
1175,16.274,16.166
1176,16.292,16.188
1177,16.332,16.172
1178,16.324,16.208
1179,16.338,16.202
1180,16.324,16.188
1181,16.356,16.208
1182,16.354,16.204
1183,16.39,16.23
1184,16.376,16.222
1185,16.376,16.166
1186,16.338,16.154
1187,16.31,16.202
1188,16.32,16.256
1189,16.278,16.29
1190,16.284,16.294
1191,16.272,16.274
1192,16.212,16.266
1193,16.22,16.278
1194,16.216,16.244
1195,16.202,16.238
1196,16.194,16.206
1197,16.204,16.234
1198,16.184,16.276
1199,16.162,16.28
1200,16.168,16.256
1201,16.136,16.232
1202,16.214,16.202
1203,16.218,16.202
1204,16.276,16.254
1205,16.242,16.282
1206,16.216,16.25
1207,16.212,16.246
1208,16.22,16.25
1209,16.21,16.26
1210,16.18,16.216
1211,16.152,16.22
1212,16.208,16.214
1213,16.176,16.266
1214,16.172,16.286
1215,16.174,16.212
1216,16.178,16.19
1217,16.146,16.166
1218,16.17,16.126
1219,16.19,16.102
1220,16.162,16.122
1221,16.138,16.158
1222,16.118,16.152
1223,16.154,16.17
1224,16.148,16.178
1225,16.124,16.208
1226,16.15,16.178
1227,16.16,16.154
1228,16.158,16.198
1229,16.152,16.174
1230,16.172,16.174
1231,16.164,16.182
1232,16.15,16.204
1233,16.148,16.204
1234,16.18,16.24
1235,16.222,16.242
1236,16.244,16.204
1237,16.202,16.196
1238,16.188,16.196
1239,16.176,16.218
1240,16.164,16.2
1241,16.158,16.186
1242,16.17,16.216
1243,16.17,16.21
1244,16.192,16.226
1245,16.172,16.246
1246,16.174,16.22
1247,16.19,16.194
1248,16.198,16.2
1249,16.204,16.164
1250,16.194,16.17
1251,16.19,16.192
1252,16.174,16.234
1253,16.23,16.244
1254,16.232,16.242
1255,16.202,16.23
1256,16.234,16.258
1257,16.276,16.198
1258,16.28,16.172
1259,16.316,16.216
1260,16.254,16.23
1261,16.228,16.216
1262,16.244,16.204
1263,16.236,16.226
1264,16.23,16.22
1265,16.262,16.224
1266,16.286,16.216
1267,16.31,16.19
1268,16.312,16.204
1269,16.346,16.182
1270,16.368,16.154
1271,16.38,16.17
1272,16.408,16.168
1273,16.402,16.164
1274,16.432,16.166
1275,16.444,16.174
1276,16.428,16.206
1277,16.422,16.176
1278,16.388,16.174
1279,16.372,16.18
1280,16.408,16.242
1281,16.456,16.228
1282,16.436,16.192
1283,16.414,16.242
1284,16.362,16.264
1285,16.378,16.262
1286,16.416,16.316
1287,16.418,16.344
1288,16.458,16.358
1289,16.414,16.354
1290,16.44,16.38
1291,16.412,16.388
1292,16.384,16.384
1293,16.372,16.364
1294,16.388,16.352
1295,16.396,16.378
1296,16.402,16.404
1297,16.382,16.388
1298,16.348,16.382
1299,16.362,16.348
1300,16.362,16.388
1301,16.38,16.38
1302,16.38,16.392
1303,16.382,16.424
1304,16.404,16.428
1305,16.362,16.45
1306,16.348,16.486
1307,16.348,16.472
1308,16.37,16.476
1309,16.384,16.484
1310,16.368,16.462
1311,16.408,16.474
1312,16.36,16.49
1313,16.378,16.5
1314,16.388,16.506
1315,16.412,16.502
1316,16.408,16.444
1317,16.446,16.45
1318,16.426,16.404
1319,16.372,16.372
1320,16.346,16.382
1321,16.334,16.398
1322,16.344,16.348
1323,16.386,16.382
1324,16.388,16.412
1325,16.362,16.37
1326,16.342,16.32
1327,16.356,16.318
1328,16.352,16.346
1329,16.41,16.326
1330,16.43,16.322
1331,16.424,16.346
1332,16.426,16.358
1333,16.436,16.356
1334,16.416,16.374
1335,16.45,16.374
1336,16.426,16.356
1337,16.472,16.374
1338,16.464,16.318
1339,16.458,16.318
1340,16.472,16.286
1341,16.492,16.278
1342,16.514,16.31
1343,16.486,16.34
1344,16.484,16.336
1345,16.422,16.318
1346,16.438,16.346
1347,16.44,16.33
1348,16.44,16.292
1349,16.448,16.322
1350,16.43,16.326
1351,16.452,16.34
1352,16.452,16.372
1353,16.502,16.348
1354,16.526,16.384
1355,16.498,16.384
1356,16.52,16.396
1357,16.538,16.38
1358,16.48,16.4
1359,16.466,16.392
1360,16.47,16.372
