condition,RNAP,Ribo,copies,N,T_end,window_start,window_end,mean_total,sd_total,CV_total,CV2_total,mean_pLasGFP,sd_pLasGFP,CV_pLasGFP,CV2_pLasGFP,mean_pLuxGFP,sd_pLuxGFP,CV_pLuxGFP,CV2_pLuxGFP,mean,sd,CV,CV2
Cond4,50,400,10,20,3000,2500,3000,30.3875249500998,3.265525749658023,0.10746270895771978,0.011548233816531587,15.23562874251497,2.7081193497900933,0.1777491034704131,0.03159474378453562,15.151896207584832,1.5133044762659966,0.09987558359253128,0.009975132197948704,30.3875249500998,3.265525749658023,0.10746270895771978,0.011548233816531587
Cond4,50,500,10,20,3000,2500,3000,30.690119760479043,2.325619292919034,0.07577745903467707,0.005742223297752162,14.912574850299402,1.8629601914206402,0.1249254545323028,0.015606369190102455,15.777544910179639,1.6731647471169524,0.10604721815986909,0.011246012479446869,30.690119760479043,2.325619292919034,0.07577745903467707,0.005742223297752162
Cond4,75,50,10,20,3000,2500,3000,35.65059880239521,3.3213087928168687,0.09316277718717376,0.008679303053226985,17.737425149700602,2.3151754577675967,0.1305248895049841,0.017036746780288305,17.91317365269461,2.5883856820962983,0.14449620889523043,0.02087915438509407,35.65059880239521,3.3213087928168687,0.09316277718717376,0.008679303053226985
Cond4,75,100,10,20,3000,2500,3000,38.63393213572854,3.146348126929143,0.08144001795818784,0.006632476525029958,18.979740518962075,2.239116407488836,0.1179740263177889,0.01391787088563035,19.654191616766465,2.563456888632149,0.13042799920833847,0.01701146297749034,38.63393213572854,3.146348126929143,0.08144001795818784,0.006632476525029958
Cond4,75,200,10,20,3000,2500,3000,41.14720558882235,2.7837848193576984,0.06765428610573532,0.004577102428476691,20.590918163672654,1.8348767892102031,0.08911097478146304,0.007940765826502542,20.5562874251497,2.4418890434068374,0.11879037264381188,0.014111152632855692,41.14720558882235,2.7837848193576984,0.06765428610573532,0.004577102428476691
Cond4,75,300,10,20,3000,2500,3000,41.34301397205589,2.8291752090699647,0.06843175998204265,0.004682905774239894,21.12255489021956,2.728779037393863,0.129187925020253,0.016689519971038513,20.220459081836328,2.231637302292617,0.11036531333243844,0.012180502386967315,41.34301397205589,2.8291752090699647,0.06843175998204265,0.004682905774239894
Cond4,75,400,10,20,3000,2500,3000,42.030239520958084,3.1598389583490207,0.07518013207546412,0.005652052258884229,19.94121756487026,2.0134824378285785,0.10097088762401647,0.010195120147581763,22.089021956087823,2.472052979223528,0.11191319308468614,0.012524562786410242,42.030239520958084,3.1598389583490207,0.07518013207546412,0.005652052258884229
Cond4,75,500,10,20,3000,2500,3000,42.421457085828344,3.8491407493657928,0.0907357034337151,0.0082329678776111,21.852794411177644,2.7452413381307035,0.1256242696689866,0.015781457129866266,20.5686626746507,2.338572129718899,0.11369587642666773,0.012926752316428099,42.421457085828344,3.8491407493657928,0.0907357034337151,0.0082329678776111
Cond4,100,50,10,20,3000,2500,3000,43.94740518962076,2.942024448664967,0.06694421288289842,0.004481527638510823,21.62055888223553,2.585630383512213,0.11959128335191598,0.014302075053758256,22.32684630738523,1.776717429363905,0.07957762618611325,0.006332598589416777,43.94740518962076,2.942024448664967,0.06694421288289842,0.004481527638510823
Cond4,100,100,10,20,3000,2500,3000,48.57664670658682,2.761901275026574,0.056856565083815674,0.0032326689931301677,24.45059880239521,1.7168442976615494,0.07021686100764801,0.0049304075697673595,24.126047904191616,2.0440756385600114,0.08472484373227483,0.00717829914545839,48.57664670658682,2.761901275026574,0.056856565083815674,0.0032326689931301677
Cond4,100,200,10,20,3000,2500,3000,50.8312375249501,3.873552855641871,0.07620418160664628,0.005807077294338728,25.618562874251495,2.876453047683786,0.11228003154598609,0.012606805483967632,25.212674650698602,3.124522647116441,0.12392666348985967,0.015357817923728919,50.8312375249501,3.873552855641871,0.07620418160664628,0.005807077294338728
Cond4,100,300,10,20,3000,2500,3000,50.441516966067866,3.422532173578121,0.06785149177572251,0.00460382493619094,24.852594810379237,2.63466417649141,0.10601163365811163,0.011238466470861666,25.58892215568862,2.3323039818978653,0.0911450653414636,0.00830742293609967,50.441516966067866,3.422532173578121,0.06785149177572251,0.00460382493619094
Cond4,100,400,10,20,3000,2500,3000,52.400499001996,5.051899688373927,0.09640938129580587,0.009294768801840082,26.175349301397205,3.720405873673073,0.14213395324105504,0.020202060663930422,26.225149700598802,2.440677770711712,0.09306630461888207,0.008661337055414551,52.400499001996,5.051899688373927,0.09640938129580587,0.009294768801840082
Cond4,100,500,10,20,3000,2500,3000,51.454191616766465,3.9861804891265096,0.07747047157626714,0.006001673966249215,25.29221556886228,2.9280095129982646,0.1157672211446352,0.01340204949155087,26.161976047904194,2.673250987384168,0.10218077497239812,0.010440910773959863,51.454191616766465,3.9861804891265096,0.07747047157626714,0.006001673966249215
Cond4,150,50,10,20,3000,2500,3000,58.14730538922156,4.216319075264119,0.07251099680443102,0.005257844657572205,28.965568862275443,1.998786078166387,0.06900558686315297,0.00476177101832815,29.181736526946104,3.080561247592543,0.10556469950813192,0.011143905782242189,58.14730538922156,4.216319075264119,0.07251099680443102,0.005257844657572205
Cond4,150,100,10,20,3000,2500,3000,64.07874251497007,4.5071941310602535,0.07033836736117727,0.004947485923035928,31.46516966067864,2.8008350368555575,0.08901382280978774,0.00792346065121229,32.61357285429141,3.03754934594644,0.09313758291731439,0.008674609351679612,64.07874251497007,4.5071941310602535,0.07033836736117727,0.004947485923035928
Cond4,150,200,10,20,3000,2500,3000,65.34810379241517,4.423646965512523,0.06769357806562655,0.004582420511327076,32.62774451097805,2.9762620556933603,0.09121874957344835,0.008320860273743482,32.720359281437126,2.931339928068621,0.08958764489275108,0.008025946117429668,65.34810379241517,4.423646965512523,0.06769357806562655,0.004582420511327076
Cond4,150,300,10,20,3000,2500,3000,66.71017964071856,4.231195124221328,0.06342652870985062,0.004022924544181505,33.799101796407186,3.192422013225172,0.09445286541799533,0.008921343785669939,32.91107784431137,2.5456370512978177,0.07734894199880564,0.005982858828334599,66.71017964071856,4.231195124221328,0.06342652870985062,0.004022924544181505
Cond4,150,400,10,20,3000,2500,3000,66.30968063872257,3.7041476197374235,0.05586134006464101,0.003120489313817467,33.02275449101796,2.337252769165135,0.07077703859624603,0.0050093891924545,33.28692614770459,2.6079393692328443,0.07834725734844349,0.006138292734023232,66.30968063872257,3.7041476197374235,0.05586134006464101,0.003120489313817467
Cond4,150,500,10,20,3000,2500,3000,66.61407185628741,4.329433123326643,0.06499277108696977,0.0042240602935632535,32.99251497005988,3.88873035398969,0.11786704825378251,0.013892641064059495,33.621556886227545,2.5479204457779985,0.07578234566590542,0.005742963914626773,66.61407185628741,4.329433123326643,0.06499277108696977,0.0042240602935632535
Cond4,200,50,10,20,3000,2500,3000,67.82125748502995,3.328343431577623,0.04907522442078402,0.0024083776519503164,34.33373253493014,2.6943491852027384,0.07847527741009766,0.006158369164591784,33.4875249500998,3.189810540658126,0.09525369657540546,0.00907326671127941,67.82125748502995,3.328343431577623,0.04907522442078402,0.0024083776519503164
Cond4,200,100,10,20,3000,2500,3000,75.3432135728543,4.578221739100601,0.06076488540900393,0.003692371298769379,38.46696606786427,3.7083324909757005,0.09640304058379282,0.009293546233800404,36.87624750499002,2.815845510729426,0.07635932887011866,0.005830747105494937,75.3432135728543,4.578221739100601,0.06076488540900393,0.003692371298769379
Cond4,200,200,10,20,3000,2500,3000,78.84890219560879,4.416752291670079,0.056015393603235916,0.003137724320525443,39.518662674650706,3.548939481639111,0.08980413914450558,0.00806478340748572,39.33023952095808,2.436952663044401,0.06196129727981471,0.003839202360597574,78.84890219560879,4.416752291670079,0.056015393603235916,0.003137724320525443
Cond4,200,300,10,20,3000,2500,3000,79.6700598802395,4.727759237054713,0.05934173068479561,0.003521441000666813,39.95828343313373,3.4390689829284855,0.08606648452963277,0.007407439759289517,39.71177644710579,3.1393593025283355,0.07905361037448963,0.006249473313241614,79.6700598802395,4.727759237054713,0.05934173068479561,0.003521441000666813
Cond4,200,400,10,20,3000,2500,3000,80.19321357285429,3.192485804149921,0.039809924829232554,0.0015848301149091466,40.62415169660678,1.9241332789968388,0.04736426974197116,0.0022433740481902047,39.569061876247495,2.689137110778128,0.06796059808515102,0.004618642892091433,80.19321357285429,3.192485804149921,0.039809924829232554,0.0015848301149091466
Cond4,200,500,10,20,3000,2500,3000,80.37534930139721,4.857498393849699,0.06043517615873377,0.0036524105173371827,39.031536926147695,3.365971459398105,0.08623722570205018,0.007436859096786344,41.343812375249506,3.5088173372773426,0.08486922554287465,0.007202785444247328,80.37534930139721,4.857498393849699,0.06043517615873377,0.0036524105173371827
