mean_total,sd_total,CV_total,CV2_total,mean_pLasGFP,sd_pLasGFP,CV_pLasGFP,CV2_pLasGFP,mean_pLuxGFP,sd_pLuxGFP,CV_pLuxGFP,CV2_pLuxGFP,N,T_end,window_start,window_end,copies
29.38383016983017,2.0312012980005916,0.06912649869880225,0.004778472822355509,14.683724275724277,1.3977451858744228,0.09519010025169372,0.0090611551859275,14.700105894105894,1.4990976837215964,0.10197869964478756,0.010399655181241795,500,6000,3000,4000,10
