time,GLas_mean,GLux_mean,G_total_mean
1636,14.538,14.442,28.98
1637,14.556,14.438,28.994
1638,14.534,14.448,28.982
1639,14.524,14.46,28.984
1640,14.506,14.468,28.974
1641,14.504,14.486,28.99
1642,14.526,14.464,28.99
1643,14.534,14.486,29.02
1644,14.544,14.462,29.006
1645,14.578,14.486,29.064
1646,14.61,14.478,29.088
1647,14.634,14.482,29.116
1648,14.646,14.496,29.142
1649,14.602,14.51,29.112
1650,14.6,14.54,29.14
1651,14.618,14.558,29.176
1652,14.654,14.554,29.208
1653,14.624,14.572,29.196
1654,14.644,14.524,29.168
1655,14.654,14.532,29.186
1656,14.65,14.504,29.154
1657,14.616,14.528,29.144
1658,14.616,14.572,29.188
1659,14.57,14.558,29.128
1660,14.564,14.548,29.112
1661,14.546,14.53,29.076
1662,14.534,14.552,29.086
1663,14.526,14.564,29.09
1664,14.514,14.572,29.086
1665,14.532,14.602,29.134
1666,14.576,14.614,29.19
1667,14.554,14.652,29.206
1668,14.572,14.614,29.186
1669,14.6,14.634,29.234
1670,14.608,14.618,29.226
1671,14.55,14.666,29.216
1672,14.572,14.672,29.244
1673,14.536,14.66,29.196
1674,14.552,14.64,29.192
1675,14.47,14.656,29.126
1676,14.512,14.642,29.154
1677,14.474,14.628,29.102
1678,14.428,14.618,29.046
1679,14.41,14.61,29.02
1680,14.364,14.588,28.952
1681,14.348,14.638,28.986
1682,14.358,14.668,29.026
1683,14.328,14.69,29.018
1684,14.302,14.692,28.994
1685,14.322,14.688,29.01
1686,14.338,14.672,29.01
1687,14.356,14.688,29.044
1688,14.37,14.666,29.036
1689,14.396,14.704,29.1
1690,14.376,14.666,29.042
1691,14.34,14.628,28.968
1692,14.382,14.644,29.026
1693,14.388,14.626,29.014
1694,14.39,14.606,28.996
1695,14.4,14.63,29.03
1696,14.422,14.644,29.066
1697,14.446,14.652,29.098
1698,14.424,14.658,29.082
1699,14.434,14.682,29.116
1700,14.398,14.696,29.094
1701,14.386,14.648,29.034
1702,14.398,14.62,29.018
1703,14.39,14.646,29.036
1704,14.37,14.622,28.992
1705,14.376,14.634,29.01
1706,14.358,14.622,28.98
1707,14.362,14.64,29.002
1708,14.354,14.654,29.008
1709,14.368,14.646,29.014
1710,14.35,14.624,28.974
1711,14.34,14.608,28.948
1712,14.34,14.626,28.966
1713,14.372,14.628,29.0
1714,14.368,14.616,28.984
1715,14.324,14.606,28.93
1716,14.35,14.602,28.952
1717,14.382,14.586,28.968
1718,14.382,14.592,28.974
1719,14.414,14.626,29.04
1720,14.418,14.586,29.004
1721,14.432,14.562,28.994
1722,14.43,14.576,29.006
1723,14.45,14.574,29.024
1724,14.426,14.558,28.984
1725,14.396,14.566,28.962
1726,14.35,14.582,28.932
1727,14.404,14.526,28.93
1728,14.422,14.476,28.898
1729,14.418,14.488,28.906
1730,14.448,14.464,28.912
1731,14.456,14.418,28.874
1732,14.452,14.486,28.938
1733,14.498,14.456,28.954
1734,14.512,14.446,28.958
1735,14.514,14.446,28.96
1736,14.55,14.452,29.002
1737,14.526,14.414,28.94
1738,14.538,14.39,28.928
1739,14.514,14.392,28.906
1740,14.484,14.358,28.842
1741,14.524,14.316,28.84
1742,14.534,14.346,28.88
1743,14.506,14.372,28.878
1744,14.474,14.334,28.808
1745,14.502,14.324,28.826
1746,14.51,14.348,28.858
1747,14.474,14.35,28.824
1748,14.484,14.344,28.828
1749,14.47,14.352,28.822
1750,14.502,14.31,28.812
1751,14.506,14.276,28.782
1752,14.502,14.282,28.784
1753,14.442,14.316,28.758
1754,14.456,14.342,28.798
1755,14.452,14.378,28.83
1756,14.428,14.354,28.782
1757,14.44,14.376,28.816
1758,14.432,14.388,28.82
1759,14.396,14.372,28.768
1760,14.378,14.38,28.758
1761,14.4,14.422,28.822
1762,14.398,14.402,28.8
1763,14.364,14.414,28.778
1764,14.38,14.4,28.78
1765,14.372,14.39,28.762
1766,14.378,14.37,28.748
1767,14.366,14.39,28.756
1768,14.41,14.396,28.806
1769,14.372,14.402,28.774
1770,14.37,14.396,28.766
1771,14.362,14.4,28.762
1772,14.368,14.4,28.768
1773,14.398,14.43,28.828
1774,14.438,14.424,28.862
1775,14.394,14.446,28.84
1776,14.372,14.468,28.84
1777,14.386,14.47,28.856
1778,14.396,14.452,28.848
1779,14.396,14.426,28.822
1780,14.4,14.4,28.8
1781,14.39,14.376,28.766
1782,14.406,14.382,28.788
1783,14.462,14.354,28.816
1784,14.452,14.328,28.78
1785,14.472,14.332,28.804
1786,14.482,14.324,28.806
1787,14.488,14.322,28.81
1788,14.478,14.34,28.818
1789,14.44,14.312,28.752
1790,14.458,14.328,28.786
1791,14.458,14.344,28.802
1792,14.424,14.33,28.754
1793,14.41,14.354,28.764
1794,14.396,14.356,28.752
1795,14.4,14.362,28.762
1796,14.396,14.35,28.746
1797,14.406,14.338,28.744
1798,14.418,14.356,28.774
1799,14.414,14.364,28.778
1800,14.404,14.368,28.772
1801,14.42,14.396,28.816
1802,14.42,14.388,28.808
1803,14.384,14.402,28.786
1804,14.39,14.37,28.76
1805,14.382,14.366,28.748
1806,14.392,14.368,28.76
1807,14.382,14.36,28.742
1808,14.34,14.378,28.718
1809,14.312,14.384,28.696
1810,14.316,14.37,28.686
1811,14.358,14.358,28.716
1812,14.348,14.372,28.72
1813,14.358,14.4,28.758
1814,14.346,14.434,28.78
1815,14.37,14.426,28.796
1816,14.356,14.42,28.776
1817,14.362,14.412,28.774
1818,14.352,14.372,28.724
1819,14.326,14.358,28.684
1820,14.29,14.35,28.64
1821,14.25,14.324,28.574
1822,14.25,14.36,28.61
1823,14.274,14.328,28.602
1824,14.282,14.342,28.624
1825,14.292,14.344,28.636
1826,14.29,14.332,28.622
1827,14.294,14.32,28.614
1828,14.286,14.37,28.656
1829,14.272,14.382,28.654
1830,14.266,14.352,28.618
1831,14.298,14.38,28.678
1832,14.324,14.388,28.712
1833,14.344,14.368,28.712
1834,14.344,14.36,28.704
1835,14.366,14.366,28.732
1836,14.384,14.37,28.754
1837,14.414,14.344,28.758
1838,14.438,14.364,28.802
1839,14.412,14.392,28.804
1840,14.436,14.474,28.91
1841,14.414,14.506,28.92
1842,14.396,14.458,28.854
1843,14.386,14.476,28.862
1844,14.41,14.512,28.922
1845,14.404,14.554,28.958
1846,14.394,14.638,29.032
1847,14.424,14.658,29.082
1848,14.434,14.708,29.142
1849,14.452,14.722,29.174
1850,14.494,14.748,29.242
1851,14.486,14.764,29.25
1852,14.482,14.744,29.226
1853,14.474,14.758,29.232
1854,14.498,14.762,29.26
1855,14.51,14.686,29.196
1856,14.492,14.72,29.212
1857,14.508,14.724,29.232
1858,14.504,14.712,29.216
1859,14.476,14.726,29.202
1860,14.498,14.744,29.242
1861,14.51,14.708,29.218
1862,14.52,14.712,29.232
1863,14.556,14.69,29.246
1864,14.548,14.7,29.248
1865,14.558,14.704,29.262
1866,14.548,14.732,29.28
1867,14.566,14.706,29.272
1868,14.58,14.664,29.244
1869,14.542,14.644,29.186
1870,14.576,14.668,29.244
1871,14.56,14.682,29.242
1872,14.566,14.688,29.254
1873,14.536,14.704,29.24
1874,14.524,14.71,29.234
1875,14.594,14.67,29.264
1876,14.574,14.65,29.224
1877,14.568,14.634,29.202
1878,14.562,14.618,29.18
1879,14.558,14.59,29.148
1880,14.596,14.542,29.138
1881,14.594,14.542,29.136
1882,14.58,14.514,29.094
1883,14.554,14.514,29.068
1884,14.556,14.528,29.084
1885,14.536,14.56,29.096
1886,14.534,14.518,29.052
1887,14.514,14.57,29.084
1888,14.544,14.574,29.118
1889,14.518,14.558,29.076
1890,14.494,14.582,29.076
1891,14.5,14.57,29.07
1892,14.478,14.576,29.054
1893,14.458,14.596,29.054
1894,14.446,14.582,29.028
1895,14.438,14.572,29.01
1896,14.424,14.596,29.02
1897,14.398,14.592,28.99
1898,14.436,14.63,29.066
1899,14.438,14.566,29.004
1900,14.484,14.536,29.02
1901,14.5,14.486,28.986
1902,14.486,14.474,28.96
1903,14.474,14.506,28.98
1904,14.478,14.5,28.978
1905,14.48,14.58,29.06
1906,14.484,14.564,29.048
1907,14.52,14.54,29.06
1908,14.516,14.538,29.054
1909,14.51,14.566,29.076
1910,14.486,14.572,29.058
1911,14.5,14.636,29.136
1912,14.516,14.652,29.168
1913,14.494,14.67,29.164
1914,14.474,14.62,29.094
1915,14.494,14.562,29.056
1916,14.462,14.598,29.06
1917,14.466,14.604,29.07
1918,14.46,14.61,29.07
1919,14.458,14.648,29.106
1920,14.464,14.62,29.084
1921,14.51,14.598,29.108
1922,14.5,14.574,29.074
1923,14.482,14.548,29.03
1924,14.478,14.55,29.028
1925,14.498,14.55,29.048
1926,14.522,14.578,29.1
1927,14.51,14.552,29.062
1928,14.514,14.562,29.076
1929,14.518,14.56,29.078
1930,14.51,14.59,29.1
1931,14.516,14.578,29.094
1932,14.496,14.578,29.074
1933,14.49,14.566,29.056
1934,14.52,14.58,29.1
1935,14.508,14.546,29.054
1936,14.524,14.54,29.064
1937,14.554,14.486,29.04
1938,14.554,14.506,29.06
1939,14.58,14.496,29.076
1940,14.58,14.508,29.088
1941,14.576,14.494,29.07
1942,14.584,14.48,29.064
1943,14.574,14.48,29.054
1944,14.58,14.484,29.064
1945,14.568,14.468,29.036
1946,14.566,14.51,29.076
1947,14.548,14.508,29.056
1948,14.522,14.534,29.056
1949,14.53,14.574,29.104
1950,14.598,14.59,29.188
1951,14.588,14.546,29.134
1952,14.606,14.552,29.158
1953,14.62,14.602,29.222
1954,14.596,14.616,29.212
1955,14.588,14.6,29.188
1956,14.57,14.58,29.15
1957,14.542,14.632,29.174
1958,14.524,14.63,29.154
1959,14.544,14.588,29.132
1960,14.56,14.588,29.148
1961,14.578,14.564,29.142
1962,14.522,14.584,29.106
1963,14.506,14.554,29.06
1964,14.518,14.556,29.074
1965,14.476,14.496,28.972
1966,14.504,14.506,29.01
1967,14.496,14.496,28.992
1968,14.552,14.476,29.028
1969,14.538,14.446,28.984
1970,14.556,14.434,28.99
1971,14.566,14.456,29.022
1972,14.592,14.426,29.018
1973,14.562,14.408,28.97
1974,14.522,14.432,28.954
1975,14.536,14.38,28.916
1976,14.494,14.382,28.876
1977,14.508,14.376,28.884
1978,14.504,14.398,28.902
1979,14.506,14.364,28.87
1980,14.506,14.394,28.9
1981,14.492,14.402,28.894
1982,14.528,14.404,28.932
1983,14.454,14.45,28.904
1984,14.446,14.446,28.892
1985,14.424,14.416,28.84
1986,14.464,14.42,28.884
1987,14.452,14.474,28.926
1988,14.442,14.462,28.904
1989,14.432,14.394,28.826
1990,14.432,14.41,28.842
1991,14.442,14.342,28.784
1992,14.426,14.352,28.778
1993,14.438,14.362,28.8
1994,14.424,14.376,28.8
1995,14.41,14.394,28.804
1996,14.41,14.378,28.788
1997,14.452,14.4,28.852
1998,14.446,14.42,28.866
1999,14.416,14.44,28.856
2000,14.426,14.43,28.856
2001,14.442,14.448,28.89
2002,14.428,14.426,28.854
2003,14.42,14.422,28.842
2004,14.358,14.47,28.828
2005,14.352,14.448,28.8
2006,14.344,14.464,28.808
2007,14.33,14.488,28.818
2008,14.338,14.462,28.8
2009,14.348,14.434,28.782
2010,14.342,14.45,28.792
2011,14.332,14.458,28.79
2012,14.324,14.442,28.766
2013,14.38,14.43,28.81
2014,14.356,14.436,28.792
2015,14.312,14.416,28.728
2016,14.306,14.39,28.696
2017,14.318,14.41,28.728
2018,14.318,14.37,28.688
2019,14.336,14.382,28.718
2020,14.32,14.43,28.75
2021,14.354,14.444,28.798
2022,14.356,14.394,28.75
2023,14.326,14.394,28.72
2024,14.322,14.38,28.702
2025,14.334,14.408,28.742
2026,14.364,14.418,28.782
2027,14.32,14.436,28.756
2028,14.322,14.48,28.802
2029,14.332,14.49,28.822
2030,14.338,14.51,28.848
2031,14.34,14.53,28.87
2032,14.336,14.488,28.824
2033,14.344,14.496,28.84
2034,14.348,14.496,28.844
2035,14.356,14.45,28.806
2036,14.368,14.448,28.816
2037,14.39,14.45,28.84
2038,14.346,14.426,28.772
2039,14.328,14.412,28.74
2040,14.324,14.39,28.714
2041,14.38,14.398,28.778
2042,14.358,14.408,28.766
2043,14.338,14.408,28.746
2044,14.362,14.384,28.746
2045,14.398,14.438,28.836
2046,14.432,14.418,28.85
2047,14.44,14.396,28.836
2048,14.426,14.416,28.842
2049,14.416,14.402,28.818
2050,14.418,14.378,28.796
2051,14.426,14.366,28.792
2052,14.448,14.37,28.818
2053,14.446,14.378,28.824
2054,14.446,14.408,28.854
2055,14.458,14.42,28.878
2056,14.472,14.396,28.868
2057,14.456,14.412,28.868
2058,14.446,14.452,28.898
2059,14.456,14.454,28.91
2060,14.466,14.432,28.898
2061,14.474,14.474,28.948
2062,14.482,14.528,29.01
2063,14.44,14.492,28.932
2064,14.44,14.47,28.91
2065,14.462,14.476,28.938
2066,14.466,14.468,28.934
2067,14.452,14.496,28.948
2068,14.458,14.496,28.954
2069,14.476,14.502,28.978
2070,14.458,14.496,28.954
2071,14.458,14.532,28.99
2072,14.462,14.518,28.98
2073,14.504,14.492,28.996
2074,14.508,14.492,29.0
2075,14.482,14.506,28.988
2076,14.468,14.502,28.97
2077,14.422,14.524,28.946
2078,14.422,14.484,28.906
2079,14.402,14.498,28.9
2080,14.42,14.496,28.916
2081,14.458,14.496,28.954
2082,14.47,14.48,28.95
2083,14.454,14.474,28.928
2084,14.458,14.48,28.938
2085,14.476,14.446,28.922
2086,14.464,14.446,28.91
2087,14.42,14.454,28.874
2088,14.438,14.456,28.894
2089,14.442,14.46,28.902
2090,14.474,14.45,28.924
2091,14.452,14.44,28.892
2092,14.446,14.43,28.876
2093,14.456,14.434,28.89
2094,14.486,14.422,28.908
2095,14.49,14.452,28.942
2096,14.482,14.468,28.95
2097,14.474,14.486,28.96
2098,14.46,14.512,28.972
2099,14.516,14.53,29.046
2100,14.514,14.506,29.02
2101,14.504,14.518,29.022
2102,14.498,14.556,29.054
2103,14.49,14.572,29.062
2104,14.524,14.596,29.12
2105,14.54,14.596,29.136
2106,14.536,14.608,29.144
2107,14.558,14.638,29.196
2108,14.51,14.642,29.152
2109,14.476,14.632,29.108
2110,14.472,14.626,29.098
2111,14.506,14.628,29.134
2112,14.496,14.58,29.076
2113,14.468,14.562,29.03
2114,14.478,14.562,29.04
2115,14.486,14.562,29.048
2116,14.486,14.542,29.028
2117,14.478,14.574,29.052
2118,14.502,14.582,29.084
2119,14.462,14.614,29.076
2120,14.478,14.578,29.056
2121,14.476,14.566,29.042
2122,14.478,14.574,29.052
2123,14.48,14.6,29.08
2124,14.476,14.6,29.076
2125,14.502,14.616,29.118
2126,14.542,14.634,29.176
2127,14.56,14.646,29.206
2128,14.538,14.668,29.206
2129,14.562,14.67,29.232
2130,14.49,14.656,29.146
2131,14.464,14.688,29.152
2132,14.444,14.724,29.168
2133,14.454,14.698,29.152
2134,14.494,14.728,29.222
2135,14.436,14.738,29.174
2136,14.418,14.726,29.144
2137,14.446,14.72,29.166
2138,14.466,14.714,29.18
2139,14.478,14.77,29.248
2140,14.502,14.77,29.272
2141,14.482,14.748,29.23
2142,14.452,14.784,29.236
2143,14.48,14.754,29.234
2144,14.484,14.766,29.25
2145,14.49,14.734,29.224
2146,14.502,14.724,29.226
2147,14.534,14.756,29.29
2148,14.506,14.738,29.244
2149,14.53,14.72,29.25
2150,14.546,14.732,29.278
2151,14.564,14.732,29.296
2152,14.576,14.722,29.298
2153,14.584,14.72,29.304
2154,14.58,14.678,29.258
2155,14.626,14.644,29.27
2156,14.628,14.658,29.286
2157,14.65,14.664,29.314
2158,14.65,14.688,29.338
2159,14.624,14.65,29.274
2160,14.63,14.64,29.27
2161,14.622,14.626,29.248
2162,14.636,14.618,29.254
2163,14.616,14.642,29.258
2164,14.608,14.676,29.284
2165,14.57,14.686,29.256
2166,14.59,14.72,29.31
2167,14.552,14.704,29.256
2168,14.514,14.752,29.266
2169,14.546,14.732,29.278
2170,14.548,14.724,29.272
2171,14.536,14.684,29.22
2172,14.554,14.7,29.254
2173,14.516,14.728,29.244
2174,14.51,14.726,29.236
2175,14.54,14.702,29.242
2176,14.492,14.738,29.23
2177,14.512,14.73,29.242
2178,14.522,14.692,29.214
2179,14.514,14.718,29.232
2180,14.54,14.768,29.308
2181,14.52,14.796,29.316
2182,14.52,14.766,29.286
2183,14.534,14.73,29.264
2184,14.582,14.716,29.298
2185,14.596,14.706,29.302
2186,14.572,14.686,29.258
2187,14.578,14.706,29.284
2188,14.55,14.682,29.232
2189,14.564,14.696,29.26
2190,14.568,14.694,29.262
2191,14.562,14.732,29.294
2192,14.54,14.734,29.274
2193,14.53,14.748,29.278
2194,14.578,14.742,29.32
2195,14.576,14.73,29.306
2196,14.612,14.714,29.326
2197,14.62,14.75,29.37
2198,14.588,14.742,29.33
2199,14.61,14.734,29.344
2200,14.624,14.706,29.33
2201,14.652,14.744,29.396
2202,14.694,14.744,29.438
2203,14.67,14.758,29.428
2204,14.644,14.74,29.384
2205,14.662,14.712,29.374
2206,14.684,14.77,29.454
2207,14.696,14.754,29.45
2208,14.71,14.794,29.504
2209,14.684,14.762,29.446
2210,14.724,14.81,29.534
2211,14.738,14.786,29.524
2212,14.756,14.77,29.526
2213,14.748,14.756,29.504
2214,14.724,14.756,29.48
2215,14.734,14.744,29.478
2216,14.742,14.746,29.488
2217,14.748,14.746,29.494
2218,14.752,14.74,29.492
2219,14.766,14.784,29.55
2220,14.724,14.796,29.52
2221,14.696,14.772,29.468
2222,14.692,14.794,29.486
2223,14.666,14.742,29.408
2224,14.682,14.704,29.386
2225,14.694,14.724,29.418
2226,14.714,14.732,29.446
2227,14.714,14.71,29.424
2228,14.728,14.754,29.482
2229,14.736,14.766,29.502
2230,14.77,14.746,29.516
2231,14.778,14.714,29.492
2232,14.72,14.728,29.448
2233,14.748,14.732,29.48
2234,14.758,14.76,29.518
2235,14.724,14.758,29.482
2236,14.73,14.724,29.454
2237,14.718,14.71,29.428
2238,14.698,14.692,29.39
2239,14.692,14.676,29.368
2240,14.702,14.682,29.384
2241,14.692,14.672,29.364
2242,14.71,14.698,29.408
2243,14.706,14.678,29.384
2244,14.696,14.684,29.38
2245,14.686,14.71,29.396
2246,14.726,14.75,29.476
2247,14.736,14.776,29.512
2248,14.732,14.77,29.502
2249,14.74,14.828,29.568
2250,14.732,14.834,29.566
2251,14.702,14.846,29.548
2252,14.708,14.814,29.522
2253,14.724,14.776,29.5
2254,14.682,14.81,29.492
2255,14.706,14.84,29.546
2256,14.664,14.828,29.492
2257,14.664,14.788,29.452
2258,14.688,14.748,29.436
2259,14.674,14.738,29.412
2260,14.644,14.718,29.362
2261,14.642,14.718,29.36
2262,14.648,14.7,29.348
2263,14.618,14.702,29.32
2264,14.654,14.754,29.408
2265,14.648,14.72,29.368
2266,14.656,14.71,29.366
2267,14.676,14.7,29.376
2268,14.726,14.738,29.464
2269,14.732,14.726,29.458
2270,14.73,14.754,29.484
2271,14.752,14.728,29.48
2272,14.774,14.72,29.494
2273,14.786,14.73,29.516
2274,14.774,14.73,29.504
2275,14.726,14.688,29.414
2276,14.744,14.658,29.402
2277,14.75,14.662,29.412
2278,14.728,14.662,29.39
2279,14.72,14.642,29.362
2280,14.754,14.666,29.42
2281,14.736,14.656,29.392
2282,14.726,14.642,29.368
2283,14.718,14.63,29.348
2284,14.714,14.622,29.336
2285,14.692,14.606,29.298
2286,14.658,14.628,29.286
2287,14.668,14.634,29.302
2288,14.688,14.624,29.312
2289,14.728,14.63,29.358
2290,14.732,14.636,29.368
2291,14.728,14.628,29.356
2292,14.752,14.626,29.378
2293,14.738,14.628,29.366
2294,14.728,14.634,29.362
2295,14.722,14.656,29.378
2296,14.742,14.644,29.386
2297,14.724,14.668,29.392
2298,14.722,14.688,29.41
2299,14.75,14.724,29.474
2300,14.75,14.69,29.44
2301,14.764,14.66,29.424
2302,14.726,14.694,29.42
2303,14.744,14.67,29.414
2304,14.728,14.622,29.35
2305,14.722,14.628,29.35
2306,14.758,14.596,29.354
2307,14.746,14.584,29.33
2308,14.786,14.588,29.374
2309,14.81,14.588,29.398
2310,14.782,14.6,29.382
2311,14.782,14.574,29.356
2312,14.796,14.576,29.372
2313,14.836,14.554,29.39
2314,14.82,14.554,29.374
2315,14.786,14.598,29.384
2316,14.784,14.61,29.394
2317,14.778,14.6,29.378
2318,14.768,14.598,29.366
2319,14.758,14.6,29.358
2320,14.742,14.564,29.306
2321,14.734,14.558,29.292
2322,14.708,14.582,29.29
2323,14.712,14.552,29.264
2324,14.714,14.584,29.298
2325,14.716,14.546,29.262
2326,14.74,14.568,29.308
2327,14.73,14.548,29.278
2328,14.73,14.552,29.282
2329,14.736,14.616,29.352
2330,14.73,14.642,29.372
2331,14.704,14.632,29.336
2332,14.738,14.624,29.362
2333,14.748,14.59,29.338
2334,14.726,14.566,29.292
2335,14.694,14.56,29.254
2336,14.704,14.536,29.24
2337,14.748,14.544,29.292
2338,14.782,14.538,29.32
2339,14.752,14.482,29.234
2340,14.766,14.5,29.266
2341,14.77,14.548,29.318
2342,14.708,14.566,29.274
2343,14.722,14.572,29.294
2344,14.73,14.566,29.296
2345,14.722,14.57,29.292
2346,14.718,14.552,29.27
2347,14.706,14.55,29.256
2348,14.732,14.568,29.3
2349,14.684,14.538,29.222
2350,14.686,14.534,29.22
2351,14.686,14.532,29.218
2352,14.726,14.51,29.236
2353,14.752,14.494,29.246
2354,14.758,14.516,29.274
2355,14.75,14.48,29.23
2356,14.728,14.47,29.198
2357,14.766,14.492,29.258
2358,14.74,14.478,29.218
2359,14.74,14.462,29.202
2360,14.724,14.486,29.21
2361,14.716,14.494,29.21
2362,14.684,14.496,29.18
2363,14.656,14.494,29.15
2364,14.6,14.47,29.07
2365,14.622,14.502,29.124
2366,14.656,14.46,29.116
2367,14.626,14.472,29.098
2368,14.622,14.474,29.096
2369,14.604,14.492,29.096
2370,14.596,14.476,29.072
2371,14.552,14.5,29.052
2372,14.564,14.502,29.066
2373,14.572,14.48,29.052
2374,14.584,14.446,29.03
2375,14.61,14.428,29.038
2376,14.59,14.408,28.998
2377,14.566,14.394,28.96
2378,14.544,14.434,28.978
2379,14.528,14.422,28.95
2380,14.54,14.412,28.952
2381,14.528,14.422,28.95
2382,14.506,14.434,28.94
2383,14.468,14.408,28.876
2384,14.49,14.388,28.878
2385,14.478,14.412,28.89
2386,14.462,14.416,28.878
2387,14.444,14.392,28.836
2388,14.466,14.37,28.836
2389,14.468,14.378,28.846
2390,14.454,14.368,28.822
2391,14.446,14.388,28.834
2392,14.416,14.384,28.8
2393,14.438,14.364,28.802
2394,14.428,14.37,28.798
2395,14.426,14.39,28.816
2396,14.442,14.384,28.826
2397,14.416,14.412,28.828
2398,14.432,14.416,28.848
2399,14.458,14.452,28.91
2400,14.46,14.484,28.944
2401,14.516,14.472,28.988
2402,14.54,14.488,29.028
2403,14.558,14.498,29.056
2404,14.57,14.546,29.116
2405,14.568,14.542,29.11
2406,14.55,14.524,29.074
2407,14.522,14.48,29.002
2408,14.528,14.478,29.006
2409,14.52,14.444,28.964
2410,14.54,14.456,28.996
2411,14.534,14.464,28.998
2412,14.528,14.468,28.996
2413,14.554,14.442,28.996
2414,14.538,14.41,28.948
2415,14.55,14.416,28.966
2416,14.532,14.38,28.912
2417,14.566,14.428,28.994
2418,14.57,14.45,29.02
2419,14.566,14.478,29.044
2420,14.568,14.418,28.986
2421,14.578,14.412,28.99
2422,14.574,14.436,29.01
2423,14.558,14.438,28.996
2424,14.524,14.442,28.966
2425,14.508,14.452,28.96
2426,14.53,14.432,28.962
2427,14.484,14.42,28.904
2428,14.514,14.404,28.918
2429,14.53,14.394,28.924
2430,14.55,14.372,28.922
2431,14.57,14.336,28.906
2432,14.578,14.332,28.91
2433,14.586,14.368,28.954
2434,14.578,14.4,28.978
2435,14.594,14.388,28.982
2436,14.568,14.404,28.972
2437,14.592,14.462,29.054
2438,14.62,14.434,29.054
2439,14.586,14.402,28.988
2440,14.608,14.434,29.042
2441,14.608,14.386,28.994
2442,14.598,14.41,29.008
2443,14.616,14.438,29.054
2444,14.658,14.426,29.084
2445,14.64,14.43,29.07
2446,14.674,14.404,29.078
2447,14.696,14.402,29.098
2448,14.734,14.418,29.152
2449,14.7,14.418,29.118
2450,14.692,14.426,29.118
2451,14.706,14.414,29.12
2452,14.734,14.444,29.178
2453,14.732,14.458,29.19
2454,14.778,14.48,29.258
2455,14.812,14.498,29.31
2456,14.75,14.472,29.222
2457,14.74,14.442,29.182
2458,14.752,14.434,29.186
2459,14.68,14.448,29.128
2460,14.708,14.464,29.172
2461,14.708,14.486,29.194
2462,14.716,14.454,29.17
2463,14.772,14.406,29.178
2464,14.768,14.426,29.194
2465,14.822,14.46,29.282
2466,14.824,14.454,29.278
2467,14.82,14.428,29.248
2468,14.802,14.45,29.252
2469,14.784,14.462,29.246
2470,14.746,14.468,29.214
2471,14.764,14.454,29.218
2472,14.754,14.446,29.2
2473,14.768,14.424,29.192
2474,14.752,14.432,29.184
2475,14.764,14.434,29.198
2476,14.748,14.46,29.208
2477,14.764,14.46,29.224
2478,14.764,14.428,29.192
2479,14.774,14.446,29.22
2480,14.8,14.458,29.258
2481,14.804,14.47,29.274
2482,14.826,14.47,29.296
2483,14.842,14.482,29.324
2484,14.854,14.428,29.282
2485,14.836,14.44,29.276
2486,14.852,14.496,29.348
2487,14.886,14.466,29.352
2488,14.936,14.458,29.394
2489,14.926,14.446,29.372
2490,14.904,14.414,29.318
2491,14.86,14.424,29.284
2492,14.876,14.418,29.294
2493,14.898,14.452,29.35
2494,14.912,14.46,29.372
2495,14.89,14.43,29.32
2496,14.918,14.442,29.36
2497,14.92,14.454,29.374
2498,14.886,14.44,29.326
2499,14.868,14.44,29.308
2500,14.882,14.402,29.284
2501,14.882,14.412,29.294
2502,14.864,14.368,29.232
2503,14.9,14.354,29.254
2504,14.85,14.342,29.192
2505,14.852,14.326,29.178
2506,14.846,14.304,29.15
2507,14.864,14.316,29.18
2508,14.862,14.294,29.156
2509,14.838,14.23,29.068
2510,14.844,14.226,29.07
2511,14.826,14.224,29.05
2512,14.82,14.206,29.026
2513,14.82,14.18,29.0
2514,14.824,14.188,29.012
2515,14.82,14.172,28.992
2516,14.82,14.188,29.008
2517,14.84,14.19,29.03
2518,14.822,14.188,29.01
2519,14.806,14.216,29.022
2520,14.784,14.214,28.998
2521,14.77,14.248,29.018
2522,14.722,14.254,28.976
2523,14.766,14.244,29.01
2524,14.756,14.256,29.012
2525,14.738,14.266,29.004
2526,14.74,14.282,29.022
2527,14.732,14.284,29.016
2528,14.748,14.302,29.05
2529,14.772,14.3,29.072
2530,14.804,14.308,29.112
2531,14.828,14.29,29.118
2532,14.806,14.262,29.068
2533,14.816,14.254,29.07
2534,14.8,14.252,29.052
2535,14.822,14.302,29.124
2536,14.83,14.336,29.166
2537,14.846,14.358,29.204
2538,14.796,14.348,29.144
2539,14.83,14.374,29.204
2540,14.798,14.374,29.172
2541,14.748,14.398,29.146
2542,14.726,14.392,29.118
2543,14.758,14.416,29.174
2544,14.778,14.436,29.214
2545,14.802,14.478,29.28
2546,14.79,14.45,29.24
2547,14.75,14.446,29.196
2548,14.748,14.42,29.168
2549,14.776,14.46,29.236
2550,14.8,14.52,29.32
2551,14.822,14.524,29.346
2552,14.826,14.49,29.316
2553,14.804,14.514,29.318
2554,14.802,14.556,29.358
2555,14.786,14.562,29.348
2556,14.738,14.55,29.288
2557,14.72,14.53,29.25
2558,14.71,14.52,29.23
2559,14.744,14.538,29.282
2560,14.728,14.518,29.246
2561,14.698,14.522,29.22
2562,14.724,14.506,29.23
2563,14.716,14.494,29.21
2564,14.748,14.528,29.276
2565,14.762,14.54,29.302
2566,14.756,14.566,29.322
