time,GA_mean,GB_mean
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.002
10,0.0,0.002
11,0.0,0.002
12,0.0,0.004
13,0.0,0.01
14,0.0,0.012
15,0.0,0.014
16,0.0,0.018
17,0.0,0.024
18,0.0,0.03
19,0.0,0.032
20,0.0,0.042
21,0.0,0.048
22,0.0,0.054
23,0.0,0.066
24,0.0,0.07
25,0.0,0.072
26,0.0,0.086
27,0.0,0.1
28,0.0,0.112
29,0.0,0.118
30,0.0,0.124
31,0.0,0.136
32,0.0,0.142
33,0.0,0.152
34,0.0,0.166
35,0.0,0.182
36,0.0,0.196
37,0.0,0.218
38,0.0,0.23
39,0.0,0.25
40,0.0,0.276
41,0.0,0.296
42,0.0,0.306
43,0.0,0.336
44,0.0,0.346
45,0.0,0.382
46,0.0,0.42
47,0.0,0.432
48,0.0,0.466
49,0.0,0.49
50,0.0,0.522
51,0.0,0.562
52,0.0,0.58
53,0.0,0.616
54,0.0,0.652
55,0.0,0.67
56,0.0,0.688
57,0.0,0.712
58,0.0,0.738
59,0.0,0.776
60,0.0,0.798
61,0.0,0.838
62,0.0,0.87
63,0.0,0.912
64,0.0,0.972
65,0.0,1.024
66,0.0,1.076
67,0.0,1.126
68,0.0,1.158
69,0.0,1.2
70,0.0,1.228
71,0.0,1.258
72,0.0,1.3
73,0.0,1.356
74,0.0,1.412
75,0.0,1.474
76,0.0,1.51
77,0.0,1.536
78,0.0,1.58
79,0.0,1.64
80,0.0,1.67
81,0.0,1.688
82,0.0,1.738
83,0.0,1.776
84,0.0,1.824
85,0.0,1.89
86,0.0,1.914
87,0.0,1.97
88,0.0,2.026
89,0.0,2.086
90,0.0,2.144
91,0.0,2.174
92,0.0,2.214
93,0.0,2.25
94,0.0,2.328
95,0.0,2.372
96,0.0,2.424
97,0.0,2.476
98,0.0,2.544
99,0.0,2.586
100,0.0,2.644
101,0.0,2.694
102,0.0,2.762
103,0.0,2.824
104,0.0,2.9
105,0.0,2.954
106,0.0,3.038
107,0.0,3.094
108,0.0,3.172
109,0.0,3.246
110,0.0,3.306
111,0.0,3.388
112,0.0,3.426
113,0.0,3.486
114,0.0,3.532
115,0.0,3.602
116,0.0,3.662
117,0.0,3.722
118,0.0,3.762
119,0.0,3.808
120,0.0,3.876
121,0.0,3.95
122,0.0,4.018
123,0.0,4.086
124,0.0,4.164
125,0.0,4.234
126,0.0,4.28
127,0.0,4.352
128,0.0,4.424
129,0.0,4.502
130,0.0,4.574
131,0.0,4.65
132,0.0,4.76
133,0.0,4.804
134,0.0,4.894
135,0.0,4.992
136,0.0,5.092
137,0.0,5.156
138,0.0,5.244
139,0.0,5.308
140,0.0,5.388
141,0.0,5.422
142,0.0,5.49
143,0.0,5.598
144,0.0,5.642
145,0.0,5.72
146,0.0,5.792
147,0.0,5.838
148,0.0,5.932
149,0.0,6.016
150,0.0,6.112
151,0.0,6.162
152,0.0,6.254
153,0.0,6.342
154,0.0,6.426
155,0.0,6.478
156,0.0,6.552
157,0.0,6.656
158,0.0,6.698
159,0.0,6.798
160,0.0,6.924
161,0.0,7.002
162,0.0,7.078
163,0.0,7.156
164,0.0,7.238
165,0.0,7.286
166,0.0,7.418
167,0.0,7.52
168,0.0,7.608
169,0.0,7.712
170,0.0,7.798
171,0.0,7.884
172,0.0,7.984
173,0.0,8.078
174,0.0,8.178
175,0.0,8.248
176,0.0,8.356
177,0.0,8.47
178,0.0,8.538
179,0.0,8.626
180,0.0,8.744
181,0.0,8.832
182,0.0,8.964
183,0.0,9.02
184,0.0,9.154
185,0.0,9.204
186,0.0,9.264
187,0.0,9.346
188,0.0,9.408
189,0.0,9.488
190,0.0,9.53
191,0.0,9.62
192,0.0,9.738
193,0.0,9.82
194,0.0,9.94
195,0.0,10.044
196,0.0,10.128
197,0.0,10.17
198,0.0,10.306
199,0.0,10.392
200,0.0,10.484
201,0.0,10.518
202,0.0,10.556
203,0.0,10.634
204,0.0,10.728
205,0.0,10.834
206,0.0,10.944
207,0.0,11.06
208,0.0,11.154
209,0.0,11.234
210,0.0,11.314
211,0.0,11.434
212,0.0,11.508
213,0.0,11.582
214,0.0,11.704
215,0.0,11.794
216,0.0,11.892
217,0.0,12.054
218,0.0,12.154
219,0.0,12.24
220,0.0,12.326
221,0.0,12.436
222,0.0,12.512
223,0.0,12.642
224,0.0,12.734
225,0.0,12.802
226,0.0,12.89
227,0.0,12.994
228,0.0,13.098
229,0.0,13.232
230,0.0,13.308
231,0.0,13.436
232,0.0,13.6
233,0.0,13.704
234,0.0,13.78
235,0.0,13.892
236,0.0,14.0
237,0.0,14.086
238,0.0,14.188
239,0.0,14.334
240,0.0,14.444
241,0.0,14.528
242,0.0,14.648
243,0.0,14.794
244,0.0,14.898
245,0.0,14.988
246,0.0,15.128
247,0.0,15.222
248,0.0,15.332
249,0.0,15.448
250,0.0,15.57
251,0.0,15.674
252,0.0,15.762
253,0.0,15.92
254,0.0,16.018
255,0.0,16.156
256,0.0,16.2
257,0.0,16.298
258,0.0,16.412
259,0.0,16.508
260,0.0,16.62
261,0.0,16.78
262,0.0,16.878
263,0.0,16.988
264,0.0,17.12
265,0.0,17.214
266,0.0,17.262
267,0.0,17.368
268,0.0,17.506
269,0.0,17.59
270,0.0,17.646
271,0.0,17.798
272,0.0,17.942
273,0.0,18.086
274,0.0,18.18
275,0.0,18.288
276,0.0,18.384
277,0.0,18.494
278,0.0,18.612
279,0.0,18.682
280,0.0,18.802
281,0.0,18.87
282,0.0,18.976
283,0.0,19.064
284,0.0,19.154
285,0.0,19.278
286,0.0,19.348
287,0.0,19.418
288,0.0,19.586
289,0.0,19.646
290,0.0,19.79
291,0.0,19.874
292,0.0,20.018
293,0.0,20.094
294,0.0,20.186
295,0.0,20.292
296,0.0,20.382
297,0.0,20.448
298,0.0,20.52
299,0.0,20.63
300,0.0,20.772
301,0.0,20.854
302,0.0,20.92
303,0.0,21.01
304,0.0,21.11
305,0.0,21.244
306,0.0,21.362
307,0.0,21.504
308,0.0,21.568
309,0.0,21.65
310,0.0,21.758
311,0.0,21.836
312,0.0,21.934
313,0.0,22.028
314,0.0,22.126
315,0.0,22.234
316,0.0,22.394
317,0.0,22.49
318,0.0,22.608
319,0.0,22.76
320,0.0,22.822
321,0.0,22.96
322,0.0,23.068
323,0.0,23.174
324,0.0,23.282
325,0.0,23.428
326,0.0,23.59
327,0.0,23.72
328,0.0,23.806
329,0.0,23.95
330,0.0,24.078
331,0.0,24.186
332,0.0,24.278
333,0.0,24.38
334,0.0,24.47
335,0.0,24.632
336,0.0,24.716
337,0.0,24.808
338,0.0,24.882
339,0.0,25.038
340,0.0,25.16
341,0.0,25.3
342,0.0,25.344
343,0.0,25.472
344,0.0,25.54
345,0.0,25.658
346,0.0,25.772
347,0.0,25.864
348,0.0,25.986
349,0.0,26.108
350,0.0,26.3
351,0.0,26.45
352,0.0,26.54
353,0.0,26.668
354,0.0,26.772
355,0.0,26.888
356,0.0,26.968
357,0.0,27.104
358,0.0,27.222
359,0.0,27.336
360,0.0,27.42
361,0.0,27.518
362,0.0,27.63
363,0.0,27.71
364,0.0,27.846
365,0.0,27.952
366,0.0,28.062
367,0.0,28.09
368,0.0,28.2
369,0.0,28.29
370,0.0,28.434
371,0.0,28.594
372,0.0,28.716
373,0.0,28.866
374,0.0,28.986
375,0.0,29.05
376,0.0,29.104
377,0.0,29.128
378,0.0,29.256
379,0.0,29.3
380,0.0,29.492
381,0.0,29.59
382,0.0,29.714
383,0.0,29.764
384,0.0,29.824
385,0.0,29.894
386,0.0,29.98
387,0.0,30.136
388,0.0,30.18
389,0.0,30.294
390,0.0,30.34
391,0.0,30.44
392,0.0,30.568
393,0.0,30.654
394,0.0,30.736
395,0.0,30.786
396,0.0,30.916
397,0.0,31.002
398,0.0,31.018
399,0.0,31.04
400,0.0,31.078
401,0.0,31.222
402,0.0,31.326
403,0.0,31.374
404,0.0,31.43
405,0.0,31.548
406,0.0,31.576
407,0.0,31.614
408,0.0,31.694
409,0.0,31.76
410,0.0,31.8
411,0.0,31.904
412,0.0,31.95
413,0.0,32.032
414,0.0,32.078
415,0.0,32.17
416,0.0,32.23
417,0.0,32.316
418,0.0,32.394
419,0.0,32.466
420,0.0,32.554
421,0.0,32.628
422,0.0,32.694
423,0.0,32.738
424,0.0,32.828
425,0.0,32.934
