mean_total,sd_total,CV_total,CV2_total,mean_pLasGFP,sd_pLasGFP,CV_pLasGFP,CV2_pLasGFP,mean_pLuxGFP,sd_pLuxGFP,CV_pLuxGFP,CV2_pLuxGFP,N,T_end,window_start,window_end,copies
48.80054145854146,2.7641981458400697,0.05664277615010474,0.0032084040899908743,24.31231968031968,1.9697084631905912,0.08101688728554476,0.006563736025438665,24.488221778221778,1.993811247844851,0.08141919270014192,0.006629084939942843,500,6000,3000,4000,20
