mean_total,sd_total,CV_total,CV2_total,mean_pLasGFP,sd_pLasGFP,CV_pLasGFP,CV2_pLasGFP,mean_pLuxGFP,sd_pLuxGFP,CV_pLuxGFP,CV2_pLuxGFP,N,T_end,window_start,window_end,copies
16.14735064935065,1.5766150710039164,0.09763924158464463,0.009533421497224597,8.024145854145853,1.069312733593791,0.13326187647016746,0.017758727720350174,8.123204795204796,1.1658264479121199,0.14351804211563374,0.02059742841270482,500,6000,3000,4000,5
