time,GLas_mean,GLux_mean,G_total_mean
996,6.88,7.066,13.946
997,6.874,7.062,13.936
998,6.87,7.054,13.924
999,6.862,7.054,13.916
1000,6.876,7.048,13.924
1001,6.888,7.034,13.922
1002,6.886,7.02,13.906
1003,6.896,6.994,13.89
1004,6.928,7.028,13.956
1005,6.958,7.028,13.986
1006,6.968,7.072,14.04
1007,6.968,7.084,14.052
1008,6.968,7.104,14.072
1009,6.956,7.112,14.068
1010,6.962,7.108,14.07
1011,6.978,7.11,14.088
1012,6.984,7.124,14.108
1013,7.0,7.144,14.144
1014,7.006,7.158,14.164
1015,6.98,7.168,14.148
1016,6.994,7.164,14.158
1017,6.996,7.184,14.18
1018,7.004,7.208,14.212
1019,6.99,7.192,14.182
1020,6.968,7.198,14.166
1021,6.982,7.198,14.18
1022,6.98,7.2,14.18
1023,6.988,7.208,14.196
1024,7.026,7.192,14.218
1025,7.016,7.212,14.228
1026,7.022,7.216,14.238
1027,7.01,7.212,14.222
1028,7.006,7.21,14.216
1029,7.02,7.21,14.23
1030,7.024,7.192,14.216
1031,7.028,7.2,14.228
1032,7.002,7.2,14.202
1033,7.016,7.226,14.242
1034,7.03,7.214,14.244
1035,7.016,7.226,14.242
1036,6.996,7.22,14.216
1037,6.968,7.204,14.172
1038,6.984,7.202,14.186
1039,6.998,7.2,14.198
1040,6.998,7.226,14.224
1041,6.978,7.222,14.2
1042,6.96,7.206,14.166
1043,6.974,7.228,14.202
1044,6.948,7.25,14.198
1045,6.962,7.23,14.192
1046,6.972,7.248,14.22
1047,6.968,7.286,14.254
1048,6.98,7.304,14.284
1049,6.988,7.318,14.306
1050,6.982,7.34,14.322
1051,7.002,7.346,14.348
1052,6.996,7.35,14.346
1053,6.996,7.364,14.36
1054,6.996,7.356,14.352
1055,7.018,7.356,14.374
1056,6.996,7.342,14.338
1057,7.008,7.332,14.34
1058,7.01,7.318,14.328
1059,7.012,7.304,14.316
1060,7.014,7.286,14.3
1061,7.016,7.3,14.316
1062,7.046,7.288,14.334
1063,7.036,7.272,14.308
1064,7.024,7.278,14.302
1065,7.046,7.288,14.334
1066,7.034,7.286,14.32
1067,7.066,7.29,14.356
1068,7.072,7.286,14.358
1069,7.072,7.286,14.358
1070,7.062,7.284,14.346
1071,7.06,7.298,14.358
1072,7.046,7.298,14.344
1073,7.042,7.316,14.358
1074,7.042,7.356,14.398
1075,7.068,7.37,14.438
1076,7.072,7.354,14.426
1077,7.074,7.386,14.46
1078,7.094,7.41,14.504
1079,7.09,7.392,14.482
1080,7.086,7.376,14.462
1081,7.118,7.382,14.5
1082,7.12,7.388,14.508
1083,7.13,7.374,14.504
1084,7.138,7.398,14.536
1085,7.152,7.416,14.568
1086,7.164,7.424,14.588
1087,7.186,7.42,14.606
1088,7.186,7.442,14.628
1089,7.188,7.452,14.64
1090,7.204,7.42,14.624
1091,7.17,7.4,14.57
1092,7.152,7.414,14.566
1093,7.156,7.412,14.568
1094,7.166,7.402,14.568
1095,7.15,7.398,14.548
1096,7.134,7.398,14.532
1097,7.134,7.432,14.566
1098,7.118,7.432,14.55
1099,7.144,7.412,14.556
1100,7.148,7.42,14.568
1101,7.138,7.43,14.568
1102,7.122,7.414,14.536
1103,7.108,7.424,14.532
1104,7.106,7.398,14.504
1105,7.136,7.416,14.552
1106,7.13,7.408,14.538
1107,7.13,7.424,14.554
1108,7.14,7.462,14.602
1109,7.126,7.47,14.596
1110,7.156,7.462,14.618
1111,7.174,7.438,14.612
1112,7.136,7.458,14.594
1113,7.13,7.438,14.568
1114,7.134,7.418,14.552
1115,7.132,7.398,14.53
1116,7.154,7.42,14.574
1117,7.14,7.422,14.562
1118,7.154,7.41,14.564
1119,7.144,7.426,14.57
1120,7.138,7.438,14.576
1121,7.162,7.426,14.588
1122,7.136,7.44,14.576
1123,7.156,7.45,14.606
1124,7.124,7.468,14.592
1125,7.11,7.446,14.556
1126,7.09,7.48,14.57
1127,7.122,7.49,14.612
1128,7.14,7.538,14.678
1129,7.142,7.536,14.678
1130,7.146,7.532,14.678
1131,7.158,7.552,14.71
1132,7.158,7.556,14.714
1133,7.172,7.576,14.748
1134,7.168,7.556,14.724
1135,7.144,7.524,14.668
1136,7.144,7.542,14.686
1137,7.112,7.578,14.69
1138,7.104,7.588,14.692
1139,7.106,7.572,14.678
1140,7.106,7.574,14.68
1141,7.104,7.572,14.676
1142,7.102,7.578,14.68
1143,7.134,7.61,14.744
1144,7.152,7.61,14.762
1145,7.15,7.608,14.758
1146,7.138,7.624,14.762
1147,7.158,7.64,14.798
1148,7.144,7.67,14.814
1149,7.16,7.656,14.816
1150,7.162,7.644,14.806
1151,7.194,7.626,14.82
1152,7.228,7.642,14.87
1153,7.224,7.65,14.874
1154,7.21,7.668,14.878
1155,7.18,7.624,14.804
1156,7.194,7.62,14.814
1157,7.23,7.606,14.836
1158,7.262,7.606,14.868
1159,7.288,7.62,14.908
1160,7.294,7.634,14.928
1161,7.32,7.634,14.954
1162,7.318,7.644,14.962
1163,7.318,7.616,14.934
1164,7.326,7.62,14.946
1165,7.342,7.604,14.946
1166,7.33,7.592,14.922
1167,7.322,7.61,14.932
1168,7.31,7.616,14.926
1169,7.312,7.612,14.924
1170,7.338,7.606,14.944
1171,7.384,7.606,14.99
1172,7.428,7.61,15.038
1173,7.42,7.604,15.024
1174,7.46,7.628,15.088
1175,7.428,7.614,15.042
1176,7.432,7.602,15.034
1177,7.46,7.61,15.07
1178,7.464,7.622,15.086
1179,7.48,7.626,15.106
1180,7.498,7.618,15.116
1181,7.496,7.606,15.102
1182,7.494,7.622,15.116
1183,7.494,7.644,15.138
1184,7.5,7.644,15.144
1185,7.498,7.67,15.168
1186,7.472,7.688,15.16
1187,7.462,7.706,15.168
1188,7.468,7.7,15.168
1189,7.478,7.69,15.168
1190,7.47,7.684,15.154
1191,7.496,7.668,15.164
1192,7.486,7.672,15.158
1193,7.502,7.682,15.184
1194,7.51,7.69,15.2
1195,7.516,7.696,15.212
1196,7.528,7.7,15.228
1197,7.51,7.708,15.218
1198,7.494,7.752,15.246
1199,7.498,7.742,15.24
1200,7.508,7.764,15.272
1201,7.486,7.762,15.248
1202,7.472,7.742,15.214
1203,7.446,7.732,15.178
1204,7.434,7.702,15.136
1205,7.428,7.738,15.166
1206,7.422,7.734,15.156
1207,7.404,7.756,15.16
1208,7.446,7.722,15.168
1209,7.452,7.718,15.17
1210,7.462,7.722,15.184
1211,7.46,7.74,15.2
1212,7.454,7.744,15.198
1213,7.408,7.716,15.124
1214,7.412,7.718,15.13
1215,7.418,7.73,15.148
1216,7.432,7.692,15.124
1217,7.424,7.724,15.148
1218,7.422,7.722,15.144
1219,7.46,7.716,15.176
1220,7.47,7.716,15.186
1221,7.476,7.744,15.22
1222,7.444,7.72,15.164
1223,7.45,7.732,15.182
1224,7.47,7.692,15.162
1225,7.49,7.684,15.174
1226,7.478,7.712,15.19
1227,7.46,7.722,15.182
1228,7.442,7.712,15.154
1229,7.432,7.714,15.146
1230,7.422,7.738,15.16
1231,7.438,7.752,15.19
1232,7.45,7.708,15.158
1233,7.436,7.724,15.16
1234,7.434,7.756,15.19
1235,7.464,7.79,15.254
1236,7.442,7.802,15.244
1237,7.46,7.816,15.276
1238,7.46,7.804,15.264
1239,7.454,7.786,15.24
1240,7.454,7.812,15.266
1241,7.464,7.832,15.296
1242,7.486,7.846,15.332
1243,7.498,7.882,15.38
1244,7.506,7.894,15.4
1245,7.516,7.882,15.398
1246,7.506,7.886,15.392
1247,7.496,7.894,15.39
1248,7.48,7.904,15.384
1249,7.49,7.898,15.388
1250,7.49,7.904,15.394
1251,7.518,7.906,15.424
1252,7.494,7.88,15.374
1253,7.52,7.876,15.396
1254,7.502,7.85,15.352
1255,7.494,7.826,15.32
1256,7.49,7.814,15.304
1257,7.504,7.792,15.296
1258,7.494,7.786,15.28
1259,7.518,7.784,15.302
1260,7.532,7.796,15.328
1261,7.576,7.798,15.374
1262,7.594,7.84,15.434
1263,7.598,7.842,15.44
1264,7.616,7.866,15.482
1265,7.632,7.866,15.498
1266,7.6,7.868,15.468
1267,7.572,7.862,15.434
1268,7.594,7.838,15.432
1269,7.592,7.84,15.432
1270,7.618,7.838,15.456
1271,7.624,7.828,15.452
1272,7.628,7.804,15.432
1273,7.664,7.796,15.46
1274,7.67,7.794,15.464
1275,7.644,7.782,15.426
1276,7.626,7.774,15.4
1277,7.618,7.758,15.376
1278,7.612,7.778,15.39
1279,7.614,7.764,15.378
1280,7.628,7.76,15.388
1281,7.63,7.706,15.336
1282,7.626,7.728,15.354
1283,7.646,7.71,15.356
1284,7.63,7.722,15.352
1285,7.65,7.696,15.346
1286,7.674,7.68,15.354
1287,7.702,7.668,15.37
1288,7.69,7.662,15.352
1289,7.672,7.64,15.312
1290,7.678,7.628,15.306
1291,7.712,7.62,15.332
1292,7.702,7.652,15.354
1293,7.708,7.628,15.336
1294,7.734,7.644,15.378
1295,7.744,7.62,15.364
1296,7.75,7.634,15.384
1297,7.776,7.66,15.436
1298,7.772,7.668,15.44
1299,7.796,7.668,15.464
1300,7.828,7.658,15.486
1301,7.874,7.66,15.534
1302,7.856,7.668,15.524
1303,7.842,7.66,15.502
1304,7.822,7.672,15.494
1305,7.842,7.674,15.516
1306,7.844,7.684,15.528
1307,7.858,7.7,15.558
1308,7.854,7.662,15.516
1309,7.888,7.67,15.558
1310,7.872,7.674,15.546
1311,7.88,7.684,15.564
1312,7.868,7.684,15.552
1313,7.87,7.708,15.578
1314,7.908,7.724,15.632
1315,7.864,7.752,15.616
1316,7.846,7.754,15.6
1317,7.884,7.752,15.636
1318,7.86,7.746,15.606
1319,7.842,7.772,15.614
1320,7.872,7.752,15.624
1321,7.856,7.768,15.624
1322,7.856,7.74,15.596
1323,7.844,7.744,15.588
1324,7.858,7.748,15.606
1325,7.83,7.754,15.584
1326,7.826,7.73,15.556
1327,7.842,7.728,15.57
1328,7.812,7.724,15.536
1329,7.798,7.732,15.53
1330,7.786,7.74,15.526
1331,7.774,7.732,15.506
1332,7.766,7.716,15.482
1333,7.786,7.718,15.504
1334,7.782,7.718,15.5
1335,7.776,7.742,15.518
1336,7.768,7.752,15.52
1337,7.766,7.752,15.518
1338,7.752,7.736,15.488
1339,7.75,7.72,15.47
1340,7.742,7.714,15.456
1341,7.748,7.708,15.456
1342,7.756,7.674,15.43
1343,7.732,7.682,15.414
1344,7.742,7.714,15.456
1345,7.724,7.738,15.462
1346,7.734,7.71,15.444
1347,7.71,7.726,15.436
1348,7.69,7.718,15.408
1349,7.686,7.686,15.372
1350,7.68,7.674,15.354
1351,7.664,7.662,15.326
1352,7.662,7.632,15.294
1353,7.656,7.642,15.298
1354,7.694,7.622,15.316
1355,7.694,7.606,15.3
1356,7.744,7.622,15.366
1357,7.706,7.624,15.33
1358,7.706,7.634,15.34
1359,7.688,7.644,15.332
1360,7.682,7.664,15.346
1361,7.71,7.684,15.394
1362,7.708,7.718,15.426
1363,7.7,7.722,15.422
1364,7.714,7.734,15.448
1365,7.702,7.724,15.426
1366,7.7,7.714,15.414
1367,7.686,7.728,15.414
1368,7.73,7.734,15.464
1369,7.742,7.716,15.458
1370,7.748,7.72,15.468
1371,7.768,7.692,15.46
1372,7.77,7.666,15.436
1373,7.766,7.676,15.442
1374,7.742,7.676,15.418
1375,7.762,7.676,15.438
1376,7.76,7.68,15.44
1377,7.746,7.684,15.43
1378,7.74,7.678,15.418
1379,7.716,7.658,15.374
1380,7.724,7.646,15.37
1381,7.722,7.638,15.36
1382,7.736,7.62,15.356
1383,7.75,7.636,15.386
1384,7.754,7.624,15.378
1385,7.774,7.646,15.42
1386,7.776,7.638,15.414
1387,7.776,7.628,15.404
1388,7.768,7.63,15.398
1389,7.77,7.664,15.434
1390,7.766,7.692,15.458
1391,7.726,7.672,15.398
1392,7.716,7.648,15.364
1393,7.726,7.666,15.392
1394,7.74,7.654,15.394
1395,7.724,7.648,15.372
1396,7.732,7.672,15.404
1397,7.726,7.646,15.372
1398,7.732,7.652,15.384
1399,7.746,7.636,15.382
1400,7.764,7.674,15.438
1401,7.788,7.634,15.422
1402,7.798,7.654,15.452
1403,7.824,7.622,15.446
1404,7.844,7.614,15.458
1405,7.826,7.6,15.426
1406,7.856,7.6,15.456
1407,7.836,7.658,15.494
1408,7.82,7.658,15.478
1409,7.81,7.68,15.49
1410,7.786,7.664,15.45
1411,7.798,7.684,15.482
1412,7.824,7.672,15.496
1413,7.846,7.68,15.526
1414,7.826,7.676,15.502
1415,7.794,7.654,15.448
1416,7.774,7.672,15.446
1417,7.808,7.692,15.5
1418,7.846,7.698,15.544
1419,7.832,7.688,15.52
1420,7.826,7.688,15.514
1421,7.836,7.69,15.526
1422,7.834,7.7,15.534
1423,7.806,7.694,15.5
1424,7.816,7.664,15.48
1425,7.82,7.682,15.502
1426,7.852,7.7,15.552
1427,7.88,7.69,15.57
1428,7.912,7.678,15.59
1429,7.93,7.65,15.58
1430,7.94,7.63,15.57
1431,7.934,7.628,15.562
1432,7.95,7.628,15.578
1433,7.948,7.628,15.576
1434,7.94,7.598,15.538
1435,7.968,7.574,15.542
1436,7.984,7.61,15.594
1437,7.968,7.582,15.55
1438,7.974,7.572,15.546
1439,7.976,7.564,15.54
1440,7.976,7.566,15.542
1441,7.986,7.562,15.548
1442,7.964,7.578,15.542
1443,7.966,7.592,15.558
1444,7.978,7.582,15.56
1445,7.96,7.568,15.528
1446,8.0,7.554,15.554
1447,8.026,7.584,15.61
1448,8.048,7.568,15.616
1449,8.01,7.544,15.554
1450,7.966,7.554,15.52
1451,7.964,7.574,15.538
1452,7.95,7.624,15.574
1453,7.942,7.648,15.59
1454,7.946,7.66,15.606
1455,7.972,7.676,15.648
1456,7.96,7.67,15.63
1457,7.966,7.654,15.62
1458,7.986,7.65,15.636
1459,8.004,7.69,15.694
1460,7.996,7.698,15.694
1461,7.982,7.7,15.682
1462,7.964,7.71,15.674
1463,8.004,7.716,15.72
1464,8.026,7.718,15.744
1465,8.028,7.726,15.754
1466,8.048,7.712,15.76
1467,8.062,7.698,15.76
1468,8.044,7.706,15.75
1469,8.078,7.678,15.756
1470,8.104,7.698,15.802
1471,8.092,7.728,15.82
1472,8.096,7.74,15.836
1473,8.076,7.766,15.842
1474,8.078,7.778,15.856
1475,8.052,7.78,15.832
1476,8.016,7.784,15.8
1477,8.018,7.838,15.856
1478,8.032,7.82,15.852
1479,8.014,7.822,15.836
1480,8.034,7.806,15.84
1481,8.036,7.806,15.842
1482,8.054,7.8,15.854
1483,8.02,7.816,15.836
1484,8.022,7.816,15.838
1485,8.02,7.808,15.828
1486,8.028,7.812,15.84
1487,8.038,7.808,15.846
1488,8.02,7.814,15.834
1489,8.0,7.814,15.814
1490,7.998,7.812,15.81
1491,7.992,7.806,15.798
1492,7.962,7.824,15.786
1493,7.964,7.814,15.778
1494,7.95,7.794,15.744
1495,7.96,7.822,15.782
1496,7.97,7.858,15.828
1497,7.976,7.844,15.82
1498,7.952,7.864,15.816
1499,7.944,7.874,15.818
1500,7.946,7.866,15.812
1501,7.926,7.85,15.776
1502,7.942,7.874,15.816
1503,7.946,7.832,15.778
1504,7.972,7.864,15.836
1505,7.968,7.876,15.844
1506,7.948,7.908,15.856
1507,7.95,7.886,15.836
1508,7.926,7.892,15.818
1509,7.916,7.88,15.796
1510,7.908,7.904,15.812
1511,7.956,7.896,15.852
1512,7.99,7.894,15.884
1513,7.992,7.88,15.872
1514,7.99,7.842,15.832
1515,7.992,7.804,15.796
1516,8.002,7.792,15.794
1517,7.996,7.78,15.776
1518,7.954,7.794,15.748
1519,7.924,7.768,15.692
1520,7.92,7.768,15.688
1521,7.922,7.78,15.702
1522,7.894,7.764,15.658
1523,7.904,7.778,15.682
1524,7.904,7.776,15.68
1525,7.89,7.758,15.648
1526,7.892,7.764,15.656
1527,7.906,7.77,15.676
1528,7.926,7.766,15.692
1529,7.94,7.768,15.708
1530,7.958,7.774,15.732
1531,7.958,7.768,15.726
1532,7.994,7.75,15.744
1533,8.004,7.742,15.746
1534,7.992,7.754,15.746
1535,7.978,7.752,15.73
1536,8.002,7.756,15.758
1537,8.002,7.74,15.742
1538,8.006,7.72,15.726
1539,7.992,7.706,15.698
1540,7.986,7.684,15.67
1541,7.984,7.664,15.648
1542,7.988,7.654,15.642
1543,7.982,7.652,15.634
1544,7.978,7.668,15.646
1545,7.972,7.694,15.666
1546,7.96,7.688,15.648
1547,7.95,7.69,15.64
1548,7.944,7.714,15.658
1549,7.914,7.746,15.66
1550,7.93,7.738,15.668
1551,7.922,7.748,15.67
1552,7.914,7.736,15.65
1553,7.92,7.728,15.648
1554,7.926,7.726,15.652
1555,7.918,7.732,15.65
1556,7.92,7.748,15.668
1557,7.9,7.75,15.65
1558,7.878,7.75,15.628
1559,7.866,7.746,15.612
1560,7.856,7.756,15.612
1561,7.854,7.766,15.62
1562,7.858,7.796,15.654
1563,7.908,7.774,15.682
1564,7.888,7.768,15.656
1565,7.882,7.778,15.66
1566,7.844,7.77,15.614
1567,7.82,7.782,15.602
1568,7.836,7.78,15.616
1569,7.848,7.8,15.648
1570,7.834,7.796,15.63
1571,7.856,7.838,15.694
1572,7.888,7.838,15.726
1573,7.91,7.812,15.722
1574,7.894,7.822,15.716
1575,7.902,7.82,15.722
1576,7.902,7.818,15.72
1577,7.904,7.822,15.726
1578,7.906,7.838,15.744
1579,7.904,7.854,15.758
1580,7.92,7.898,15.818
1581,7.928,7.924,15.852
1582,7.924,7.896,15.82
1583,7.916,7.88,15.796
1584,7.912,7.896,15.808
1585,7.938,7.882,15.82
1586,7.942,7.904,15.846
1587,7.924,7.938,15.862
1588,7.926,7.926,15.852
1589,7.932,7.91,15.842
1590,7.91,7.922,15.832
1591,7.908,7.892,15.8
1592,7.864,7.878,15.742
1593,7.876,7.884,15.76
1594,7.87,7.894,15.764
1595,7.884,7.918,15.802
1596,7.912,7.908,15.82
1597,7.938,7.906,15.844
1598,7.924,7.914,15.838
1599,7.942,7.966,15.908
1600,7.93,7.964,15.894
1601,7.926,7.958,15.884
1602,7.944,7.934,15.878
1603,7.912,7.97,15.882
1604,7.922,7.972,15.894
1605,7.924,7.966,15.89
1606,7.932,7.962,15.894
1607,7.936,7.994,15.93
1608,7.958,8.008,15.966
1609,7.926,7.99,15.916
1610,7.948,7.986,15.934
1611,7.964,7.966,15.93
1612,7.95,7.958,15.908
1613,7.95,7.908,15.858
1614,7.984,7.886,15.87
1615,7.98,7.894,15.874
1616,8.004,7.916,15.92
1617,7.978,7.926,15.904
1618,7.984,7.916,15.9
1619,7.97,7.906,15.876
1620,7.984,7.938,15.922
1621,7.96,7.968,15.928
1622,7.956,7.988,15.944
1623,7.938,8.0,15.938
1624,7.978,7.984,15.962
1625,7.986,7.982,15.968
1626,8.022,8.02,16.042
1627,7.996,8.02,16.016
1628,7.992,8.03,16.022
1629,7.992,8.006,15.998
1630,7.972,8.036,16.008
1631,7.994,8.034,16.028
1632,7.954,8.078,16.032
1633,7.936,8.064,16.0
1634,7.96,8.118,16.078
1635,7.944,8.088,16.032
1636,7.94,8.072,16.012
1637,7.926,8.076,16.002
1638,7.952,8.062,16.014
1639,7.96,8.062,16.022
1640,7.964,8.068,16.032
1641,7.966,8.074,16.04
1642,7.954,8.054,16.008
1643,7.952,8.036,15.988
1644,7.952,8.042,15.994
1645,7.976,8.054,16.03
1646,7.988,8.068,16.056
1647,7.99,8.076,16.066
1648,7.99,8.056,16.046
1649,7.968,8.058,16.026
1650,7.992,8.056,16.048
1651,8.022,8.062,16.084
1652,8.036,8.09,16.126
1653,8.036,8.09,16.126
1654,8.034,8.108,16.142
1655,7.996,8.086,16.082
1656,7.99,8.064,16.054
1657,7.984,8.092,16.076
1658,7.986,8.092,16.078
1659,7.966,8.074,16.04
1660,7.97,8.11,16.08
1661,7.97,8.114,16.084
1662,7.968,8.13,16.098
1663,7.966,8.164,16.13
1664,7.986,8.152,16.138
1665,7.988,8.136,16.124
1666,7.994,8.126,16.12
1667,8.012,8.156,16.168
1668,8.01,8.166,16.176
1669,8.044,8.124,16.168
1670,8.07,8.166,16.236
1671,8.064,8.146,16.21
1672,8.058,8.128,16.186
1673,8.07,8.096,16.166
1674,8.048,8.13,16.178
1675,8.06,8.108,16.168
1676,8.06,8.084,16.144
1677,8.042,8.084,16.126
1678,8.02,8.084,16.104
1679,8.012,8.048,16.06
1680,8.022,8.014,16.036
1681,8.01,8.044,16.054
1682,8.012,8.034,16.046
1683,8.03,8.054,16.084
1684,8.02,8.028,16.048
1685,8.032,8.02,16.052
1686,8.016,8.016,16.032
1687,7.998,8.034,16.032
1688,8.0,8.034,16.034
1689,8.012,8.016,16.028
1690,8.012,8.038,16.05
1691,8.006,8.02,16.026
1692,7.992,8.048,16.04
1693,8.01,8.048,16.058
1694,7.994,8.014,16.008
1695,7.996,8.008,16.004
1696,8.018,7.982,16.0
1697,8.024,7.97,15.994
1698,8.004,7.978,15.982
1699,8.004,7.968,15.972
1700,7.988,7.97,15.958
1701,8.008,7.958,15.966
1702,8.004,7.976,15.98
1703,8.016,7.976,15.992
1704,7.99,7.98,15.97
1705,8.004,7.992,15.996
1706,8.01,7.95,15.96
1707,8.014,7.988,16.002
1708,8.006,7.996,16.002
1709,8.016,8.002,16.018
1710,8.002,8.01,16.012
1711,8.026,8.004,16.03
1712,8.022,7.998,16.02
1713,7.982,7.978,15.96
1714,8.002,7.964,15.966
1715,8.012,7.98,15.992
1716,8.032,8.0,16.032
1717,8.01,8.012,16.022
1718,7.996,8.028,16.024
1719,8.0,8.03,16.03
1720,7.996,8.06,16.056
1721,8.008,8.066,16.074
1722,8.044,8.092,16.136
1723,8.04,8.092,16.132
1724,8.062,8.11,16.172
1725,8.074,8.112,16.186
1726,8.06,8.126,16.186
1727,8.048,8.142,16.19
1728,8.028,8.134,16.162
1729,8.028,8.146,16.174
1730,8.05,8.154,16.204
1731,8.068,8.168,16.236
1732,8.068,8.168,16.236
1733,8.074,8.158,16.232
1734,8.086,8.156,16.242
1735,8.098,8.118,16.216
1736,8.104,8.112,16.216
1737,8.132,8.086,16.218
1738,8.104,8.08,16.184
1739,8.09,8.082,16.172
1740,8.068,8.092,16.16
1741,8.066,8.084,16.15
1742,8.06,8.066,16.126
1743,8.052,8.036,16.088
1744,8.05,8.036,16.086
1745,8.08,8.024,16.104
1746,8.102,7.992,16.094
1747,8.098,7.968,16.066
1748,8.13,7.948,16.078
1749,8.14,7.962,16.102
1750,8.14,7.962,16.102
1751,8.124,7.962,16.086
1752,8.12,7.982,16.102
1753,8.15,7.958,16.108
1754,8.122,7.97,16.092
1755,8.116,7.98,16.096
1756,8.12,7.98,16.1
1757,8.112,7.944,16.056
1758,8.104,7.952,16.056
1759,8.116,7.932,16.048
1760,8.086,7.926,16.012
1761,8.1,7.938,16.038
1762,8.098,7.984,16.082
1763,8.088,7.97,16.058
1764,8.106,7.974,16.08
1765,8.112,7.984,16.096
1766,8.108,7.966,16.074
1767,8.108,7.986,16.094
1768,8.116,7.982,16.098
1769,8.078,8.0,16.078
1770,8.076,7.994,16.07
1771,8.064,8.028,16.092
1772,8.074,8.044,16.118
1773,8.08,8.042,16.122
1774,8.106,8.05,16.156
1775,8.116,8.04,16.156
1776,8.128,8.03,16.158
1777,8.118,8.02,16.138
1778,8.136,8.018,16.154
1779,8.136,7.99,16.126
1780,8.114,7.986,16.1
1781,8.118,7.982,16.1
1782,8.098,7.946,16.044
1783,8.094,7.924,16.018
1784,8.104,7.93,16.034
1785,8.116,7.912,16.028
1786,8.098,7.89,15.988
1787,8.12,7.868,15.988
1788,8.14,7.908,16.048
1789,8.152,7.9,16.052
1790,8.19,7.92,16.11
1791,8.166,7.934,16.1
1792,8.188,7.906,16.094
1793,8.196,7.918,16.114
1794,8.178,7.912,16.09
1795,8.196,7.902,16.098
1796,8.166,7.892,16.058
1797,8.152,7.858,16.01
1798,8.176,7.868,16.044
1799,8.166,7.87,16.036
1800,8.162,7.85,16.012
1801,8.152,7.854,16.006
1802,8.156,7.862,16.018
1803,8.152,7.886,16.038
1804,8.146,7.888,16.034
1805,8.152,7.886,16.038
1806,8.176,7.862,16.038
1807,8.2,7.878,16.078
1808,8.212,7.868,16.08
1809,8.246,7.884,16.13
1810,8.274,7.89,16.164
1811,8.266,7.852,16.118
1812,8.258,7.834,16.092
1813,8.246,7.85,16.096
1814,8.246,7.846,16.092
1815,8.254,7.862,16.116
1816,8.278,7.866,16.144
1817,8.23,7.868,16.098
1818,8.224,7.86,16.084
1819,8.22,7.832,16.052
1820,8.202,7.846,16.048
1821,8.232,7.842,16.074
1822,8.21,7.83,16.04
1823,8.23,7.848,16.078
1824,8.214,7.864,16.078
1825,8.206,7.852,16.058
1826,8.206,7.864,16.07
1827,8.208,7.892,16.1
1828,8.2,7.88,16.08
1829,8.192,7.938,16.13
1830,8.172,7.95,16.122
1831,8.172,7.936,16.108
1832,8.21,7.926,16.136
1833,8.208,7.944,16.152
1834,8.188,7.946,16.134
1835,8.146,7.966,16.112
1836,8.154,8.0,16.154
1837,8.158,7.974,16.132
1838,8.138,7.962,16.1
1839,8.162,7.974,16.136
1840,8.184,7.96,16.144
1841,8.176,7.918,16.094
1842,8.17,7.926,16.096
1843,8.148,7.916,16.064
1844,8.124,7.902,16.026
1845,8.162,7.918,16.08
1846,8.162,7.91,16.072
1847,8.166,7.94,16.106
1848,8.16,7.948,16.108
1849,8.174,7.962,16.136
1850,8.176,7.992,16.168
1851,8.162,8.018,16.18
1852,8.154,8.008,16.162
1853,8.13,8.036,16.166
1854,8.132,8.074,16.206
1855,8.12,8.076,16.196
1856,8.088,8.062,16.15
1857,8.082,8.068,16.15
1858,8.076,8.052,16.128
1859,8.066,8.048,16.114
1860,8.062,8.034,16.096
1861,8.056,8.034,16.09
1862,8.044,8.064,16.108
1863,8.052,8.062,16.114
1864,8.04,8.06,16.1
1865,8.076,8.022,16.098
1866,8.06,8.01,16.07
1867,8.076,7.992,16.068
1868,8.112,7.986,16.098
1869,8.144,7.96,16.104
1870,8.142,7.958,16.1
1871,8.118,7.952,16.07
1872,8.106,7.972,16.078
1873,8.116,7.966,16.082
1874,8.126,7.958,16.084
1875,8.118,7.922,16.04
1876,8.116,7.92,16.036
1877,8.164,7.936,16.1
1878,8.152,7.924,16.076
1879,8.148,7.906,16.054
1880,8.164,7.914,16.078
1881,8.184,7.924,16.108
1882,8.21,7.942,16.152
1883,8.216,7.972,16.188
1884,8.24,7.964,16.204
1885,8.262,7.976,16.238
1886,8.238,7.94,16.178
1887,8.232,7.946,16.178
1888,8.232,7.926,16.158
1889,8.226,7.932,16.158
1890,8.24,7.942,16.182
1891,8.238,7.936,16.174
1892,8.256,7.944,16.2
1893,8.264,7.952,16.216
1894,8.26,7.954,16.214
1895,8.258,7.944,16.202
1896,8.254,7.954,16.208
1897,8.266,7.952,16.218
1898,8.282,7.954,16.236
1899,8.308,7.938,16.246
1900,8.32,7.952,16.272
1901,8.302,7.972,16.274
1902,8.266,7.96,16.226
1903,8.274,7.976,16.25
1904,8.29,7.988,16.278
1905,8.28,8.01,16.29
1906,8.264,8.024,16.288
1907,8.262,8.01,16.272
1908,8.286,8.0,16.286
1909,8.302,8.002,16.304
1910,8.306,8.01,16.316
1911,8.294,8.024,16.318
1912,8.29,7.986,16.276
1913,8.3,7.95,16.25
1914,8.314,7.95,16.264
1915,8.278,7.962,16.24
1916,8.268,7.954,16.222
1917,8.26,7.952,16.212
1918,8.238,7.94,16.178
1919,8.25,7.954,16.204
1920,8.246,7.96,16.206
1921,8.234,7.934,16.168
1922,8.244,7.936,16.18
1923,8.258,7.924,16.182
1924,8.236,7.928,16.164
1925,8.25,7.926,16.176
1926,8.256,7.93,16.186
1927,8.256,7.912,16.168
