time,GLas_mean,GLux_mean,G_total_mean
207,1.32,1.388,2.708
208,1.322,1.394,2.716
209,1.33,1.404,2.734
210,1.344,1.41,2.754
211,1.346,1.418,2.764
212,1.362,1.446,2.808
213,1.374,1.466,2.84
214,1.372,1.458,2.83
215,1.376,1.47,2.846
216,1.382,1.482,2.864
217,1.39,1.482,2.872
218,1.396,1.482,2.878
219,1.412,1.498,2.91
220,1.432,1.51,2.942
221,1.44,1.53,2.97
222,1.444,1.532,2.976
223,1.45,1.548,2.998
224,1.452,1.55,3.002
225,1.47,1.566,3.036
226,1.48,1.582,3.062
227,1.488,1.598,3.086
228,1.492,1.614,3.106
229,1.504,1.614,3.118
230,1.502,1.614,3.116
231,1.5,1.622,3.122
232,1.502,1.612,3.114
233,1.512,1.62,3.132
234,1.52,1.616,3.136
235,1.53,1.626,3.156
236,1.524,1.63,3.154
237,1.54,1.634,3.174
238,1.554,1.64,3.194
239,1.556,1.65,3.206
240,1.574,1.662,3.236
241,1.59,1.652,3.242
242,1.606,1.66,3.266
243,1.602,1.688,3.29
244,1.61,1.702,3.312
245,1.612,1.706,3.318
246,1.62,1.716,3.336
247,1.62,1.73,3.35
248,1.626,1.73,3.356
249,1.642,1.736,3.378
250,1.644,1.75,3.394
251,1.656,1.75,3.406
252,1.656,1.756,3.412
253,1.67,1.778,3.448
254,1.686,1.776,3.462
255,1.682,1.794,3.476
256,1.684,1.808,3.492
257,1.696,1.818,3.514
258,1.708,1.822,3.53
259,1.702,1.822,3.524
260,1.724,1.85,3.574
261,1.738,1.862,3.6
262,1.764,1.872,3.636
263,1.766,1.89,3.656
264,1.792,1.89,3.682
265,1.792,1.904,3.696
266,1.804,1.892,3.696
267,1.816,1.912,3.728
268,1.84,1.928,3.768
269,1.838,1.94,3.778
270,1.848,1.926,3.774
271,1.852,1.944,3.796
272,1.864,1.938,3.802
273,1.884,1.932,3.816
274,1.896,1.932,3.828
275,1.898,1.946,3.844
276,1.902,1.95,3.852
277,1.906,1.952,3.858
278,1.916,1.96,3.876
279,1.936,1.976,3.912
280,1.944,1.994,3.938
281,1.946,1.998,3.944
282,1.952,2.012,3.964
283,1.956,2.032,3.988
284,1.948,2.04,3.988
285,1.962,2.054,4.016
286,1.984,2.054,4.038
287,1.982,2.074,4.056
288,1.978,2.086,4.064
289,2.0,2.098,4.098
290,2.008,2.102,4.11
291,1.994,2.098,4.092
292,2.016,2.076,4.092
293,2.01,2.084,4.094
294,2.022,2.106,4.128
295,2.028,2.12,4.148
296,2.038,2.132,4.17
297,2.066,2.132,4.198
298,2.056,2.142,4.198
299,2.06,2.152,4.212
300,2.076,2.138,4.214
301,2.072,2.166,4.238
302,2.076,2.186,4.262
303,2.094,2.176,4.27
304,2.088,2.18,4.268
305,2.114,2.19,4.304
306,2.122,2.186,4.308
307,2.128,2.206,4.334
308,2.128,2.21,4.338
309,2.138,2.21,4.348
310,2.144,2.204,4.348
311,2.146,2.216,4.362
312,2.158,2.224,4.382
313,2.164,2.228,4.392
314,2.172,2.236,4.408
315,2.188,2.252,4.44
316,2.196,2.27,4.466
317,2.196,2.274,4.47
318,2.21,2.276,4.486
319,2.206,2.286,4.492
320,2.22,2.298,4.518
321,2.23,2.318,4.548
322,2.222,2.314,4.536
323,2.218,2.332,4.55
324,2.22,2.326,4.546
325,2.214,2.348,4.562
326,2.222,2.354,4.576
327,2.244,2.348,4.592
328,2.238,2.354,4.592
329,2.246,2.348,4.594
330,2.262,2.346,4.608
331,2.27,2.348,4.618
332,2.276,2.37,4.646
333,2.28,2.378,4.658
334,2.264,2.386,4.65
335,2.282,2.404,4.686
336,2.292,2.418,4.71
337,2.31,2.42,4.73
338,2.296,2.434,4.73
339,2.306,2.454,4.76
340,2.31,2.462,4.772
341,2.312,2.468,4.78
342,2.314,2.466,4.78
343,2.316,2.462,4.778
344,2.322,2.474,4.796
345,2.32,2.474,4.794
346,2.314,2.476,4.79
347,2.334,2.492,4.826
348,2.338,2.496,4.834
349,2.318,2.506,4.824
350,2.33,2.524,4.854
351,2.322,2.528,4.85
352,2.342,2.528,4.87
353,2.34,2.544,4.884
354,2.322,2.544,4.866
355,2.322,2.536,4.858
356,2.332,2.548,4.88
357,2.334,2.556,4.89
358,2.344,2.566,4.91
359,2.354,2.584,4.938
360,2.352,2.588,4.94
361,2.36,2.576,4.936
362,2.364,2.598,4.962
363,2.378,2.598,4.976
364,2.392,2.622,5.014
365,2.386,2.622,5.008
366,2.398,2.622,5.02
367,2.382,2.624,5.006
368,2.378,2.632,5.01
369,2.376,2.65,5.026
370,2.374,2.652,5.026
371,2.362,2.656,5.018
372,2.374,2.652,5.026
373,2.368,2.64,5.008
374,2.378,2.654,5.032
375,2.39,2.666,5.056
376,2.398,2.674,5.072
377,2.402,2.702,5.104
378,2.406,2.7,5.106
379,2.428,2.7,5.128
380,2.428,2.71,5.138
381,2.426,2.702,5.128
382,2.446,2.694,5.14
383,2.452,2.698,5.15
384,2.458,2.702,5.16
385,2.46,2.71,5.17
386,2.472,2.744,5.216
387,2.472,2.766,5.238
388,2.474,2.776,5.25
389,2.484,2.772,5.256
390,2.5,2.782,5.282
391,2.49,2.8,5.29
392,2.486,2.802,5.288
393,2.512,2.784,5.296
394,2.512,2.796,5.308
395,2.522,2.814,5.336
396,2.496,2.836,5.332
397,2.484,2.85,5.334
398,2.49,2.862,5.352
399,2.504,2.894,5.398
400,2.524,2.918,5.442
401,2.52,2.938,5.458
402,2.544,2.954,5.498
403,2.56,2.95,5.51
404,2.55,2.946,5.496
405,2.542,2.962,5.504
406,2.558,2.988,5.546
407,2.56,2.986,5.546
408,2.564,3.0,5.564
409,2.568,3.024,5.592
410,2.588,3.032,5.62
411,2.59,3.046,5.636
412,2.588,3.056,5.644
413,2.594,3.074,5.668
414,2.594,3.08,5.674
415,2.602,3.086,5.688
416,2.618,3.1,5.718
417,2.632,3.122,5.754
418,2.64,3.138,5.778
419,2.632,3.142,5.774
420,2.642,3.156,5.798
421,2.66,3.17,5.83
422,2.664,3.166,5.83
423,2.682,3.188,5.87
424,2.684,3.198,5.882
425,2.694,3.214,5.908
426,2.704,3.226,5.93
427,2.706,3.244,5.95
428,2.71,3.24,5.95
429,2.736,3.248,5.984
430,2.748,3.244,5.992
431,2.766,3.234,6.0
432,2.784,3.252,6.036
433,2.792,3.298,6.09
434,2.8,3.318,6.118
435,2.794,3.332,6.126
436,2.812,3.338,6.15
437,2.83,3.346,6.176
438,2.846,3.354,6.2
439,2.87,3.378,6.248
440,2.86,3.39,6.25
441,2.874,3.394,6.268
442,2.878,3.398,6.276
443,2.886,3.41,6.296
444,2.874,3.42,6.294
445,2.89,3.42,6.31
446,2.884,3.426,6.31
447,2.888,3.432,6.32
448,2.886,3.44,6.326
449,2.888,3.448,6.336
450,2.896,3.45,6.346
451,2.886,3.472,6.358
452,2.886,3.48,6.366
453,2.912,3.49,6.402
454,2.924,3.51,6.434
455,2.938,3.522,6.46
456,2.942,3.54,6.482
457,2.92,3.542,6.462
458,2.91,3.586,6.496
459,2.904,3.578,6.482
460,2.916,3.57,6.486
461,2.932,3.584,6.516
462,2.938,3.616,6.554
463,2.944,3.634,6.578
464,2.976,3.646,6.622
465,2.992,3.668,6.66
466,2.984,3.66,6.644
467,2.98,3.652,6.632
468,2.984,3.656,6.64
469,3.008,3.656,6.664
470,3.014,3.652,6.666
471,3.034,3.67,6.704
472,3.044,3.682,6.726
473,3.058,3.694,6.752
474,3.066,3.718,6.784
475,3.074,3.712,6.786
476,3.084,3.716,6.8
477,3.094,3.736,6.83
478,3.088,3.754,6.842
479,3.076,3.75,6.826
480,3.074,3.754,6.828
481,3.06,3.76,6.82
482,3.08,3.76,6.84
483,3.086,3.77,6.856
484,3.08,3.77,6.85
485,3.086,3.782,6.868
486,3.092,3.784,6.876
487,3.096,3.79,6.886
488,3.112,3.816,6.928
489,3.128,3.836,6.964
490,3.126,3.846,6.972
491,3.128,3.862,6.99
492,3.128,3.856,6.984
493,3.13,3.868,6.998
494,3.158,3.888,7.046
495,3.186,3.908,7.094
496,3.198,3.926,7.124
497,3.208,3.94,7.148
498,3.236,3.936,7.172
499,3.24,3.954,7.194
500,3.224,3.966,7.19
501,3.222,3.986,7.208
502,3.226,3.976,7.202
503,3.216,3.974,7.19
504,3.228,3.986,7.214
505,3.232,3.966,7.198
506,3.26,3.96,7.22
507,3.254,3.98,7.234
508,3.264,3.988,7.252
509,3.28,3.986,7.266
510,3.292,4.008,7.3
511,3.304,4.016,7.32
512,3.31,4.016,7.326
513,3.32,4.01,7.33
514,3.322,4.032,7.354
515,3.3,4.036,7.336
516,3.316,4.05,7.366
517,3.318,4.042,7.36
518,3.326,4.046,7.372
519,3.324,4.036,7.36
520,3.338,4.036,7.374
521,3.334,4.036,7.37
522,3.324,4.06,7.384
523,3.334,4.076,7.41
524,3.346,4.082,7.428
525,3.37,4.106,7.476
526,3.374,4.124,7.498
527,3.364,4.134,7.498
528,3.378,4.15,7.528
529,3.41,4.158,7.568
530,3.416,4.198,7.614
531,3.42,4.184,7.604
532,3.42,4.206,7.626
533,3.436,4.214,7.65
534,3.418,4.228,7.646
535,3.434,4.278,7.712
536,3.44,4.306,7.746
537,3.434,4.308,7.742
538,3.46,4.316,7.776
539,3.464,4.316,7.78
540,3.482,4.33,7.812
541,3.492,4.33,7.822
542,3.498,4.354,7.852
543,3.512,4.34,7.852
544,3.508,4.332,7.84
545,3.518,4.336,7.854
546,3.542,4.35,7.892
547,3.55,4.372,7.922
548,3.566,4.368,7.934
549,3.578,4.382,7.96
550,3.596,4.39,7.986
551,3.582,4.392,7.974
552,3.612,4.398,8.01
553,3.608,4.406,8.014
554,3.598,4.422,8.02
555,3.602,4.432,8.034
556,3.59,4.442,8.032
557,3.602,4.462,8.064
558,3.622,4.458,8.08
559,3.622,4.464,8.086
560,3.672,4.472,8.144
561,3.696,4.474,8.17
562,3.708,4.472,8.18
563,3.712,4.474,8.186
564,3.714,4.502,8.216
565,3.712,4.498,8.21
566,3.728,4.502,8.23
567,3.742,4.542,8.284
568,3.754,4.552,8.306
569,3.774,4.564,8.338
570,3.798,4.6,8.398
571,3.802,4.586,8.388
572,3.82,4.598,8.418
573,3.826,4.604,8.43
574,3.824,4.622,8.446
575,3.844,4.656,8.5
576,3.85,4.666,8.516
577,3.858,4.68,8.538
578,3.866,4.702,8.568
579,3.85,4.706,8.556
580,3.862,4.694,8.556
581,3.89,4.69,8.58
582,3.898,4.7,8.598
583,3.888,4.696,8.584
584,3.884,4.698,8.582
585,3.886,4.738,8.624
586,3.894,4.752,8.646
587,3.9,4.756,8.656
588,3.9,4.782,8.682
589,3.898,4.802,8.7
590,3.9,4.812,8.712
591,3.924,4.812,8.736
592,3.924,4.812,8.736
593,3.928,4.83,8.758
594,3.932,4.834,8.766
595,3.934,4.832,8.766
596,3.954,4.826,8.78
597,3.968,4.83,8.798
598,3.962,4.856,8.818
599,3.988,4.864,8.852
600,3.99,4.876,8.866
601,4.004,4.886,8.89
602,3.994,4.882,8.876
603,4.002,4.906,8.908
604,4.024,4.898,8.922
605,4.056,4.916,8.972
606,4.064,4.944,9.008
607,4.066,4.95,9.016
608,4.076,4.956,9.032
609,4.114,4.998,9.112
610,4.16,4.98,9.14
611,4.162,4.978,9.14
612,4.14,4.972,9.112
613,4.168,4.984,9.152
614,4.158,5.012,9.17
615,4.154,5.014,9.168
616,4.174,5.042,9.216
617,4.176,5.024,9.2
618,4.178,5.042,9.22
619,4.172,5.06,9.232
620,4.164,5.072,9.236
621,4.176,5.092,9.268
622,4.202,5.084,9.286
623,4.198,5.084,9.282
624,4.23,5.092,9.322
625,4.246,5.07,9.316
626,4.246,5.066,9.312
627,4.284,5.046,9.33
628,4.288,5.05,9.338
629,4.33,5.026,9.356
630,4.332,5.034,9.366
631,4.346,5.028,9.374
632,4.354,5.04,9.394
633,4.358,5.04,9.398
634,4.368,5.068,9.436
635,4.368,5.072,9.44
636,4.37,5.106,9.476
637,4.384,5.092,9.476
638,4.41,5.08,9.49
639,4.404,5.1,9.504
640,4.428,5.116,9.544
641,4.442,5.124,9.566
642,4.452,5.134,9.586
643,4.464,5.168,9.632
644,4.48,5.188,9.668
645,4.494,5.186,9.68
646,4.516,5.192,9.708
647,4.522,5.19,9.712
648,4.53,5.206,9.736
649,4.544,5.21,9.754
650,4.528,5.216,9.744
651,4.532,5.228,9.76
652,4.556,5.254,9.81
653,4.546,5.25,9.796
654,4.558,5.222,9.78
655,4.56,5.216,9.776
656,4.562,5.222,9.784
657,4.59,5.236,9.826
658,4.622,5.256,9.878
659,4.624,5.28,9.904
660,4.636,5.292,9.928
661,4.662,5.3,9.962
662,4.666,5.324,9.99
663,4.66,5.334,9.994
664,4.658,5.342,10.0
665,4.668,5.342,10.01
666,4.66,5.354,10.014
667,4.672,5.366,10.038
668,4.678,5.384,10.062
669,4.658,5.392,10.05
670,4.656,5.39,10.046
671,4.67,5.404,10.074
672,4.704,5.404,10.108
673,4.71,5.4,10.11
674,4.726,5.396,10.122
675,4.728,5.388,10.116
676,4.712,5.4,10.112
677,4.734,5.39,10.124
678,4.764,5.428,10.192
679,4.77,5.394,10.164
680,4.798,5.396,10.194
681,4.812,5.396,10.208
682,4.81,5.406,10.216
683,4.836,5.426,10.262
684,4.856,5.412,10.268
685,4.868,5.424,10.292
686,4.882,5.41,10.292
687,4.874,5.42,10.294
688,4.886,5.438,10.324
689,4.896,5.43,10.326
690,4.88,5.43,10.31
691,4.87,5.462,10.332
692,4.874,5.47,10.344
693,4.872,5.492,10.364
694,4.892,5.5,10.392
695,4.866,5.516,10.382
696,4.876,5.506,10.382
697,4.878,5.512,10.39
698,4.876,5.524,10.4
699,4.896,5.546,10.442
700,4.906,5.556,10.462
701,4.894,5.578,10.472
702,4.89,5.556,10.446
703,4.938,5.55,10.488
704,4.978,5.544,10.522
705,5.012,5.532,10.544
706,5.03,5.538,10.568
707,5.03,5.55,10.58
708,5.044,5.558,10.602
709,5.042,5.576,10.618
710,5.046,5.592,10.638
711,5.066,5.614,10.68
712,5.064,5.6,10.664
713,5.092,5.59,10.682
714,5.1,5.606,10.706
715,5.118,5.61,10.728
716,5.116,5.616,10.732
717,5.11,5.61,10.72
718,5.112,5.632,10.744
719,5.126,5.682,10.808
720,5.154,5.644,10.798
721,5.136,5.664,10.8
722,5.148,5.668,10.816
723,5.16,5.688,10.848
724,5.178,5.704,10.882
725,5.204,5.71,10.914
726,5.21,5.722,10.932
727,5.222,5.744,10.966
728,5.236,5.764,11.0
729,5.226,5.774,11.0
730,5.216,5.796,11.012
731,5.226,5.814,11.04
732,5.234,5.81,11.044
733,5.228,5.804,11.032
734,5.238,5.798,11.036
735,5.266,5.82,11.086
736,5.292,5.836,11.128
737,5.3,5.874,11.174
738,5.326,5.904,11.23
739,5.344,5.91,11.254
740,5.378,5.934,11.312
741,5.382,5.932,11.314
742,5.374,5.926,11.3
743,5.384,5.924,11.308
744,5.372,5.944,11.316
745,5.392,5.922,11.314
746,5.398,5.922,11.32
747,5.396,5.928,11.324
748,5.402,5.964,11.366
749,5.39,5.974,11.364
750,5.368,5.956,11.324
751,5.388,5.944,11.332
752,5.404,5.976,11.38
753,5.382,5.98,11.362
754,5.38,5.97,11.35
755,5.4,5.966,11.366
756,5.41,5.96,11.37
757,5.394,5.964,11.358
758,5.394,5.958,11.352
759,5.424,5.958,11.382
760,5.442,5.978,11.42
761,5.452,5.97,11.422
762,5.454,6.02,11.474
763,5.432,6.02,11.452
764,5.44,6.042,11.482
765,5.446,6.07,11.516
766,5.472,6.082,11.554
767,5.506,6.08,11.586
768,5.514,6.116,11.63
769,5.54,6.128,11.668
770,5.562,6.162,11.724
771,5.58,6.166,11.746
772,5.566,6.194,11.76
773,5.572,6.192,11.764
774,5.572,6.232,11.804
775,5.584,6.278,11.862
776,5.594,6.264,11.858
777,5.6,6.266,11.866
778,5.622,6.282,11.904
779,5.638,6.278,11.916
780,5.65,6.272,11.922
781,5.634,6.28,11.914
782,5.638,6.318,11.956
783,5.668,6.34,12.008
784,5.684,6.332,12.016
785,5.684,6.318,12.002
786,5.668,6.362,12.03
787,5.686,6.352,12.038
788,5.676,6.354,12.03
789,5.708,6.366,12.074
790,5.73,6.388,12.118
791,5.742,6.418,12.16
792,5.782,6.426,12.208
793,5.778,6.43,12.208
794,5.758,6.45,12.208
795,5.75,6.438,12.188
796,5.774,6.448,12.222
797,5.774,6.45,12.224
798,5.756,6.436,12.192
799,5.748,6.446,12.194
800,5.754,6.43,12.184
801,5.766,6.436,12.202
802,5.766,6.406,12.172
803,5.786,6.394,12.18
804,5.818,6.382,12.2
805,5.8,6.366,12.166
806,5.812,6.352,12.164
807,5.79,6.374,12.164
808,5.802,6.36,12.162
809,5.824,6.346,12.17
810,5.816,6.388,12.204
811,5.836,6.38,12.216
812,5.836,6.394,12.23
813,5.86,6.416,12.276
814,5.856,6.408,12.264
815,5.86,6.414,12.274
816,5.874,6.412,12.286
817,5.862,6.448,12.31
818,5.88,6.458,12.338
819,5.878,6.472,12.35
820,5.9,6.48,12.38
821,5.932,6.486,12.418
822,5.948,6.5,12.448
823,5.936,6.494,12.43
824,5.942,6.466,12.408
825,5.968,6.468,12.436
826,5.992,6.5,12.492
827,6.004,6.528,12.532
828,6.028,6.536,12.564
829,6.036,6.56,12.596
830,6.03,6.582,12.612
831,6.032,6.574,12.606
832,6.034,6.59,12.624
833,6.038,6.598,12.636
834,6.024,6.636,12.66
835,6.032,6.596,12.628
836,6.046,6.586,12.632
837,6.052,6.584,12.636
838,6.07,6.578,12.648
839,6.086,6.588,12.674
840,6.1,6.6,12.7
841,6.104,6.594,12.698
842,6.092,6.634,12.726
843,6.1,6.652,12.752
844,6.104,6.656,12.76
845,6.082,6.63,12.712
846,6.092,6.632,12.724
847,6.124,6.624,12.748
848,6.148,6.63,12.778
849,6.146,6.632,12.778
850,6.168,6.644,12.812
851,6.168,6.648,12.816
852,6.146,6.67,12.816
853,6.124,6.642,12.766
854,6.146,6.668,12.814
855,6.174,6.668,12.842
856,6.188,6.648,12.836
857,6.19,6.646,12.836
858,6.184,6.642,12.826
859,6.18,6.658,12.838
860,6.188,6.646,12.834
861,6.214,6.656,12.87
862,6.23,6.652,12.882
863,6.232,6.672,12.904
864,6.25,6.67,12.92
865,6.244,6.666,12.91
866,6.284,6.67,12.954
867,6.294,6.682,12.976
868,6.286,6.668,12.954
869,6.286,6.668,12.954
870,6.318,6.672,12.99
871,6.31,6.658,12.968
872,6.314,6.652,12.966
873,6.308,6.674,12.982
874,6.304,6.66,12.964
875,6.298,6.638,12.936
876,6.31,6.652,12.962
877,6.328,6.66,12.988
878,6.324,6.654,12.978
879,6.326,6.684,13.01
880,6.348,6.704,13.052
881,6.35,6.752,13.102
882,6.358,6.76,13.118
883,6.368,6.752,13.12
884,6.414,6.766,13.18
885,6.42,6.784,13.204
886,6.434,6.796,13.23
887,6.426,6.788,13.214
888,6.396,6.822,13.218
889,6.396,6.814,13.21
890,6.42,6.822,13.242
891,6.424,6.852,13.276
892,6.446,6.844,13.29
893,6.452,6.846,13.298
894,6.438,6.844,13.282
895,6.424,6.872,13.296
896,6.424,6.884,13.308
897,6.436,6.914,13.35
898,6.454,6.95,13.404
899,6.464,6.918,13.382
900,6.46,6.912,13.372
901,6.464,6.906,13.37
902,6.474,6.892,13.366
903,6.478,6.908,13.386
904,6.474,6.912,13.386
905,6.486,6.918,13.404
906,6.498,6.942,13.44
907,6.502,6.946,13.448
908,6.51,6.944,13.454
909,6.52,6.934,13.454
910,6.518,6.946,13.464
911,6.498,6.948,13.446
912,6.496,6.932,13.428
913,6.524,6.936,13.46
914,6.532,6.95,13.482
915,6.55,6.942,13.492
916,6.556,6.942,13.498
917,6.562,6.954,13.516
918,6.578,6.962,13.54
919,6.578,6.962,13.54
920,6.594,6.962,13.556
921,6.594,6.97,13.564
922,6.6,6.944,13.544
923,6.602,6.944,13.546
924,6.634,6.96,13.594
925,6.654,6.968,13.622
926,6.67,6.972,13.642
927,6.692,6.994,13.686
928,6.688,6.984,13.672
929,6.712,6.986,13.698
930,6.702,6.994,13.696
931,6.714,7.03,13.744
932,6.716,7.038,13.754
933,6.694,7.034,13.728
934,6.718,7.052,13.77
935,6.7,7.03,13.73
936,6.722,7.03,13.752
937,6.738,7.024,13.762
938,6.756,7.036,13.792
939,6.766,7.008,13.774
940,6.802,7.002,13.804
941,6.78,6.996,13.776
942,6.788,6.958,13.746
943,6.752,6.938,13.69
944,6.752,6.936,13.688
945,6.71,6.926,13.636
946,6.738,6.94,13.678
947,6.74,6.948,13.688
948,6.752,6.968,13.72
949,6.764,6.97,13.734
950,6.71,6.976,13.686
951,6.724,6.982,13.706
952,6.714,7.002,13.716
953,6.714,7.016,13.73
954,6.714,7.018,13.732
955,6.718,6.998,13.716
956,6.692,6.98,13.672
957,6.724,6.996,13.72
958,6.72,6.978,13.698
959,6.758,6.958,13.716
960,6.77,6.936,13.706
961,6.766,6.952,13.718
962,6.75,6.95,13.7
963,6.74,6.956,13.696
964,6.75,6.968,13.718
965,6.73,6.962,13.692
966,6.744,6.96,13.704
967,6.734,6.978,13.712
968,6.712,6.984,13.696
969,6.722,6.96,13.682
970,6.708,6.984,13.692
971,6.742,6.976,13.718
972,6.748,6.992,13.74
973,6.72,7.012,13.732
974,6.732,7.016,13.748
975,6.734,7.026,13.76
976,6.75,7.004,13.754
977,6.734,7.006,13.74
978,6.732,7.018,13.75
979,6.74,7.038,13.778
980,6.752,7.044,13.796
981,6.748,7.064,13.812
982,6.744,7.056,13.8
983,6.734,7.048,13.782
984,6.764,7.048,13.812
985,6.79,7.04,13.83
986,6.794,7.026,13.82
987,6.768,7.036,13.804
988,6.782,7.05,13.832
989,6.792,7.034,13.826
990,6.794,7.016,13.81
991,6.822,7.052,13.874
992,6.804,7.05,13.854
993,6.826,7.072,13.898
994,6.858,7.066,13.924
995,6.882,7.082,13.964
